,microsoft/vscode,neovim/neovim,pulsar-edit/pulsar
2024-03-30,-15.696519884799997,6,0
2024-03-31,-7.569481523200004,10,4
2024-04-01,57.788112486399996,21,1
2024-04-02,10.062054195200005,9,0
2024-04-03,21.72349184000001,7,0
2024-04-04,12.256538931200005,3,5
2024-04-05,2.8241105919999967,16,3
2024-04-06,-21.826501632,12,9
2024-04-07,-8.690501734400002,5,0
2024-04-08,47.192040038399995,9,2
2024-04-09,24.262008320000003,20,0
2024-04-10,-4.253099724799995,13,2
2024-04-11,-1.6709649407999976,10,0
2024-04-12,12.678393036800003,21,4
2024-04-13,-11.616462950399999,15,2
2024-04-14,-14.0864459776,16,6
2024-04-15,8.819684249599998,10,8
2024-04-16,24.7708614656,26,4
2024-04-17,30.162703360000002,5,0
2024-04-18,15.565924147200004,8,4
2024-04-19,36.802169139200004,6,4
2024-04-20,-33.38308352,8,2
2024-04-21,-15.196414464000004,11,1
2024-04-22,33.546536857599996,10,0
2024-04-23,9.555993190400002,10,0
2024-04-24,24.012271001600002,3,0
2024-04-25,0.05436661760000305,12,0
2024-04-26,17.498911846400002,18,0
2024-04-27,-15.918261248,7,0
2024-04-28,7.257253171199999,9,2
2024-04-29,14.902948352000003,12,0
2024-04-30,-6.913040281599997,5,7
2024-05-01,6.097720012800002,7,0
2024-05-02,15.251993292800002,14,0
2024-05-03,33.3922471936,9,0
2024-05-04,-30.252464127999993,2,0
2024-05-05,-10.810550169599999,5,1
2024-05-06,24.685864550399998,3,14
2024-05-07,5.287092940800001,15,3
2024-05-08,19.489942425600002,4,0
2024-05-09,11.397131264000002,3,1
2024-05-10,9.8882955264,4,1
2024-05-11,-20.2301766656,11,2
2024-05-12,-8.382789427200002,5,0
2024-05-13,49.329760768,2,2
2024-05-14,1.1654049792000016,14,1
2024-05-15,17.733087846400004,13,4
2024-05-16,12.131881881600002,13,10
2024-05-17,-10.2561604608,10,2
2024-05-18,-15.768101478399998,3,3
2024-05-19,-5.791588761600002,6,1
2024-05-20,16.2850433024,15,1
2024-05-21,12.359519334400002,14,1
2024-05-22,18.449973043200004,8,0
2024-05-23,6.279668121600004,11,0
2024-05-24,6.930932940800002,18,0
2024-05-25,-11.4386236416,15,0
2024-05-26,-6.673145344000002,15,0
2024-05-27,25.646648627199998,15,0
2024-05-28,-3.6866264063999985,13,1
2024-05-29,32.1626658816,1,0
2024-05-30,6.875685683200004,10,0
2024-05-31,15.315875328000004,13,0
2024-06-01,-21.930861465599996,17,0
2024-06-02,-9.785437900800002,9,0
2024-06-03,33.2766367744,4,1
2024-06-04,31.442425036800003,16,0
2024-06-05,10.971522457600003,10,0
2024-06-06,3.8181890048000042,4,1
2024-06-07,9.006666752000001,6,2
2024-06-08,-18.858488524800002,4,1
2024-06-09,-10.606245785600002,9,0
2024-06-10,4.0306591743999975,6,0
2024-06-11,-1.1541357568000006,15,1
2024-06-12,3.888879104000001,12,0
2024-06-13,16.120034406400002,10,3
2024-06-14,1.2020981760000016,21,0
2024-06-15,-12.1204845568,12,1
2024-06-16,-2.204785254400001,10,5
2024-06-17,22.783606272,7,1
2024-06-18,35.724326502400004,8,1
2024-06-19,8.362928230400005,9,1
2024-06-20,26.909946572800003,7,1
2024-06-21,11.236590489600005,8,1
2024-06-22,-26.483237068799998,3,1
2024-06-23,-10.056336588800002,1,0
2024-06-24,30.826514943999996,10,0
2024-06-25,4.858810265599999,3,1
2024-06-26,15.732714598400001,2,2
2024-06-27,-7.675085619199997,4,1
2024-06-28,17.530941337599998,3,3
2024-06-29,-15.787363123199999,4,1
2024-06-30,-10.614139904000002,0,0
2024-07-01,15.259075379199999,1,0
2024-07-02,12.5599043584,4,0
2024-07-03,8.402989772800002,3,0
2024-07-04,11.009694003200002,15,0
2024-07-05,5.450084352000005,3,0
2024-07-06,-16.428955648,12,0
2024-07-07,-2.2155449344000013,8,7
2024-07-08,37.662099456,18,0
2024-07-09,12.705845248000003,4,0
2024-07-10,-0.5974499327999965,12,4
2024-07-11,19.788150272000003,10,0
2024-07-12,14.3849571328,11,0
2024-07-13,-22.125235609599997,14,0
2024-07-14,-7.896559206400003,11,1
2024-07-15,19.358976,5,0
2024-07-16,14.226907648000001,20,8
2024-07-17,7.062742732800004,30,5
2024-07-18,16.8045395968,10,1
2024-07-19,28.191784243200004,10,0
2024-07-20,-11.060627865599997,3,0
2024-07-21,0.40087869439999935,7,1
2024-07-22,34.549283430399996,3,1
2024-07-23,-12.5560786944,1,0
2024-07-24,36.9360318464,4,0
2024-07-25,-4.082658815999999,8,2
2024-07-26,14.690244403200001,7,2
2024-07-27,-21.125843967999998,10,5
2024-07-28,-11.488106496,2,2
2024-07-29,32.5748048896,9,0
2024-07-30,7.0774847488000034,14,4
2024-07-31,16.480239411200003,19,3
2024-08-01,-3.5439013887999984,19,1
2024-08-02,26.012495872000002,15,1
2024-08-03,-8.861678489599996,11,1
2024-08-04,-6.308148838400001,3,0
2024-08-05,25.290348032,9,0
2024-08-06,12.9331948544,17,1
2024-08-07,22.607697203200004,4,1
2024-08-08,0.6915161088000055,7,1
2024-08-09,18.7544029184,1,11
2024-08-10,-25.305885183999997,3,6
2024-08-11,-6.553363763200004,2,0
2024-08-12,15.201733222399998,3,0
2024-08-13,39.1202184192,4,1
2024-08-14,17.747057561600002,4,0
2024-08-15,26.048197120000005,5,0
2024-08-16,8.374567219200003,9,10
2024-08-17,-22.147006771199997,10,4
2024-08-18,-16.1986973696,1,2
2024-08-19,21.191885414399998,3,0
2024-08-20,13.8925550592,11,0
2024-08-21,24.050790400000004,5,0
2024-08-22,25.912445952000006,6,0
2024-08-23,22.001611878400006,3,1
2024-08-24,-31.2820026368,5,2
2024-08-25,-11.974967910400002,1,0
2024-08-26,37.31819591679999,6,0
2024-08-27,-10.986568908799999,2,3
2024-08-28,34.1883000832,5,0
2024-08-29,5.067303833600008,7,0
2024-08-30,12.6940347392,4,0
2024-08-31,-24.295695667199997,11,1
2024-09-01,0.9528826879999954,9,0
2024-09-02,36.847997644799996,8,1
2024-09-03,10.887483596800003,6,0
2024-09-04,35.7073294336,2,1
2024-09-05,10.961181696000004,10,0
2024-09-06,13.572216115200007,4,0
2024-09-07,-27.177165107199997,4,1
2024-09-08,-14.990479462400003,7,7
2024-09-09,32.34291159039999,4,1
2024-09-10,35.479136153599995,8,3
2024-09-11,7.345425612800007,15,0
2024-09-12,34.341256806400004,7,1
2024-09-13,20.489135923200003,8,1
2024-09-14,-35.017077964799995,5,4
2024-09-15,-9.896086732800008,3,4
2024-09-16,33.44802918399999,7,2
2024-09-17,12.9379796992,3,2
2024-09-18,16.259884646400003,6,7
2024-09-19,5.232371916800005,5,2
2024-09-20,24.2947781632,4,1
2024-09-21,-16.458200883199993,16,0
2024-09-22,-16.8304289792,4,2
2024-09-23,59.887729356799994,11,1
2024-09-24,-17.5138269184,3,0
2024-09-25,47.075089510400005,8,0
2024-09-26,3.499097600000006,10,0
2024-09-27,63.8466654208,8,0
2024-09-28,-38.73108736,5,1
2024-09-29,-12.172632268800005,13,3
2024-09-30,34.4497789952,5,0
2024-10-01,19.221350297599997,10,1
2024-10-02,-2.3504012287999956,9,0
2024-10-03,19.5621718016,9,0
2024-10-04,31.966440345600006,8,1
2024-10-05,-36.4989119488,8,0
2024-10-06,-11.615468032000003,9,0
2024-10-07,22.722172825599998,11,1
2024-10-08,1.3765062655999998,6,0
2024-10-09,-4.944099942400001,8,0
2024-10-10,5.589794099200002,4,0
2024-10-11,22.845823078400002,12,0
2024-10-12,-18.2654898176,7,0
2024-10-13,-3.489780531199999,6,0
2024-10-14,27.7362200576,7,0
2024-10-15,16.9729134592,9,2
2024-10-16,19.014455296,8,1
2024-10-17,-6.181558374399998,23,3
2024-10-18,23.1965134848,5,3
2024-10-19,-20.945976831999996,7,1
2024-10-20,-9.022093926400002,11,2
2024-10-21,45.0322700288,3,2
2024-10-22,-3.328712089599996,18,1
2024-10-23,28.657734963200003,11,0
2024-10-24,18.030742323200005,14,0
2024-10-25,-3.5843847167999954,2,0
2024-10-26,-16.5431770112,0,1
2024-10-27,-7.007204556800001,0,1
2024-10-28,19.2662509568,0,3
2024-10-29,21.4702043136,0,0
2024-10-30,50.542670233600006,0,0
2024-10-31,-4.029232742399998,0,0
2024-11-01,3.310999961600004,0,0
2024-11-02,-24.4577742848,0,0
2024-11-03,-11.926370508800005,0,0
2024-11-04,-4.436482252800003,0,1
2024-11-05,-6.575553228800002,0,2
2024-11-06,-4.485416755199999,0,0
2024-11-07,-3.2203948031999996,0,0
2024-11-08,-2.213134643199999,0,0
2024-11-09,-1.0411448319999996,0,0
2024-11-10,-0.49358632959999993,0,0
2024-11-11,-0.06790983679999998,0,1
2024-11-12,-0.04546713599999998,0,0
2024-11-13,-0.03839447039999999,0,0
2024-11-14,0.0,0,1
2024-11-15,0.0,0,0
2024-11-16,0.0,0,0
2024-11-17,0.0,0,0
2024-11-18,0.0,0,1
2024-11-19,0.0,0,2
2024-11-20,0.0,0,3
2024-11-21,0.0,0,4
2024-11-22,0.0,0,0
2024-11-23,0.0,0,1
2024-11-24,0.0,0,0
2024-11-25,0.0,0,1
2024-11-26,0.0,0,0
2024-11-27,0.0,0,0
2024-11-28,0.0,0,0
2024-11-29,0.0,0,0
2024-11-30,0.0,0,0
2024-12-01,0.0,0,2
2024-12-02,0.0,0,0
2024-12-03,0.0,0,0
2024-12-04,0.0,0,1
2024-12-05,0.0,0,0
2024-12-06,0.0,0,0
2024-12-07,0.0,0,0
2024-12-08,0.0,0,0
2024-12-09,0.0,0,0
2024-12-10,0.0,0,0
2024-12-11,0.0,0,0
2024-12-12,0.0,0,0
