,cypress-io/cypress,DevExpress/testcafe,seleniumhq/selenium
2019-10-21,1.7605987699281256,2,7
2019-10-22,3.6239183075000003,1,1
2019-10-23,10.36456177646875,0,0
2019-10-24,3.539298549115624,3,0
2019-10-25,2.7571443285281245,0,2
2019-10-26,-1.1049460756953127,0,1
2019-10-27,-0.6489773775359367,0,2
2019-10-28,-0.4694321924999989,2,2
2019-10-29,16.628472701468752,0,3
2019-10-30,6.9926213216156246,0,20
2019-10-31,14.088036615434374,2,2
2019-11-01,-2.674103727973439,0,3
2019-11-02,-1.4080300147421867,0,0
2019-11-03,-0.9495426601437487,0,6
2019-11-04,1.3005950375000024,0,3
2019-11-05,0.23508105125000156,4,9
2019-11-06,2.3369032124843763,3,0
2019-11-07,11.191605549748438,1,2
2019-11-08,9.366492318926563,2,4
2019-11-09,-1.9127776405750008,0,0
2019-11-10,-0.9414282750000003,0,0
2019-11-11,-0.6451496549999991,1,10
2019-11-12,0.5095951402187516,1,10
2019-11-13,1.5051244931625012,0,3
2019-11-14,1.4399897159171882,4,1
2019-11-15,4.419453027454688,2,1
2019-11-16,-0.8737001736031249,0,4
2019-11-17,-0.43182912789531225,0,5
2019-11-18,2.7707794875,0,2
2019-11-19,3.5270362787500003,2,4
2019-11-20,-0.673663480515625,7,1
2019-11-21,-0.38103293356718737,2,1
2019-11-22,-0.2673903123531246,2,1
2019-11-23,-0.19563952014999936,0,2
2019-11-24,-0.14594730017968705,0,0
2019-11-25,0.9140708612500003,1,1
2019-11-26,8.826920275953125,2,0
2019-11-27,9.991530190329687,1,2
2019-11-28,5.432904589856249,0,3
2019-11-29,-1.4721625000000012,0,6
2019-11-30,-0.8305792499999998,0,0
2019-12-01,-0.5850002624999988,0,0
2019-12-02,8.54852644125,1,6
2019-12-03,1.7329890332343754,1,2
2019-12-04,3.986321584073438,0,1
2019-12-05,4.850003010254687,0,0
2019-12-06,10.744171930995313,1,1
2019-12-07,-1.878330217751563,0,0
2019-12-08,-0.9811208624999996,0,1
2019-12-09,6.314111946250001,1,0
2019-12-10,1.770143531609376,0,0
2019-12-11,5.9528638318796885,0,1
2019-12-12,11.667955549814062,0,0
2019-12-13,-1.0776659957734376,2,0
2019-12-14,-1.2245176214031246,0,1
2019-12-15,-0.8014080679312491,0,0
2019-12-16,2.472928338750002,0,0
2019-12-17,0.277426382640626,4,1
2019-12-18,1.4126243069515634,7,0
2019-12-19,4.419945187532813,2,1
2019-12-20,-0.8747612332046872,2,0
2019-12-21,2.5302338540171876,0,1
2019-12-22,0.4521733599640625,0,0
2019-12-23,4.5830108987500005,0,1
2019-12-24,1.2227935897031248,0,0
2019-12-25,-0.6382498256234372,1,0
2019-12-26,4.615483290182813,0,1
2019-12-27,4.2194454423500005,3,1
2019-12-28,0.06465388607031253,0,0
2019-12-29,-0.6053421977968749,0,0
2019-12-30,0.592630123126563,3,0
2019-12-31,-0.39082406011406173,0,0
2020-01-01,-0.2731872012109368,0,3
2020-01-02,0.8173070011781254,0,2
2020-01-03,0.7628654411718754,0,8
2020-01-04,0.7379537259921877,0,11
2020-01-05,-0.23822458819531248,0,0
2020-01-06,1.8863449512140626,0,5
2020-01-07,5.725152436984375,0,2
2020-01-08,0.2516598849640621,0,10
2020-01-09,8.53262754125,1,3
2020-01-10,5.808850978234374,2,4
2020-01-11,0.6812306381984372,0,1
2020-01-12,-0.9331541905515626,0,0
2020-01-13,6.398862429964064,1,0
2020-01-14,-1.1455490660312493,1,0
2020-01-15,3.327098358084376,0,3
2020-01-16,3.1163277180187503,2,15
2020-01-17,-0.9231310684265619,7,0
2020-01-18,-0.5715725064328119,0,0
2020-01-19,-0.36671268128281187,0,0
2020-01-20,0.7584294211781257,0,0
2020-01-21,-0.28409324110937456,2,1
2020-01-22,1.7991851972484378,0,0
2020-01-23,0.6888519629375001,3,4
2020-01-24,2.71746883779375,0,0
2020-01-25,1.5482878398562498,0,0
2020-01-26,0.5820129875,0,0
2020-01-27,4.66051030375,0,1
2020-01-28,-0.7159965880156252,1,0
2020-01-29,1.6130764924640628,2,0
2020-01-30,3.5348876402187503,0,2
2020-01-31,4.3045996181625,0,0
2020-02-01,0.10996305341718737,0,0
2020-02-02,-0.6015619423890624,0,0
2020-02-03,5.6157820006625006,0,0
2020-02-04,2.121156057385938,4,14
2020-02-05,6.211924044820313,1,0
2020-02-06,5.848561776468749,3,0
2020-02-07,8.651823549115624,2,0
2020-02-08,-1.7657186714718756,0,1
2020-02-09,-0.9730224006953119,0,0
2020-02-10,3.3430981824640638,1,0
2020-02-11,2.0977326956562514,0,0
2020-02-12,3.109944484487501,2,2
2020-02-13,4.049549252532813,0,0
2020-02-14,8.915142878639063,2,2
2020-02-15,0.38007040209218723,0,3
2020-02-16,-1.0601368253593748,0,0
2020-02-17,0.37335967750000054,6,1
2020-02-18,1.4315888591875012,2,0
2020-02-19,2.380022303309376,1,0
2020-02-20,4.298708084079688,0,0
2020-02-21,5.068639537278125,1,0
2020-02-22,-0.12780653533593767,0,0
2020-02-23,-0.7230081638906247,0,0
2020-02-24,7.578121823678125,0,2
2020-02-25,8.895699506984375,3,0
2020-02-26,3.396010370182812,1,1
2020-02-27,1.6259400496312495,0,1
2020-02-28,12.871937687314063,0,4
2020-02-29,0.8764431629765626,0,1
2020-03-01,-1.4452375282312493,0,0
2020-03-02,4.0946602024640635,4,1
2020-03-03,4.823581220875001,5,1
2020-03-04,-0.37045046919374913,2,3
2020-03-05,1.089770395812501,2,7
2020-03-06,3.215190513273438,0,1
2020-03-07,2.084507221423438,0,3
2020-03-08,-0.8664619370499995,0,2
2020-03-09,4.533921136142188,0,1
2020-03-10,0.17205074492187533,0,6
2020-03-11,3.411723637976563,0,2
2020-03-12,1.22935287926875,1,9
2020-03-13,0.3767911989328129,0,5
2020-03-14,0.5064017041156254,0,0
2020-03-15,-0.42887716169062445,0,0
2020-03-16,9.726880948642188,2,4
2020-03-17,6.807020688671875,2,13
2020-03-18,0.5909593643046869,0,4
2020-03-19,0.05686174040156211,1,2
2020-03-20,-0.7016127449249994,2,10
2020-03-21,1.5340727856625012,0,3
2020-03-22,-0.5483462905515617,0,9
2020-03-23,2.6324720849640633,1,2
2020-03-24,11.416126524843751,1,2
2020-03-25,2.4277905655156244,2,1
2020-03-26,2.8448453574312493,2,0
2020-03-27,13.9633224569125,1,1
2020-03-28,-2.120886495035938,0,0
2020-03-29,-1.1236736635312496,0,0
2020-03-30,3.217360056178126,2,15
2020-03-31,-0.9888818440468734,3,38
2020-04-01,0.3412096012046888,1,8
2020-04-02,3.405135545006251,0,7
2020-04-03,6.234075894043751,1,17
2020-04-04,-1.150087105378125,0,4
2020-04-05,-0.6282933380390623,0,11
2020-04-06,9.657358465,2,9
2020-04-07,2.7394602354375,4,8
2020-04-08,0.93984559360625,2,3
2020-04-09,0.18892281448437487,1,12
2020-04-10,5.365047021651563,0,3
2020-04-11,-1.0463911012531244,0,5
2020-04-12,-0.5947040927515618,0,16
2020-04-13,4.6125189875000006,0,5
2020-04-14,3.1935263098437505,1,13
2020-04-15,-0.8793116824218749,7,4
2020-04-16,1.5347021925750002,0,4
2020-04-17,0.4897593044125004,0,9
2020-04-18,-0.4190424806296869,0,12
2020-04-19,-0.2826701777156245,0,8
2020-04-20,8.82205846875,0,12
2020-04-21,10.954887649921874,2,2
2020-04-22,2.2722917102578117,2,1
2020-04-23,4.73455518485625,0,15
2020-04-24,-0.33819282228125,1,5
2020-04-25,-0.9033667680874988,0,21
2020-04-26,2.3810920349640634,0,8
2020-04-27,5.225270583750001,3,7
2020-04-28,4.875749777859376,0,10
2020-04-29,9.714626960989062,1,17
2020-04-30,4.178228827506249,1,1
2020-05-01,2.4595757655124997,0,16
2020-05-02,4.6963770342687505,0,0
2020-05-03,-1.3956400162859368,0,4
2020-05-04,10.140501558453126,0,7
2020-05-05,4.255698749298437,0,1
2020-05-06,2.4077522729406255,2,10
2020-05-07,3.6449447141125004,3,3
2020-05-08,18.64856838401094,3,1
2020-05-09,-1.7954877947781256,0,1
2020-05-10,-1.5576379257374997,0,0
2020-05-11,6.965824651034376,0,3
2020-05-12,5.453204579328126,0,14
2020-05-13,5.337020396510939,1,2
2020-05-14,4.333508151471875,1,0
2020-05-15,20.403727087278124,3,3
2020-05-16,8.812474280757812,0,1
2020-05-17,-0.9012962137343754,0,0
2020-05-18,15.206925239964063,0,2
2020-05-19,9.070388034625001,4,40
