,statsmodels/statsmodels,mlpack/mlpack,scikit-learn/scikit-learn
2018-05-27,4,4.099863066873439,0
2018-05-28,1,0.8970540898531261,0
2018-05-29,10,-0.8510049763609369,3
2018-05-30,1,1.4636558962171882,9
2018-05-31,4,7.432444203959376,3
2018-06-01,8,5.82352128023125,3
2018-06-02,5,1.744801879448437,1
2018-06-03,4,2.006347015182812,0
2018-06-04,5,11.081139837350001,8
2018-06-05,3,1.2184735862890625,0
2018-06-06,2,4.755414052428126,7
2018-06-07,7,0.6126419664687499,1
2018-06-08,3,11.937713629553127,2
2018-06-09,0,19.976675362353124,0
2018-06-10,7,4.706952604451562,3
2018-06-11,8,3.4749626108453118,3
2018-06-12,6,5.8598845224546885,3
2018-06-13,34,6.815529878021877,2
2018-06-14,1,3.773231509298439,9
2018-06-15,3,-1.9892210674968736,5
2018-06-16,0,5.720956308225002,1
2018-06-17,2,26.326693885689064,4
2018-06-18,1,-0.8172052874156255,5
2018-06-19,1,3.81199111911875,1
2018-06-20,8,0.016607539409375205,7
2018-06-21,12,9.533264935071877,9
2018-06-22,1,8.900609861582813,4
2018-06-23,4,5.679089411034376,4
2018-06-24,0,2.836386776390625,3
2018-06-25,0,3.1280211040609385,1
2018-06-26,2,-1.7143307625531234,5
2018-06-27,5,7.040339784298439,2
2018-06-28,5,2.488910962503126,8
2018-06-29,13,2.7067278430062514,3
2018-06-30,2,0.7592177964328131,1
2018-07-01,0,7.050487574229688,1
2018-07-02,1,7.613915133384375,6
2018-07-03,0,5.340751072242187,4
2018-07-04,3,4.377816117320313,5
2018-07-05,2,3.4573971608750003,3
2018-07-06,8,2.539440617650001,0
2018-07-07,2,5.714959595293751,0
2018-07-08,0,7.480768031325001,1
2018-07-09,3,1.1856654370531254,5
2018-07-10,0,0.6223326638218758,5
2018-07-11,0,2.9244553960671884,1
2018-07-12,0,1.9014018729046889,5
2018-07-13,0,0.021218197206250955,1
2018-07-14,0,2.284943249007813,6
2018-07-15,0,1.2147135949968757,6
2018-07-16,0,1.3055336013578134,19
2018-07-17,0,8.376357195629687,41
2018-07-18,2,3.746701743860937,9
2018-07-19,2,2.846810691615625,9
2018-07-20,5,5.932061417059375,8
2018-07-21,1,4.664934015626563,4
2018-07-22,0,5.637021540917187,6
2018-07-23,2,5.482287561360938,3
2018-07-24,0,0.40330784014687526,3
2018-07-25,0,7.837678696537501,3
2018-07-26,1,3.309221889598438,1
2018-07-27,2,6.543649786507814,6
2018-07-28,2,7.305087883746875,1
2018-07-29,0,0.09331219290468784,7
2018-07-30,1,-0.30271445507499917,1
2018-07-31,1,7.041200586139064,8
2018-08-01,5,0.5395215774671884,2
2018-08-02,2,10.961447146537502,3
2018-08-03,3,5.098465079598437,2
2018-08-04,2,8.276875191945313,0
2018-08-05,0,-0.01591404242812544,1
2018-08-06,8,1.6592004048953135,4
2018-08-07,4,5.8455218869125005,8
2018-08-08,5,0.5234808508390636,0
2018-08-09,15,0.8854216111812512,4
2018-08-10,4,-0.9246144600093741,2
2018-08-11,5,3.3549868409593766,1
2018-08-12,5,-0.8272907779078118,2
2018-08-13,14,-0.4820988276406243,2
2018-08-14,1,0.7042839571312505,4
2018-08-15,7,0.676663833782813,4
2018-08-16,1,0.6904170137171879,6
2018-08-17,15,-0.2620823811031249,2
2018-08-18,0,0.8446650099281252,10
2018-08-19,1,-0.2035525020624999,4
2018-08-20,26,-0.1285366726437498,3
2018-08-21,6,1.9311275412500002,5
2018-08-22,5,0.745513478234375,8
2018-08-23,27,1.7648223881984375,2
2018-08-24,26,2.666870821948437,0
2018-08-25,9,2.5206824512140624,3
2018-08-26,21,-0.5544643130156253,1
2018-08-27,8,-0.3126646275359374,2
2018-08-28,3,-0.21507040499999963,0
2018-08-29,2,0.8331079027187506,4
2018-08-30,14,-0.23638969808749968,7
2018-08-31,2,0.8546973951828127,1
2018-09-01,10,1.79271626713125,4
2018-09-02,6,-0.3195639966546875,3
2018-09-03,8,2.8401866923921877,5
2018-09-04,2,2.6091754875,1
2018-09-05,16,-0.5035354462500001,8
2018-09-06,3,1.724536174484375,5
2018-09-07,11,1.6066959262140625,1
2018-09-08,22,-0.4320934555156248,3
2018-09-09,15,-0.26237176606718726,3
2018-09-10,13,-0.18788983132187465,0
2018-09-11,5,-0.1355445277968746,1
2018-09-12,21,-0.11245902165468719,3
2018-09-13,10,0.9262920248921878,11
2018-09-14,15,1.8586759814687501,4
2018-09-15,14,-0.28093433110312516,0
2018-09-16,20,5.864702294928125,4
2018-09-17,4,4.3223375,4
2018-09-18,3,1.1725582499999996,1
2018-09-19,6,0.3586044874999996,1
2018-09-20,2,2.50610727875,4
2018-09-21,6,6.3662312944843755,2
2018-09-22,1,0.9080836964328125,3
2018-09-23,6,1.197434054928125,0
2018-09-24,0,0.2931933656562503,4
2018-09-25,3,0.4264281647062509,6
2018-09-26,1,-0.4678528724609368,10
2018-09-27,2,-0.29883969433749935,5
2018-09-28,0,4.777520309667188,5
2018-09-29,5,-0.6774654162171875,2
2018-09-30,0,-0.3543947487828123,3
2018-10-01,1,-0.20269003985312495,3
2018-10-02,3,-0.1407722143374995,7
2018-10-03,3,-0.09855091555156219,5
2018-10-04,2,-0.07420891503593728,13
2018-10-05,1,-0.05546848124999983,9
2018-10-06,3,-0.04784156507812488,1
2018-10-07,0,-0.041994262679687394,3
2018-10-08,0,0.0,2
2018-10-09,1,9.0,4
2018-10-10,0,-0.9000000000000008,5
2018-10-11,0,3.5949999999999998,4
2018-10-12,2,-0.6565000000000005,0
2018-10-13,1,-0.3659624999999994,3
2018-10-14,8,2.7409492500000003,5
2018-10-15,0,0.49889188750000035,2
2018-10-16,4,2.6006897337500003,2
2018-10-17,10,4.430737132859375,1
2018-10-18,0,2.1545480421765624,2
2018-10-19,1,1.2822139979374998,2
2018-10-20,0,2.37131430235625,0
2018-10-21,0,0.3263941487500003,2
2018-10-22,0,5.486144077203125,4
2018-10-23,0,2.045968728126563,4
2018-10-24,1,2.1752206896671877,3
2018-10-25,0,16.192344013564064,1
2018-10-26,0,3.807035618273437,1
2018-10-27,1,0.3000357151109372,2
2018-10-28,3,-1.2004061653687499,0
2018-10-29,0,0.19857416437656417,4
2018-10-30,0,1.3064643931203141,3
2018-10-31,0,9.280841144487502,4
2018-11-01,0,-1.4721999079046875,0
2018-11-02,11,1.1915934186265629,2
2018-11-03,5,1.2351804862953129,1
2018-11-04,3,-0.6115502537468742,1
2018-11-05,0,3.6376170736781255,3
2018-11-06,0,4.338299169484375,7
2018-11-07,0,0.10796905893281261,6
2018-11-08,0,4.389961639771875,1
2018-11-09,0,4.097350057140625,0
2018-11-10,0,0.037396481468750076,1
2018-11-11,0,-0.6573286311031248,5
2018-11-12,0,5.566088197428126,6
2018-11-13,0,2.0807000041875003,4
2018-11-14,3,5.170413016028125,6
2018-11-15,1,6.905042130554687,1
2018-11-16,0,-0.4043459113640626,1
2018-11-17,1,5.109382475992188,1
2018-11-18,1,-0.17585990069531232,2
2018-11-19,0,1.2250524324640635,4
2018-11-20,0,3.2647404581562505,4
2018-11-21,0,1.0904519182375008,4
2018-11-22,1,-0.7388810182015619,9
2018-11-23,0,-0.4784471405906244,2
2018-11-24,0,-0.32836682330312417,3
2018-11-25,0,-0.20901845187968682,2
2018-11-26,1,-0.16703037073124952,2
2018-11-27,5,-0.09823428856718722,3
2018-11-28,6,3.922741650365625,2
2018-11-29,1,-0.45273203617500024,0
2018-11-30,0,0.8032022949281249,3
2018-12-01,0,-0.2140000000000002,0
2018-12-02,0,5.87235,0
2018-12-03,0,2.3070329999999997,3
2018-12-04,0,4.356689449999999,1
2018-12-05,0,2.1335084649999994,0
2018-12-06,0,7.2140897354375,2
2018-12-07,0,0.7191228936062497,2
2018-12-08,0,0.11429686198437528,1
2018-12-09,0,3.3249816824640632,3
2018-12-10,0,2.127848720656251,3
2018-12-11,0,-0.8528115730124993,1
2018-12-12,2,0.486488688564063,0
2018-12-13,1,2.5299604532734383,4
2018-12-14,1,3.391453033267188,8
2018-12-15,0,-0.7619194425687499,4
2018-12-16,0,-0.39638934058749975,1
2018-12-17,0,2.7279425566515627,2
2018-12-18,2,1.4935373883093754,5
2018-12-19,0,-0.4752432913578123,9
2018-12-20,0,-0.27099745176562484,4
2018-12-21,0,-0.2004660765828121,1
2018-12-22,2,2.846854940329688,0
2018-12-23,0,1.5946850523562501,3
2018-12-24,0,-0.39460511375000007,0
2018-12-25,0,3.773607668453125,0
2018-12-26,0,5.436679316360937,0
2018-12-27,4,11.113527044928125,2
2018-12-28,1,1.3442804624999989,3
2018-12-29,0,-0.15325511375000023,1
2018-12-30,0,3.1836656684531253,0
2018-12-31,0,0.02786826636093853,1
2019-01-01,0,-0.7040330650718739,0
2019-01-02,0,9.509207670437501,2
2019-01-03,0,4.6091175692625,4
2019-01-04,1,12.653214527346876,0
2019-01-05,0,16.835650334271875,3
2019-01-06,0,17.00007333187656,1
2019-01-07,1,14.403091699151561,4
2019-01-08,0,3.197740651840624,5
2019-01-09,0,-1.8965298900359362,4
2019-01-10,0,12.006018267343753,2
2019-01-11,0,17.114451611546876,0
2019-01-12,1,12.248391023815627,1
2019-01-13,0,5.2093482172000005,6
2019-01-14,0,12.861843171504688,4
2019-01-15,1,12.469090928750001,3
2019-01-16,0,8.357045591993751,4
2019-01-17,0,5.6932572217328135,11
2019-01-18,0,10.053527890245315,1
2019-01-19,0,7.759624551684377,1
2019-01-20,0,-0.07882352521874791,1
2019-01-21,0,3.846548702284377,0
2019-01-22,0,-2.0262892210734353,2
2019-01-23,0,6.668637633675003,0
2019-01-24,0,12.269577424487501,0
2019-01-25,0,5.591773513678126,2
2019-01-26,0,4.883805061723438,2
2019-01-27,0,5.049010310110938,4
2019-01-28,0,7.1511365055578135,1
2019-01-29,69,0.0066629642984381565,1
2019-01-30,4,1.5985176397843763,7
2019-01-31,4,0.7588908983750013,1
2019-02-01,1,-0.07281061000624822,1
2019-02-02,14,-0.8257961508781235,3
2019-02-03,15,1.473496002353126,3
2019-02-04,0,11.429887299889064,6
