,middleman/middleman,getpelican/pelican,jekyll/jekyll
2011-01-21,-0.064,0.0,0
2011-01-22,1.9584,0.0,1
2011-01-23,-0.8299519999999998,1.0,4
2011-01-24,-0.2629632,7.0,0
2011-01-25,-0.14637055999999998,8.0,0
2011-01-26,-0.09835571200000008,1.0,0
2011-01-27,-0.07270215680000003,0.0,4
2011-01-28,-0.04592640000000001,0.0,0
2011-01-29,-0.03674111999999999,0.0,0
2011-01-30,2.969688576,0.0,0
2011-01-31,-1.2255963135999997,0.0,0
2011-02-01,-0.36,8.0,0
2011-02-02,-0.192,0.0,0
2011-02-03,-0.12480000000000013,0.0,0
2011-02-04,-0.08985600000000005,0.0,0
2011-02-05,2.9311104,0.0,1
2011-02-06,-0.25511167999999973,0.0,0
2011-02-07,-0.8054671359999999,0.0,0
2011-02-08,-0.3503944704,0.0,0
2011-02-09,-0.18880000000000013,2.0,1
2011-02-10,-0.1314560000000001,2.0,0
2011-02-11,1.9011584,2.0,0
2011-02-12,-0.8780748799999998,0.0,0
2011-02-13,0.696162304,0.0,0
2011-02-14,-0.5815501823999999,7.0,0
2011-02-15,-0.2159981568000001,12.0,0
2011-02-16,0.876096,6.0,0
2011-02-17,-0.48752639999999997,5.0,0
2011-02-18,-0.18669312,4.0,0
2011-02-19,1.882725376,0.0,0
2011-02-20,-0.8855668735999999,0.0,0
2011-02-21,3.714892288,0.0,0
2011-02-22,-1.7637613567999997,5.0,0
2011-02-23,-0.5815705600000001,0.0,0
2011-02-24,-0.33105971200000006,2.0,0
2011-02-25,-0.2251245568000002,0.0,0
2011-02-26,-0.15654912000000004,1.0,0
2011-02-27,-0.12216422400000002,2.0,0
2011-02-28,-0.09907855359999997,0.0,0
2011-03-01,-0.06062284799999997,0.0,0
2011-03-02,-0.051192627199999986,0.0,1
2011-03-03,0.0,0.0,1
2011-03-04,0.0,0.0,0
2011-03-05,0.0,0.0,0
2011-03-06,0.0,0.0,3
2011-03-07,0.0,0.0,1
2011-03-08,0.0,2.0,3
2011-03-09,0.0,2.0,0
2011-03-10,0.0,0.0,0
2011-03-11,0.0,0.0,10
2011-03-12,0.0,0.0,2
2011-03-13,0.0,0.0,1
2011-03-14,0.0,0.0,0
2011-03-15,0.0,0.0,0
2011-03-16,1.0,0.0,0
2011-03-17,-0.3999999999999999,0.0,0
2011-03-18,-0.12,0.0,0
2011-03-19,-0.064,0.0,0
2011-03-20,-0.04160000000000005,0.0,0
2011-03-21,-0.029952000000000017,0.0,0
2011-03-22,-0.022963200000000007,0.0,0
2011-03-23,-0.018370559999999994,5.0,1
2011-03-24,-0.015155711999999993,0.0,0
2011-03-25,-0.012798156799999997,0.0,0
2011-03-26,0.0,1.0,0
2011-03-27,0.0,2.0,0
2011-03-28,0.0,0.0,0
2011-03-29,0.0,0.0,0
2011-03-30,0.0,0.0,0
2011-03-31,0.0,0.0,0
2011-04-01,0.0,0.0,0
2011-04-02,0.0,0.0,0
2011-04-03,0.0,0.0,0
2011-04-04,0.0,0.0,0
2011-04-05,0.0,0.0,0
2011-04-06,1.0,0.0,1
2011-04-07,-0.3999999999999999,0.0,0
2011-04-08,3.88,0.0,0
2011-04-09,-1.6639999999999997,0.0,0
2011-04-10,4.4784,0.0,0
2011-04-11,-2.2859519999999995,0.0,0
2011-04-12,-0.7893632000000002,0.0,2
2011-04-13,0.5418214399999999,0.0,0
2011-04-14,0.28499148799999985,0.0,0
2011-04-15,2.2439596032,0.0,0
2011-04-16,0.44056115200000034,0.0,0
2011-04-17,-0.40864542719999974,0.0,0
2011-04-18,0.02066944000000004,2.0,0
2011-04-19,0.11029401599999988,3.0,0
2011-04-20,1.20161024,7.0,1
2011-04-21,-1.187919872,2.0,0
2011-04-22,0.4954560511999999,0.0,0
2011-04-23,-0.7175216127999999,0.0,1
2011-04-24,-0.3431916544000001,8.0,2
2011-04-25,3.7940102144,9.0,0
2011-04-26,3.2661491712000004,34.0,0
2011-04-27,2.4253530112000004,4.0,0
2011-04-28,-2.9220727807999998,0.0,0
2011-04-29,2.8696331263999997,0.0,1
2011-04-30,-0.2629637119999999,0.0,0
2011-05-01,-1.7424109568000001,0.0,0
2011-05-02,-0.8340582400000001,0.0,1
2011-05-03,-0.5616916480000002,0.0,0
2011-05-04,-0.4218319872000001,1.0,0
2011-05-05,-0.291526144,0.0,0
2011-05-06,0.816600576,14.0,0
2011-05-07,-0.4973639679999999,8.0,0
2011-05-08,0.7984959488000001,7.0,2
2011-05-09,-0.4895963135999999,0.0,9
2011-05-10,-0.16160000000000005,4.0,0
2011-05-11,-0.09395200000000002,6.0,0
2011-05-12,0.9354368,0.0,1
2011-05-13,-0.4483225599999999,0.0,0
2011-05-14,-0.158118912,4.0,1
2011-05-15,-0.0951687168,2.0,0
2011-05-16,-0.05675571200000004,0.0,0
2011-05-17,-0.042750156800000015,0.0,0
2011-05-18,0.9770368,1.0,0
2011-05-19,1.5816294400000002,4.0,0
2011-05-20,-0.9351557119999998,0.0,0
2011-05-21,-0.3167981568,0.0,0
2011-05-22,1.8304,1.0,0
2011-05-23,0.08684800000000004,0.0,1
2011-05-24,-0.7228671999999999,0.0,0
2011-05-25,-0.31229696,0.0,0
2011-05-26,-0.19909683200000008,0.0,0
2011-05-27,-0.14461358080000006,1.0,0
2011-05-28,-0.10147471360000003,0.0,0
2011-05-29,-0.05970431999999999,0.0,0
2011-05-30,-0.048681983999999984,0.0,10
2011-05-31,2.9592479744,2.0,1
2011-06-01,1.7872018432000003,2.0,0
2011-06-02,5.44,0.0,0
2011-06-03,-3.3519999999999994,1.0,1
2011-06-04,-1.1568,2.0,0
2011-06-05,2.337344,0.0,3
2011-06-06,2.3500544,0.0,0
2011-06-07,-2.29366528,0.0,0
2011-06-08,0.06667878400000005,0.0,0
2011-06-09,0.006744473599999967,1.0,0
2011-06-10,2.0792595456,0.0,0
2011-06-11,-1.6622846975999999,1.0,0
2011-06-12,0.3874355199999999,9.0,0
2011-06-13,-0.7825013759999999,9.0,0
2011-06-14,4.6032674816,0.0,0
2011-06-15,-2.2463823871999997,0.0,0
2011-06-16,-0.7440158720000001,2.0,0
2011-06-17,-0.4330175488,6.0,0
2011-06-18,-0.28922849280000024,2.0,0
2011-06-19,-0.2065250304000001,0.0,0
2011-06-20,-0.12997171200000002,0.0,1
2011-06-21,-0.10465095679999997,2.0,0
2011-06-22,0.9242214400000001,1.0,0
2011-06-23,1.536009216,0.0,0
2011-06-24,9.08,0.0,0
2011-06-25,-4.303999999999999,0.0,0
2011-06-26,-1.3696,0.0,2
2011-06-27,3.246848,0.0,0
2011-06-28,-1.0988672,0.0,4
2011-06-29,-1.2438169600000002,4.0,1
2011-06-30,-0.657528832,4.0,0
2011-07-01,1.5427848192,1.0,0
2011-07-02,-1.1385614335999998,7.0,2
2011-07-03,-0.48978636799999997,1.0,0
2011-07-04,-0.22444544,0.0,2
2011-07-05,-0.16219340800000004,0.0,0
2011-07-06,7.8737476608,0.0,2
2011-07-07,1.7412754432000006,0.0,2
2011-07-08,-0.9967411199999994,0.0,0
2011-07-09,-1.9423114239999997,0.0,0
2011-07-10,11.0816036864,0.0,2
2011-07-11,-2.375615999999999,0.0,0
2011-07-12,-1.0566655999999996,0.0,0
2011-07-13,0.75031552,0.0,0
2011-07-14,7.609775104,1.0,0
2011-07-15,-0.18712893439999956,4.0,0
2011-07-16,-0.934916608,1.0,0
2011-07-17,-2.9396366335999997,0.0,1
2011-07-18,-1.4687626240000005,0.0,0
2011-07-19,-1.0041957376000004,2.0,0
2011-07-20,-0.6280095744000003,0.0,0
2011-07-21,2.5405589504,5.0,1
2011-07-22,-1.5506939903999997,3.0,0
2011-07-23,0.38112819200000003,3.0,0
2011-07-24,4.29854208,0.0,0
2011-07-25,-1.2831944703999998,0.0,0
2011-07-26,9.846144,1.0,0
2011-07-27,13.0495104,1.0,0
2011-07-28,-6.877063679999999,1.0,0
2011-07-29,-3.923790336,3.0,0
2011-07-30,-2.051133030400001,0.0,0
2011-07-31,-1.3362437120000008,0.0,0
2011-08-01,1.0181215231999996,0.0,0
2011-08-02,1.445535744,1.0,0
2011-08-03,6.0038925312,9.0,0
2011-08-04,-0.13832366079999936,2.0,0
2011-08-05,7.9041217536,0.0,0
2011-08-06,4.397699686400001,0.0,0
2011-08-07,-6.0445823999999995,1.0,0
2011-08-08,-1.4156467200000002,0.0,2
2011-08-09,10.113463295999999,0.0,0
2011-08-10,-5.975352729599999,0.0,0
2011-08-11,-2.2892376064000004,6.0,0
2011-08-12,1.5956837376,0.0,0
2011-08-13,-2.1307630592000004,0.0,0
2011-08-14,-0.03472404479999991,0.0,0
2011-08-15,-1.013910528,0.0,0
2011-08-16,-0.48040243200000005,4.0,0
2011-08-17,-0.3485227008,2.0,0
2011-08-18,2.7359325184,6.0,0
2011-08-19,2.7149363200000005,4.0,0
2011-08-20,1.9715696640000004,2.0,0
2011-08-21,0.6712349696000004,0.0,0
2011-08-22,-0.07595571199999984,2.0,0
2011-08-23,-1.6850541568000001,0.0,0
2011-08-24,-0.7870976000000003,0.0,0
2011-08-25,-0.5195724800000002,0.0,0
2011-08-26,-0.3838581760000001,0.0,0
2011-08-27,-0.3012931584,0.0,0
2011-08-28,-0.21285355519999996,0.0,0
2011-08-29,8.8665991168,0.0,0
2011-08-30,-2.668705894399999,6.0,0
2011-08-31,4.4944036864,0.0,0
2011-09-01,-3.0959999999999996,0.0,0
2011-09-02,-1.1584000000000003,0.0,0
2011-09-03,0.30483199999999977,0.0,0
2011-09-04,1.1137791999999997,0.0,0
2011-09-05,-1.2880102399999998,0.0,0
2011-09-06,1.403448832,3.0,0
2011-09-07,-1.2101624831999998,3.0,0
2011-09-08,0.5431155712,0.0,0
2011-09-09,1.3123438592,0.0,0
2011-09-10,-1.06749696,1.0,0
2011-09-11,0.584199168,0.0,0
2011-09-12,2.3413640192000003,0.0,0
2011-09-13,-1.4954894335999998,0.0,0
