,gohugoio/hugo,gatsbyjs/gatsby,vercel/next.js
2017-01-22,1,-0.0959014892578125,5
2017-01-23,2,-1.0869140625,2
2017-01-24,1,14.47705078125,2
2017-01-25,0,-2.856353759765625,2
2017-01-26,1,-4.6429595947265625,7
2017-01-27,1,0.2344207763671875,3
2017-01-28,0,0.963226318359375,3
2017-01-29,1,-2.41522216796875,3
2017-01-30,0,-0.957427978515625,1
2017-01-31,0,-0.6207733154296875,3
2017-02-01,0,0.551177978515625,2
2017-02-02,0,1.1478424072265625,11
2017-02-03,2,1.7266998291015625,5
2017-02-04,6,6.11297607421875,1
2017-02-05,2,-4.60015869140625,4
2017-02-06,2,14.674301147460938,2
2017-02-07,1,6.3076171875,1
2017-02-08,0,-3.95166015625,6
2017-02-09,2,6.799407958984375,14
2017-02-10,4,-8.061996459960938,2
2017-02-11,1,-3.71343994140625,2
2017-02-12,1,-2.0476226806640625,8
2017-02-13,1,-1.3870849609375,3
2017-02-14,0,1.03125,8
2017-02-15,1,-1.761566162109375,16
2017-02-16,1,-0.7221832275390625,14
2017-02-17,14,1.62322998046875,8
2017-02-18,8,-1.2330474853515625,5
2017-02-19,8,-0.3155975341796875,2
2017-02-20,4,-0.166015625,2
2017-02-21,17,-0.1103515625,4
2017-02-22,4,8.91912841796875,1
2017-02-23,3,-4.562835693359375,2
2017-02-24,3,-1.1572265625,1
2017-02-25,4,-0.58868408203125,3
2017-02-26,2,-0.373382568359375,7
2017-02-27,6,5.75390625,8
2017-02-28,5,-3.1845703125,8
2017-03-01,9,0.10498046875,3
2017-03-02,3,1.007171630859375,4
2017-03-03,1,-0.4575653076171875,1
2017-03-04,3,1.0234375,1
2017-03-05,3,-1.412109375,3
2017-03-06,0,-0.5146484375,6
2017-03-07,1,0.68218994140625,4
2017-03-08,3,-0.728057861328125,2
2017-03-09,2,2.754486083984375,0
2017-03-10,4,0.3432769775390625,2
2017-03-11,4,0.518798828125,0
2017-03-12,1,-0.5019378662109375,3
2017-03-13,4,-1.034515380859375,5
2017-03-14,5,3.57373046875,5
2017-03-15,3,1.730072021484375,10
2017-03-16,0,0.3059844970703125,1
2017-03-17,1,-0.389862060546875,0
2017-03-18,3,0.1071014404296875,2
2017-03-19,5,-1.767242431640625,1
2017-03-20,2,3.281494140625,0
2017-03-21,2,14.557449340820312,1
2017-03-22,2,-9.3111572265625,1
2017-03-23,0,0.38494873046875,1
2017-03-24,3,0.125091552734375,3
2017-03-25,4,-1.7395782470703125,2
2017-03-26,1,-1.657379150390625,4
2017-03-27,51,6.135406494140625,4
2017-03-28,0,-0.0880126953125,5
2017-03-29,2,0.676177978515625,5
2017-03-30,0,-2.2601776123046875,5
2017-03-31,5,-1.631561279296875,2
2017-04-01,2,-0.8107757568359375,3
2017-04-02,12,-0.5175018310546875,1
2017-04-03,1,4.6458282470703125,5
2017-04-04,11,-1.765472412109375,3
2017-04-05,2,-1.3386993408203125,6
2017-04-06,7,0.45037841796875,12
2017-04-07,8,0.185455322265625,7
2017-04-08,6,-0.8116912841796875,0
2017-04-09,1,-0.3173828125,0
2017-04-10,5,6.79736328125,2
2017-04-11,0,3.352020263671875,7
2017-04-12,6,-1.4904937744140625,2
2017-04-13,4,-1.8600311279296875,3
2017-04-14,2,3.384857177734375,1
2017-04-15,0,-2.3013458251953125,0
2017-04-16,3,-1.6505584716796875,0
2017-04-17,0,6.18505859375,3
2017-04-18,2,-2.051116943359375,7
2017-04-19,3,6.7123565673828125,2
2017-04-20,0,-3.4491424560546875,0
2017-04-21,0,0.3296661376953125,0
2017-04-22,6,1.3254852294921875,12
2017-04-23,1,-2.1174468994140625,2
2017-04-24,9,8.323562622070312,1
2017-04-25,4,-3.855316162109375,1
2017-04-26,5,0.1606292724609375,2
2017-04-27,6,13.2431640625,9
2017-04-28,1,-3.1727142333984375,1
2017-04-29,1,6.31488037109375,0
2017-04-30,4,-2.2281646728515625,5
2017-05-01,20,2.159088134765625,1
2017-05-02,7,9.592544555664062,2
2017-05-03,3,-0.519561767578125,5
2017-05-04,1,-0.50445556640625,6
2017-05-05,0,-3.3115386962890625,0
2017-05-06,3,3.96173095703125,5
2017-05-07,1,-6.811431884765625,4
2017-05-08,1,1.37255859375,4
2017-05-09,4,0.429412841796875,11
2017-05-10,2,-1.5828857421875,5
2017-05-11,1,7.48748779296875,8
2017-05-12,0,-1.119110107421875,1
2017-05-13,7,-4.42529296875,2
2017-05-14,1,-1.680999755859375,3
2017-05-15,1,4.9975128173828125,19
2017-05-16,0,13.3734130859375,11
2017-05-17,3,1.27996826171875,3
2017-05-18,10,-6.33349609375,4
2017-05-19,4,3.094818115234375,2
2017-05-20,4,-0.440185546875,2
2017-05-21,0,-4.5721282958984375,3
2017-05-22,10,6.11328125,3
2017-05-23,7,4.78131103515625,1
2017-05-24,1,-6.89300537109375,0
2017-05-25,2,0.6080169677734375,5
2017-05-26,8,5.2009735107421875,0
2017-05-27,1,-3.17840576171875,8
2017-05-28,1,-1.7668304443359375,0
2017-05-29,0,0.2442779541015625,1
2017-05-30,6,6.089599609375,2
2017-05-31,5,1.11090087890625,6
2017-06-01,2,-0.540252685546875,5
2017-06-02,4,14.435333251953125,5
2017-06-03,6,1.5676116943359375,1
2017-06-04,0,-9.12371826171875,0
2017-06-05,1,2.823486328125,8
2017-06-06,3,1.1484527587890625,10
2017-06-07,2,2.983795166015625,5
2017-06-08,7,-2.05255126953125,5
2017-06-09,1,-4.263336181640625,6
2017-06-10,0,2.12890625,0
2017-06-11,1,-2.203094482421875,1
2017-06-12,10,-0.72564697265625,3
2017-06-13,28,11.67633056640625,3
2017-06-14,5,-2.198699951171875,1
2017-06-15,0,10.429412841796875,2
2017-06-16,9,6.7744140625,8
2017-06-17,1,-8.85125732421875,0
2017-06-18,1,-2.5772705078125,0
2017-06-19,4,1.687896728515625,2
2017-06-20,4,5.7538299560546875,3
2017-06-21,9,7.1650848388671875,3
2017-06-22,2,-0.4724273681640625,3
2017-06-23,2,3.3252410888671875,8
2017-06-24,2,-4.4737091064453125,0
2017-06-25,1,-5.09332275390625,1
2017-06-26,6,1.744476318359375,5
2017-06-27,6,6.5386962890625,2
2017-06-28,7,2.4473419189453125,12
2017-06-29,0,2.227630615234375,7
2017-06-30,0,5.06390380859375,4
2017-07-01,2,7.5058441162109375,9
2017-07-02,1,4.0580902099609375,7
2017-07-03,4,-7.16082763671875,5
2017-07-04,3,7.0120849609375,0
2017-07-05,4,-7.394775390625,2
2017-07-06,7,22.4835205078125,5
2017-07-07,8,-8.866409301757812,3
2017-07-08,5,5.5620880126953125,10
2017-07-09,0,1.33978271484375,16
2017-07-10,8,-2.998870849609375,1
2017-07-11,0,-0.3532257080078125,1
2017-07-12,0,2.336944580078125,2
2017-07-13,0,4.5893096923828125,3
2017-07-14,2,-6.93927001953125,2
2017-07-15,1,-4.3852386474609375,4
2017-07-16,0,0.8604583740234375,3
2017-07-17,2,-2.906036376953125,5
2017-07-18,6,3.698822021484375,4
2017-07-19,1,21.698684692382812,0
2017-07-20,0,-5.6707611083984375,6
2017-07-21,8,-7.8070526123046875,1
2017-07-22,1,-2.9764404296875,1
2017-07-23,1,-1.683441162109375,2
2017-07-24,0,-0.137908935546875,9
2017-07-25,0,12.655258178710938,2
2017-07-26,2,4.242645263671875,4
2017-07-27,2,8.676742553710938,2
2017-07-28,5,-7.2915496826171875,6
2017-07-29,1,-5.5364990234375,1
2017-07-30,0,-2.4345703125,2
2017-07-31,7,-1.54541015625,1
2017-08-01,2,16.894134521484375,1
2017-08-02,1,9.154434204101562,0
2017-08-03,2,-7.415802001953125,1
2017-08-04,0,-2.417938232421875,0
2017-08-05,0,5.2465362548828125,0
2017-08-06,3,-7.09051513671875,1
2017-08-07,8,1.416015625,3
2017-08-08,1,6.40234375,1
2017-08-09,3,0.35565185546875,8
2017-08-10,8,8.11883544921875,3
2017-08-11,5,2.8014678955078125,0
2017-08-12,0,-8.955551147460938,1
2017-08-13,0,-3.178466796875,3
2017-08-14,2,18.133087158203125,1
2017-08-15,0,-1.2086181640625,1
2017-08-16,2,-3.402587890625,6
2017-08-17,3,-0.67242431640625,1
2017-08-18,3,2.0157318115234375,2
2017-08-19,1,1.315155029296875,2
2017-08-20,0,-2.69732666015625,0
2017-08-21,0,-2.671875,1
2017-08-22,2,4.7518310546875,0
2017-08-23,0,11.1904296875,1
2017-08-24,0,5.355224609375,3
2017-08-25,1,-0.4349517822265625,0
2017-08-26,0,-8.496292114257812,0
2017-08-27,0,-3.2407684326171875,2
2017-08-28,1,23.076248168945312,2
2017-08-29,0,2.2124786376953125,0
2017-08-30,0,-2.0664215087890625,6
2017-08-31,0,10.704879760742188,3
2017-09-01,0,-3.758636474609375,3
2017-09-02,0,-0.7281646728515625,0
2017-09-03,1,-3.449920654296875,0
2017-09-04,0,1.96435546875,1
2017-09-05,4,-1.915191650390625,2
2017-09-06,0,-5.4910125732421875,0
2017-09-07,1,0.60076904296875,0
2017-09-08,2,-0.978363037109375,7
2017-09-09,1,11.6142578125,1
2017-09-10,3,-1.0457763671875,1
2017-09-11,6,-0.8872833251953125,0
2017-09-12,0,1.3499908447265625,2
2017-09-13,6,-1.878326416015625,0
2017-09-14,0,6.6373443603515625,1
2017-09-15,0,3.504669189453125,0
2017-09-16,0,2.7633514404296875,0
2017-09-17,0,-7.576690673828125,1
2017-09-18,0,15.204345703125,0
2017-09-19,0,-4.5890960693359375,1
2017-09-20,0,14.699417114257812,0
2017-09-21,2,-7.119384765625,0
2017-09-22,3,2.7670135498046875,0
2017-09-23,8,-5.190216064453125,1
2017-09-24,2,-4.718536376953125,0
2017-09-25,13,11.669219970703125,0
2017-09-26,11,11.49481201171875,1
2017-09-27,2,-12.876983642578125,9
2017-09-28,4,10.90081787109375,4
2017-09-29,6,0.1728057861328125,0
2017-09-30,0,-4.283782958984375,2
2017-10-01,0,-1.16986083984375,0
2017-10-02,0,5.6205902099609375,1
2017-10-03,3,-3.05633544921875,2
2017-10-04,4,-1.651885986328125,2
2017-10-05,5,7.44439697265625,4
2017-10-06,0,-5.064544677734375,2
2017-10-07,4,17.566757202148438,3
2017-10-08,0,-7.095062255859375,3
2017-10-09,0,1.89910888671875,8
2017-10-10,1,2.383056640625,2
2017-10-11,0,-5.122894287109375,4
2017-10-12,0,21.304290771484375,0
2017-10-13,1,0.5986480712890625,2
2017-10-14,2,-6.9074249267578125,4
2017-10-15,5,1.1968994140625,5
2017-10-16,6,5.7982025146484375,6
2017-10-17,1,5.5726470947265625,3
2017-10-18,3,7.019500732421875,0
2017-10-19,17,-2.9715423583984375,6
2017-10-20,0,8.392578125,3
2017-10-21,9,-12.030166625976562,3
2017-10-22,0,-3.1128997802734375,3
2017-10-23,3,1.1908111572265625,7
2017-10-24,0,11.342620849609375,0
2017-10-25,0,9.885421752929688,0
2017-10-26,0,4.6524505615234375,1
2017-10-27,0,-2.387847900390625,1
2017-10-28,1,-8.163604736328125,17
2017-10-29,1,-5.06298828125,0
2017-10-30,1,7.3667144775390625,4
2017-10-31,0,13.1978759765625,3
2017-11-01,0,14.415664672851562,1
2017-11-02,0,0.3682861328125,1
2017-11-03,0,-3.687744140625,0
2017-11-04,2,-0.86480712890625,6
