,saltstack/salt,cfengine/core,ansible/ansible
2020-12-11,7,1,-0.03973716890312473
2020-12-12,1,0,-0.766128428743749
2020-12-13,1,1,-0.46979226065937385
2020-12-14,3,1,2.6601744337140634
2020-12-15,2,1,6.428490023453126
2020-12-16,21,6,0.9351173597359375
2020-12-17,0,1,5.222752191546875
2020-12-18,1,1,7.967889062503125
2020-12-19,0,0,-1.4463537680875003
2020-12-20,0,1,-0.7780271400359373
2020-12-21,52,7,1.4618763237500008
2020-12-22,0,3,0.38465216220312626
2020-12-23,0,0,-0.5283849662171867
2020-12-24,0,0,-0.3649488837828119
2020-12-25,0,0,-0.2438758494156244
2020-12-26,4,0,-0.18940393235624944
2020-12-27,0,0,-0.11803044782343716
2020-12-28,6,0,-0.035349404999999896
2020-12-29,0,1,-0.030230322281249916
2020-12-30,2,0,-0.026366018087499932
2020-12-31,1,0,-0.008398852535937478
2021-01-01,0,0,0.0
2021-01-02,3,0,0.0
2021-01-03,1,0,0.0
2021-01-04,6,3,4.0
2021-01-05,63,3,4.6
2021-01-06,5,2,6.319999999999999
2021-01-07,11,2,6.960999999999999
2021-01-08,35,5,4.659849999999999
2021-01-09,3,2,-1.3272795000000004
2021-01-10,1,0,-0.7758692999999994
2021-01-11,8,7,5.440697902500001
2021-01-12,14,3,-0.03878482081249923
2021-01-13,32,2,5.268910551028126
2021-01-14,0,4,8.907305901210938
2021-01-15,14,1,-0.6243756493765626
2021-01-16,0,0,-0.9629636983812498
2021-01-17,2,0,-0.5994569402156243
2021-01-18,0,1,4.588450310000002
2021-01-19,46,1,1.1706943506562506
2021-01-20,2,3,3.3007395192687503
2021-01-21,1,6,3.1775922943703128
2021-01-22,37,0,4.102517558378125
2021-01-23,4,0,-0.00946558837499989
2021-01-24,0,0,-0.6280924150359373
2021-01-25,4,8,3.5835904937500005
2021-01-26,0,1,3.2810434924218757
2021-01-27,9,3,6.160600026289063
2021-01-28,0,4,7.824627445365625
2021-01-29,5,10,-1.5521491559562504
2021-01-30,3,0,-0.8441476714718747
2021-01-31,0,0,-0.5698151256953117
2021-02-01,189,8,4.595798562464064
2021-02-02,27,6,7.1801671254375
2021-02-03,74,2,0.7070173515437499
2021-02-04,20,2,6.097083132496875
2021-02-05,14,2,5.733780715107812
2021-02-06,0,0,-1.3934734228234373
2021-02-07,0,0,-0.7505690624999997
2021-02-08,7,1,0.46286441875000095
2021-02-09,32,3,7.479630089921876
2021-02-10,46,2,2.8093205031953126
2021-02-11,119,2,5.95538259243125
2021-02-12,10,3,11.70990573006875
2021-02-13,3,0,0.9638130911390621
2021-02-14,0,0,-1.3680379802515623
2021-02-15,2,2,0.16900570375000068
2021-02-16,35,1,0.28210431698437666
2021-02-17,9,0,1.3620405208390638
2021-02-18,15,0,7.3239236414
2021-02-19,43,1,-1.2234401900031249
2021-02-20,6,0,-0.6702403757046871
2021-02-21,2,0,-0.43649378451406207
2021-02-22,36,0,0.7530142336421883
2021-02-23,16,0,6.724079965734376
2021-02-24,56,13,1.1095493419484372
2021-02-25,26,0,3.3402149514328126
2021-02-26,41,2,0.19649329080312472
2021-02-27,8,0,-0.5649450702874995
2021-02-28,0,0,0.6736957375000003
2021-03-01,171,7,7.65338871625
2021-03-02,16,4,6.956322288234375
2021-03-03,21,0,7.645170763854686
2021-03-04,14,6,0.3558721087171868
2021-03-05,68,1,0.9194185966156252
2021-03-06,4,0,-0.8970597356593742
2021-03-07,0,0,-0.5866851487859361
2021-03-08,0,3,0.5530102669843762
2021-03-09,0,2,0.5342884608390635
2021-03-10,1,10,1.5528618843375006
2021-03-11,0,14,10.524682945071875
2021-03-12,0,2,0.6439238086453118
2021-03-13,0,0,1.1752864188968746
2021-03-14,0,0,-0.6909014675718752
2021-03-15,0,4,3.569223291250001
2021-03-16,8,0,1.2774047157343755
2021-03-17,16,0,4.361504804448438
2021-03-18,2,1,9.087876337682813
2021-03-19,18,5,0.46478943425624974
2021-03-20,0,0,1.9679966035734375
2021-03-21,0,0,-0.8991283811031248
2021-03-22,7,4,0.4332947349281262
2021-03-23,0,9,6.485736792937501
2021-03-24,2,1,4.920958357575
2021-03-25,9,5,8.80624949235
2021-03-26,1,2,2.3104866771640618
2021-03-27,0,2,-0.318160490140625
2021-03-28,0,0,0.13954309338125048
2021-03-29,2,8,2.3092501586421887
2021-03-30,19,4,7.216486238234376
2021-03-31,10,5,-0.3221888461453122
2021-04-01,14,0,1.137933891654688
2021-04-02,23,1,-0.7547172928718746
2021-04-03,0,0,-0.47866773617187397
2021-04-04,0,0,-0.30033995690937426
2021-04-05,13,1,3.786013895698438
2021-04-06,10,2,9.428751125917188
2021-04-07,8,9,0.6808392170171869
2021-04-08,3,2,5.1370534741968745
2021-04-09,1,0,-0.08518547856718794
2021-04-10,0,0,3.285110294928126
2021-04-11,1,0,0.12885945000000032
2021-04-12,0,0,5.3592965900000005
2021-04-13,9,8,15.9481027604375
2021-04-14,1,2,-1.3277047578000007
2021-04-15,6,9,9.696021158609375
2021-04-16,3,3,7.092458920584375
2021-04-17,0,2,0.011038774268750773
2021-04-18,0,1,-1.3498851258484368
2021-04-19,0,8,3.0766156368406268
2021-04-20,0,5,17.912189670620315
2021-04-21,26,0,5.36469397976875
2021-04-22,4,0,2.8059289226234374
2021-04-23,0,0,6.276032413042188
2021-04-24,0,0,-1.9107440875359363
2021-04-25,0,0,-1.1213925988546858
2021-04-26,3,1,5.2285027724281266
2021-04-27,2,9,15.799766669187502
2021-04-28,6,2,12.531113010059375
2021-04-29,11,3,7.167110716442187
2021-04-30,12,1,4.512743044634375
2021-05-01,0,0,-0.14400376680468696
2021-05-02,0,0,-1.5300851452874982
2021-05-03,3,4,-1.0281926399999977
2021-05-04,3,3,10.193762098156252
