,saltstack/salt,cfengine/core,ansible/ansible
2016-10-26,29,5,11
2016-10-27,45,0,14
2016-10-28,28,5,11
2016-10-29,10,1,5
2016-10-30,22,0,7
2016-10-31,49,3,14
2016-11-01,38,0,18
2016-11-02,68,0,9
2016-11-03,48,0,17
2016-11-04,76,0,13
2016-11-05,13,0,0
2016-11-06,30,0,4
2016-11-07,47,0,22
2016-11-08,36,0,19
2016-11-09,25,0,3
2016-11-10,41,0,13
2016-11-11,62,4,16
2016-11-12,10,0,0
2016-11-13,7,0,1
2016-11-14,15,4,9
2016-11-15,34,3,7
2016-11-16,36,2,6
2016-11-17,18,1,15
2016-11-18,22,0,29
2016-11-19,4,1,8
2016-11-20,3,0,2
2016-11-21,49,33,13
2016-11-22,27,1,11
2016-11-23,35,4,10
2016-11-24,18,0,5
2016-11-25,4,0,1
2016-11-26,5,0,1
2016-11-27,9,0,2
2016-11-28,62,5,16
2016-11-29,46,5,15
2016-11-30,44,10,8
2016-12-01,29,2,12
2016-12-02,35,6,11
2016-12-03,4,0,0
2016-12-04,6,6,4
2016-12-05,30,0,12
2016-12-06,26,0,6
2016-12-07,40,0,1
2016-12-08,33,0,5956
2016-12-09,45,1,32
2016-12-10,7,0,22
2016-12-11,1,0,7
2016-12-12,22,0,13
2016-12-13,20,0,26
2016-12-14,16,0,19
2016-12-15,59,9,32
2016-12-16,50,6,9
2016-12-17,2,0,3
2016-12-18,17,0,0
2016-12-19,46,3,25
2016-12-20,40,0,15
2016-12-21,22,0,12
2016-12-22,47,0,20
2016-12-23,8,0,8
2016-12-24,2,0,1
2016-12-25,1,0,0
2016-12-26,2,0,3
2016-12-27,22,0,2
2016-12-28,24,0,0
2016-12-29,20,1,5
2016-12-30,17,1,16
2016-12-31,2,0,1
2017-01-01,12,0,0
2017-01-02,3,0,4
2017-01-03,13,3,29
2017-01-04,44,1,29
2017-01-05,57,1,50
2017-01-06,79,1,33
2017-01-07,1,0,4
2017-01-08,0,0,10
2017-01-09,16,0,33
2017-01-10,31,1,31
2017-01-11,9,4,30
2017-01-12,12,0,13
2017-01-13,16,0,32
2017-01-14,5,0,5
2017-01-15,32,0,0
2017-01-16,15,0,29
2017-01-17,57,0,24
2017-01-18,49,0,33
2017-01-19,17,0,33
2017-01-20,22,2,21
2017-01-21,1,0,1
2017-01-22,2,0,1
2017-01-23,31,4,8
2017-01-24,33,3,21
2017-01-25,81,0,33
2017-01-26,39,2,25
2017-01-27,40,1,34
2017-01-28,4,0,8
2017-01-29,0,0,3
2017-01-30,45,0,27
2017-01-31,78,0,32
2017-02-01,45,0,25
2017-02-02,35,2,27
2017-02-03,48,1,14
2017-02-04,8,0,8
2017-02-05,2,0,0
2017-02-06,44,0,22
2017-02-07,53,1,29
2017-02-08,38,1,31
2017-02-09,75,0,30
2017-02-10,20,0,32
2017-02-11,7,0,8
2017-02-12,8,0,7
2017-02-13,72,0,26
2017-02-14,52,3,51
2017-02-15,39,6,33
2017-02-16,55,4,28
2017-02-17,61,0,44
2017-02-18,5,0,23
2017-02-19,19,0,6
2017-02-20,4,0,25
2017-02-21,32,2,31
2017-02-22,66,0,27
2017-02-23,96,5,28
2017-02-24,98,8,47
2017-02-25,12,0,13
2017-02-26,22,0,10
2017-02-27,29,2,38
2017-02-28,64,15,21
2017-03-01,66,0,46
2017-03-02,65,1,54
2017-03-03,42,2,23
2017-03-04,12,0,3
2017-03-05,10,0,9
2017-03-06,43,0,19
2017-03-07,35,1,20
2017-03-08,46,2,26
2017-03-09,64,5,9
2017-03-10,47,0,10
2017-03-11,13,0,4
2017-03-12,4,0,8
2017-03-13,28,0,18
2017-03-14,81,0,11
2017-03-15,62,0,34
2017-03-16,43,0,24
2017-03-17,59,0,9
2017-03-18,4,0,5
2017-03-19,1,0,1
2017-03-20,92,0,13
2017-03-21,76,0,17
2017-03-22,85,0,12
2017-03-23,69,0,26
2017-03-24,56,0,29
2017-03-25,5,0,7
2017-03-26,4,0,1
2017-03-27,62,0,15
2017-03-28,106,0,22
2017-03-29,29,2,22
2017-03-30,58,0,19
2017-03-31,62,0,15
2017-04-01,77,0,0
2017-04-02,8,0,0
2017-04-03,45,1,19
2017-04-04,105,0,32
2017-04-05,45,1,16
2017-04-06,65,3,21
2017-04-07,35,0,23
2017-04-08,1,0,2
2017-04-09,8,0,7
2017-04-10,24,0,4
2017-04-11,51,3,8
2017-04-12,34,3,12
2017-04-13,45,0,17
2017-04-14,24,3,3
2017-04-15,0,0,1
2017-04-16,0,0,2
2017-04-17,53,0,8
2017-04-18,42,9,15
2017-04-19,28,0,10
2017-04-20,38,0,21
2017-04-21,30,2,15
2017-04-22,17,0,1
2017-04-23,11,0,2
2017-04-24,106,0,7
2017-04-25,36,0,16
2017-04-26,46,1,19
2017-04-27,35,0,23
2017-04-28,77,8,21
2017-04-29,7,0,1
2017-04-30,8,0,0
2017-05-01,36,0,15
2017-05-02,56,4,11
2017-05-03,49,4,26
2017-05-04,68,0,22
