,highcharts/highcharts,plotly/plotly.js,apache/echarts
2017-12-09,0,1,2.1834950656
2017-12-10,0,0,-1.7780538368000003
2017-12-11,8,19,2.0107199487999994
2017-12-12,12,1,-0.27679231999999976
2017-12-13,1,0,-0.966934528
2017-12-14,15,0,5.3997365248
2017-12-15,13,17,2.3687903232000007
2017-12-16,0,1,-1.5547921408
2017-12-17,0,0,-0.8147200000000001
2017-12-18,10,13,1.4853136383999999
2017-12-19,16,8,18.252294144
2017-12-20,11,6,5.763487436800001
2017-12-21,7,1,8.188255129599998
2017-12-22,12,6,-3.333233152
2017-12-23,0,1,-2.4618389504000007
2017-12-24,0,0,-0.5679190016000009
2017-12-25,0,0,2.67143936
2017-12-26,0,0,15.225296896
2017-12-27,0,1,12.493745971200001
2017-12-28,0,4,10.4100557824
2017-12-29,0,9,6.149791232
2017-12-30,0,7,3.646207283199999
2017-12-31,0,0,9.3555767296
2018-01-01,0,0,-4.497096192000001
2018-01-02,12,0,3.7311599615999986
2018-01-03,1,6,-2.6699155455999994
2018-01-04,2,10,13.5192328192
2018-01-05,5,1,0.16373381120000108
2018-01-06,0,0,-1.3992418304000003
2018-01-07,1,1,-2.3168764928
2018-01-08,7,4,6.5632835584
2018-01-09,8,4,9.3995495424
2018-01-10,11,10,2.3081491456000003
2018-01-11,2,21,15.930283315199999
2018-01-12,9,4,20.5070360576
2018-01-13,0,0,16.0792103936
2018-01-14,0,0,2.4454154239999983
2018-01-15,13,11,15.434885939199997
2018-01-16,4,6,-6.231579136000001
2018-01-17,2,35,4.079549132799999
2018-01-18,0,27,-3.0871789568000008
2018-01-19,1,9,-2.5146645504000005
2018-01-20,0,1,-2.6629482495999985
2018-01-21,0,1,-1.8346077183999983
2018-01-22,5,11,-0.2157986815999986
2018-01-23,14,12,4.0439228416000015
2018-01-24,10,10,0.3981647872000009
2018-01-25,16,9,-1.0567103487999998
2018-01-26,23,6,-0.5915262976
2018-01-27,0,1,-0.3288624128
2018-01-28,6,0,0.7722218496
2018-01-29,12,11,3.62985728
2018-01-30,12,23,4.980121088000001
2018-01-31,17,9,2.3137386496000003
2018-02-01,18,17,-0.5967221760000001
2018-02-02,5,20,-0.9928747008000004
2018-02-03,0,0,-0.5961728000000004
2018-02-04,0,11,-0.4342579200000002
2018-02-05,8,12,-0.34041139200000015
2018-02-06,0,14,-0.2788317183999998
2018-02-07,0,5,0.7756606464000004
2018-02-08,3,29,1.6507063296000006
2018-02-09,26,10,1.4557348864000001
2018-02-10,3,0,0.37953064959999994
2018-02-11,0,0,0.5103999999999999
2018-02-12,10,14,3.5312639999999997
2018-02-13,16,4,0.9332992
2018-02-14,16,5,2.08954368
2018-02-15,8,3,-1.1002347520000002
2018-02-16,13,22,-0.5914630144000003
2018-02-17,9,6,-0.40441364479999997
2018-02-18,4,0,-0.2898403328
2018-02-19,5,14,-0.2120295424
2018-02-20,17,14,-0.16516003839999976
2018-02-21,3,5,1.8705670144000002
2018-02-22,3,2,1.5318981632000004
2018-02-23,2,7,0.40259194880000004
2018-02-24,10,0,1.5439999999999998
2018-02-25,6,4,2.3568
2018-02-26,6,11,10.073728
2018-02-27,19,12,2.3384704000000003
2018-02-28,6,29,3.808552959999999
2018-03-01,5,22,2.637070336
2018-03-02,33,17,-0.2777064448000006
2018-03-03,0,1,-1.6713622528000005
2018-03-04,0,0,-1.0460217344000005
2018-03-05,12,26,3.2263442432
2018-03-06,14,16,3.602240716800001
2018-03-07,12,22,2.2161222656000006
2018-03-08,18,8,0.33383577600000014
2018-03-09,17,10,2.7249918976
2018-03-10,0,0,-1.513266176
2018-03-11,0,0,-0.7847339008000005
2018-03-12,22,5,6.46880512
2018-03-13,24,5,-1.8093716479999995
2018-03-14,15,6,1.1074755583999998
2018-03-15,22,11,-0.9714662399999998
2018-03-16,30,4,2.4584402944
2018-03-17,0,1,-0.9572415487999997
2018-03-18,0,0,-0.5000790016000002
2018-03-19,9,7,0.6864409599999998
2018-03-20,20,5,3.5576284160000005
2018-03-21,9,2,0.9222531072000004
2018-03-22,29,3,-0.8580618240000002
2018-03-23,9,6,2.5386811391999995
2018-03-24,0,0,0.1009008640000002
2018-03-25,0,0,2.3328191487999996
2018-03-26,7,12,0.02628607999999988
2018-03-27,11,16,-0.7117521920000003
2018-03-28,0,29,0.5619183616000001
2018-03-29,0,16,4.4857247744
2018-03-30,0,13,-0.28635566079999997
2018-03-31,0,0,-0.7949122560000003
2018-04-01,0,0,-0.47660472320000014
2018-04-02,0,2,1.6859047936000002
2018-04-03,40,1,4.3664954368
2018-04-04,7,8,0.6829239296
2018-04-05,8,15,0.9845498879999997
2018-04-06,10,18,-0.9685346304
2018-04-07,0,0,-0.5518064640000001
2018-04-08,0,0,2.6557930495999997
2018-04-09,9,11,0.14573056000000006
2018-04-10,1,11,0.3546613759999998
2018-04-11,9,17,3.4044116992
2018-04-12,2,9,-1.1537756159999997
2018-04-13,9,13,6.4680778752
2018-04-14,0,0,-1.7373611007999998
2018-04-15,0,0,-0.7911449600000007
2018-04-16,38,29,5.481337344
2018-04-17,9,29,1.4143623168000004
2018-04-18,14,7,8.6466840576
2018-04-19,8,6,-1.7410217983999998
2018-04-20,46,1,3.4860355583999993
2018-04-21,0,0,0.08527001600000017
2018-04-22,0,8,1.5295337471999997
2018-04-23,0,0,1.5481932799999996
2018-04-24,4,10,1.5290695680000002
2018-04-25,8,4,-0.48655523840000003
2018-04-26,3,20,2.9637721088
2018-04-27,3,10,3.534019584
2018-04-28,0,0,2.2750442496
2018-04-29,0,1,0.29460326400000003
2018-04-30,3,20,-1.3001043968000001
2018-05-01,0,21,-0.7739241472000002
2018-05-02,11,10,6.4627068928
2018-05-03,6,6,0.2090093568000002
2018-05-04,15,0,3.7525590016
2018-05-05,0,0,-1.7263804416
2018-05-06,0,1,3.1150489599999998
2018-05-07,13,1,1.6353951744000002
2018-05-08,16,1,-0.3070123008000003
2018-05-09,0,14,-0.9190246400000005
2018-05-10,1,6,-0.5951114239999999
2018-05-11,0,10,-0.4516384767999998
2018-05-12,0,0,-0.2888004607999997
2018-05-13,0,0,-0.21687603199999989
2018-05-14,2,6,0.8712401920000001
2018-05-15,2,3,-0.30996725759999966
2018-05-16,1,10,-0.13179576319999992
2018-05-17,0,14,-0.060469350399999997
2018-05-18,0,12,-0.03360000000000001
2018-05-19,0,0,-0.025536000000000014
2018-05-20,0,0,-0.02042880000000001
2018-05-21,0,5,6.98307328
2018-05-22,0,19,-1.4143877119999997
2018-05-23,0,24,-0.5724693504000005
2018-05-24,7,9,-0.33600000000000024
2018-05-25,1,6,-0.23520000000000008
2018-05-26,0,0,-0.1787520000000001
2018-05-27,0,0,-0.14300160000000006
2018-05-28,6,7,0.8815129599999999
2018-05-29,16,11,7.699286016
2018-05-30,6,14,-0.7672854527999995
2018-05-31,6,7,-0.8880000000000006
2018-06-01,12,9,-0.4976000000000004
2018-06-02,0,1,-0.34233600000000014
2018-06-03,0,0,-0.2583168000000001
2018-06-04,8,10,-0.2058931200000001
2018-06-05,2,12,-0.17023027200000002
2018-06-06,2,13,-0.14449776639999948
2018-06-07,0,9,0.8858574848000004
2018-06-08,4,6,-0.21246935039999992
2018-06-09,0,0,-0.08000000000000007
2018-06-10,0,0,-0.048000000000000036
2018-06-11,10,23,-0.03360000000000001
2018-06-12,11,3,0.974464
2018-06-13,8,3,8.7795712
2018-06-14,10,2,-0.8969267199999997
2018-06-15,9,9,-0.9823877120000005
2018-06-16,0,0,-0.5580693504000004
2018-06-17,0,0,-0.37593600000000016
2018-06-18,12,9,0.7161471999999999
2018-06-19,11,6,1.5736780799999999
2018-06-20,5,8,0.332843008
2018-06-21,3,15,1.4331145216000003
2018-06-22,8,0,-0.7362118655999996
2018-06-23,0,0,-0.3132053504000002
2018-06-24,2,0,-0.20110080000000014
2018-06-25,3,0,1.84947968
2018-06-26,18,5,-0.519741952
2018-06-27,8,28,-0.2590290944
2018-06-28,12,14,-0.16917985279999997
2018-06-29,3,11,-0.10844477439999986
2018-06-30,0,0,-0.07601070079999996
2018-07-01,0,1,-0.04085760000000002
2018-07-02,5,1,-0.03385344000000002
2018-07-03,5,11,1.9712245760000002
2018-07-04,15,12,-0.42493870079999985
2018-07-05,5,21,-0.16000000000000014
2018-07-06,12,8,-0.09600000000000007
2018-07-07,5,0,-0.06720000000000002
2018-07-08,3,1,-0.05107200000000003
2018-07-09,24,10,-0.04085760000000002
2018-07-10,3,5,-0.03385344000000002
2018-07-11,1,7,0.9712245760000001
2018-07-12,4,5,-0.2249387007999999
2018-07-13,7,7,-0.08000000000000007
2018-07-14,0,0,-0.048000000000000036
2018-07-15,0,0,-0.03360000000000001
2018-07-16,2,5,-0.025536000000000014
2018-07-17,9,2,-0.02042880000000001
2018-07-18,15,15,-0.01692672000000001
2018-07-19,3,4,-0.01438771199999994
2018-07-20,3,8,-0.012469350399999964
2018-07-21,0,0,0.0
2018-07-22,0,0,0.0
2018-07-23,12,3,0.0
2018-07-24,11,3,0.0
2018-07-25,14,2,0.0
2018-07-26,4,4,2.0
2018-07-27,7,4,1.6
2018-07-28,0,0,-0.56
2018-07-29,0,0,1.7439999999999998
2018-07-30,13,4,-0.5632
2018-07-31,43,19,-0.2782720000000002
2018-08-01,17,6,-0.18792960000000014
2018-08-02,17,8,-0.14191104000000004
2018-08-03,5,6,-0.11370086399999993
2018-08-04,0,1,-0.09457172479999983
2018-08-05,0,0,-0.05879214079999995
2018-08-06,3,2,-0.02877542399999988
2018-08-07,24,5,0.9750612992000001
2018-08-08,7,5,-0.19999999999999996
2018-08-09,9,13,1.92
2018-08-10,9,7,2.552
2018-08-11,0,0,-0.7936000000000001
2018-08-12,0,0,-0.3615360000000003
2018-08-13,6,10,0.7683711999999998
2018-08-14,8,10,-0.36879872
2018-08-15,35,16,2.788146688
2018-08-16,39,23,0.24439080960000004
2018-08-17,17,29,-0.5531555840000001
2018-08-18,0,0,-0.3176378367999999
2018-08-19,0,0,-0.20663685119999997
2018-08-20,13,11,-0.12713472000000006
2018-08-21,12,30,-0.10121011199999999
2018-08-22,35,16,-0.08367831040000001
2018-08-23,17,16,-0.06008985599999983
2018-08-24,17,9,-0.05179576319999983
2018-08-25,0,0,0.9875306496
2018-08-26,0,0,1.8
2018-08-27,27,13,2.52
2018-08-28,9,5,-0.808
2018-08-29,24,18,-0.36960000000000026
2018-08-30,15,12,-0.23673600000000014
