,nim-lang/Nim,rust-lang/rust,golang/go
2013-07-24,7,44,14
2013-07-25,9,35,10
2013-07-26,5,14,8
2013-07-27,4,27,4
2013-07-28,2,32,6
2013-07-29,2,29,21
2013-07-30,4,40,13
2013-07-31,8,34,31
2013-08-01,0,47,31
2013-08-02,0,34,15
2013-08-03,1,36,9
2013-08-04,4,56,5
2013-08-05,0,30,23
2013-08-06,4,46,24
2013-08-07,1,47,14
2013-08-08,3,52,26
2013-08-09,0,29,36
2013-08-10,0,36,4
2013-08-11,2,31,3
2013-08-12,0,22,18
2013-08-13,1,25,46
2013-08-14,1,21,40
2013-08-15,0,56,18
2013-08-16,0,56,28
2013-08-17,0,18,8
2013-08-18,15,18,2
2013-08-19,0,47,22
2013-08-20,0,34,12
2013-08-21,0,38,13
2013-08-22,8,71,5
2013-08-23,3,35,16
2013-08-24,1,43,9
2013-08-25,2,21,1
2013-08-26,6,44,4
2013-08-27,1,34,14
2013-08-28,0,47,6
2013-08-29,1,28,23
2013-08-30,8,42,13
2013-08-31,9,18,9
2013-09-01,7,11,0
2013-09-02,2,18,1
2013-09-03,7,33,2
2013-09-04,0,41,9
2013-09-05,3,34,5
2013-09-06,0,102,25
2013-09-07,1,24,0
2013-09-08,0,12,4
2013-09-09,4,25,20
2013-09-10,6,27,23
2013-09-11,1,31,21
2013-09-12,0,28,19
2013-09-13,0,42,10
2013-09-14,0,34,1
2013-09-15,0,38,4
2013-09-16,0,49,24
2013-09-17,1,53,12
2013-09-18,2,36,8
2013-09-19,0,38,9
2013-09-20,0,25,8
2013-09-21,0,17,3
2013-09-22,0,21,4
2013-09-23,0,18,16
2013-09-24,7,47,10
2013-09-25,1,55,7
2013-09-26,5,40,3
2013-09-27,3,41,5
2013-09-28,0,16,3
2013-09-29,0,6,1
2013-09-30,0,23,2
2013-10-01,3,57,2
2013-10-02,2,35,10
2013-10-03,0,22,17
2013-10-04,0,15,6
2013-10-05,4,26,1
2013-10-06,1,17,0
2013-10-07,5,14,8
2013-10-08,0,24,7
2013-10-09,9,43,7
2013-10-10,0,23,3
2013-10-11,1,17,10
2013-10-12,2,6,1
2013-10-13,0,7,0
2013-10-14,0,15,5
2013-10-15,8,8,8
2013-10-16,2,42,6
2013-10-17,0,25,6
2013-10-18,0,29,9
2013-10-19,2,25,0
2013-10-20,1,7,1
2013-10-21,4,26,3
2013-10-22,5,33,6
2013-10-23,4,24,2
2013-10-24,2,36,3
2013-10-25,1,19,2
2013-10-26,1,21,0
2013-10-27,5,7,0
2013-10-28,0,28,2
2013-10-29,2,49,12
2013-10-30,6,19,6
2013-10-31,6,19,2
2013-11-01,0,33,2
2013-11-02,0,14,0
2013-11-03,3,19,0
2013-11-04,0,11,2
2013-11-05,1,19,3
2013-11-06,2,14,1
2013-11-07,0,12,1
2013-11-08,1,26,2
2013-11-09,0,30,0
2013-11-10,0,37,0
2013-11-11,0,26,2
2013-11-12,0,24,2
2013-11-13,2,16,7
2013-11-14,1,22,2
2013-11-15,1,3,1
2013-11-16,1,7,0
2013-11-17,4,16,0
2013-11-18,2,17,2
2013-11-19,11,36,3
2013-11-20,0,7,2
2013-11-21,1,15,0
2013-11-22,1,20,0
2013-11-23,0,18,0
2013-11-24,0,19,0
2013-11-25,2,31,2
2013-11-26,1,46,0
2013-11-27,1,26,1
2013-11-28,0,9,0
2013-11-29,1,19,0
2013-11-30,3,20,0
2013-12-01,6,20,1
2013-12-02,11,14,3
2013-12-03,6,22,8
2013-12-04,4,20,2
2013-12-05,2,17,0
2013-12-06,2,11,7
2013-12-07,5,16,0
2013-12-08,9,9,0
2013-12-09,8,22,19
2013-12-10,10,48,19
2013-12-11,4,25,6
2013-12-12,5,12,10
2013-12-13,3,15,15
2013-12-14,0,21,0
2013-12-15,2,25,3
2013-12-16,3,37,18
2013-12-17,5,30,22
2013-12-18,12,21,42
2013-12-19,3,29,18
2013-12-20,10,16,13
2013-12-21,4,11,4
2013-12-22,1,19,2
2013-12-23,11,14,1
2013-12-24,7,20,2
2013-12-25,8,31,0
2013-12-26,1,239,5
2013-12-27,7,8,6
2013-12-28,12,15,3
2013-12-29,9,21,5
2013-12-30,10,24,6
2013-12-31,3,29,8
2014-01-01,1,24,5
2014-01-02,1,47,5
2014-01-03,0,74,5
2014-01-04,1,31,5
2014-01-05,2,23,1
2014-01-06,5,48,12
2014-01-07,0,31,10
2014-01-08,0,37,8
2014-01-09,0,25,13
2014-01-10,0,31,10
2014-01-11,1,32,3
2014-01-12,9,24,1
2014-01-13,11,16,11
2014-01-14,6,23,22
2014-01-15,13,32,7
2014-01-16,3,34,13
2014-01-17,4,37,12
2014-01-18,3,30,3
2014-01-19,10,23,2
2014-01-20,6,23,1
2014-01-21,0,31,19
2014-01-22,4,18,26
2014-01-23,8,31,5
2014-01-24,4,19,6
2014-01-25,11,24,2
2014-01-26,4,18,0
2014-01-27,2,25,11
2014-01-28,0,26,10
2014-01-29,4,41,5
2014-01-30,2,26,8
2014-01-31,1,17,5
2014-02-01,21,82,1
2014-02-02,24,23,11
2014-02-03,11,36,6
2014-02-04,4,19,4
2014-02-05,5,23,2
2014-02-06,7,22,5
2014-02-07,4,31,11
2014-02-08,6,41,0
2014-02-09,16,29,5
2014-02-10,9,29,10
2014-02-11,8,66,12
2014-02-12,4,23,21
2014-02-13,4,21,28
2014-02-14,11,43,28
2014-02-15,14,49,3
2014-02-16,12,23,5
2014-02-17,15,28,5
2014-02-18,11,25,10
2014-02-19,0,41,21
2014-02-20,3,22,11
2014-02-21,2,32,5
2014-02-22,11,28,0
2014-02-23,6,37,4
2014-02-24,7,17,34
2014-02-25,8,46,20
2014-02-26,1,16,15
2014-02-27,10,36,18
2014-02-28,1,45,13
2014-03-01,0,15,3
2014-03-02,7,22,4
2014-03-03,7,10,10
2014-03-04,8,16,30
2014-03-05,12,26,23
2014-03-06,16,29,20
2014-03-07,6,13,21
2014-03-08,6,14,1
2014-03-09,13,35,1
2014-03-10,7,9,7
2014-03-11,2,15,11
2014-03-12,2,39,15
2014-03-13,5,39,17
2014-03-14,5,25,12
2014-03-15,1,18,2
2014-03-16,16,27,1
2014-03-17,0,29,7
2014-03-18,2,25,11
2014-03-19,4,17,10
2014-03-20,7,41,10
2014-03-21,2,28,4
2014-03-22,16,38,2
2014-03-23,6,31,3
2014-03-24,4,38,8
2014-03-25,3,23,15
2014-03-26,10,31,19
2014-03-27,11,23,12
2014-03-28,3,32,8
2014-03-29,10,19,5
2014-03-30,1,11,0
2014-03-31,6,44,1
2014-04-01,5,26,8
2014-04-02,8,54,13
2014-04-03,5,22,20
2014-04-04,3,46,10
2014-04-05,10,21,0
2014-04-06,23,28,2
2014-04-07,9,10,8
2014-04-08,13,25,14
2014-04-09,5,4,19
2014-04-10,2,39,16
2014-04-11,8,32,16
2014-04-12,9,14,1
2014-04-13,11,15,0
2014-04-14,1,16,20
2014-04-15,6,11,13
2014-04-16,15,50,29
2014-04-17,4,34,20
2014-04-18,4,22,7
2014-04-19,13,28,2
2014-04-20,35,22,2
2014-04-21,37,11,11
2014-04-22,13,53,1
2014-04-23,2,50,2
2014-04-24,1,26,1
2014-04-25,3,25,4
2014-04-26,0,11,4
2014-04-27,3,22,8
2014-04-28,0,24,9
2014-04-29,8,13,6
2014-04-30,2,21,5
2014-05-01,1,17,4
2014-05-02,2,21,6
2014-05-03,7,31,0
2014-05-04,8,21,0
2014-05-05,8,30,6
2014-05-06,4,20,3
2014-05-07,1,68,14
2014-05-08,2,52,4
2014-05-09,2,24,15
2014-05-10,1,21,3
2014-05-11,1,21,4
2014-05-12,1,9,14
2014-05-13,2,41,12
2014-05-14,4,66,9
2014-05-15,0,67,19
2014-05-16,3,53,11
2014-05-17,0,8,2
2014-05-18,3,27,0
2014-05-19,1,18,10
2014-05-20,4,34,22
2014-05-21,7,45,18
2014-05-22,1,27,2
2014-05-23,6,25,1
2014-05-24,13,27,2
2014-05-25,10,35,0
2014-05-26,10,16,1
2014-05-27,2,20,3
2014-05-28,2,36,17
2014-05-29,5,22,2
2014-05-30,3,26,2
2014-05-31,10,25,8
2014-06-01,4,24,7
2014-06-02,9,20,8
2014-06-03,8,18,7
2014-06-04,2,24,1
2014-06-05,4,25,4
2014-06-06,10,31,1
2014-06-07,0,42,0
2014-06-08,4,25,0
2014-06-09,3,23,0
2014-06-10,1,30,4
2014-06-11,0,22,7
2014-06-12,4,24,15
2014-06-13,0,32,11
2014-06-14,3,22,3
2014-06-15,8,1,0
2014-06-16,7,30,3
2014-06-17,2,46,15
2014-06-18,4,33,6
2014-06-19,1,41,8
2014-06-20,0,22,7
2014-06-21,7,17,4
2014-06-22,9,13,3
2014-06-23,0,18,7
2014-06-24,1,36,13
2014-06-25,4,60,4
2014-06-26,10,31,6
2014-06-27,8,17,4
2014-06-28,9,29,6
2014-06-29,0,20,2
2014-06-30,16,35,5
2014-07-01,11,24,14
2014-07-02,1,36,9
2014-07-03,0,41,6
2014-07-04,0,56,1
2014-07-05,0,32,2
2014-07-06,1,22,0
2014-07-07,0,19,4
2014-07-08,6,40,14
2014-07-09,9,44,15
2014-07-10,2,31,16
2014-07-11,2,31,3
2014-07-12,4,15,2
2014-07-13,4,27,0
2014-07-14,8,27,4
2014-07-15,18,32,13
2014-07-16,2,28,11
2014-07-17,2,27,10
2014-07-18,6,36,12
2014-07-19,10,20,6
2014-07-20,1,17,6
2014-07-21,0,58,8
2014-07-22,13,31,7
2014-07-23,8,29,9
2014-07-24,6,48,4
2014-07-25,0,43,5
2014-07-26,12,23,5
2014-07-27,5,23,0
2014-07-28,7,23,4
2014-07-29,6,48,12
2014-07-30,4,21,11
2014-07-31,3,41,12
2014-08-01,8,29,5
2014-08-02,7,27,1
2014-08-03,2,18,1
2014-08-04,0,23,2
2014-08-05,14,23,16
2014-08-06,5,41,47
2014-08-07,7,24,42
2014-08-08,9,28,13
2014-08-09,6,28,0
2014-08-10,11,13,0
2014-08-11,5,15,10
2014-08-12,10,41,37
2014-08-13,9,50,38
2014-08-14,14,25,18
2014-08-15,8,21,12
