,antvis/g2,recharts/recharts,alibaba/bizcharts
2019-12-21,-15.53207340481719,0,0
2019-12-22,-6.965006916379684,0,0
2019-12-23,-4.167610054265623,0,0
2019-12-24,-1.9643146594828123,0,0
2019-12-25,18.432444606890623,0,0
2019-12-26,-3.23269059047969,0,0
2019-12-27,25.985509750865624,0,0
2019-12-28,-11.888822267901563,0,0
2019-12-29,-5.052763062242186,0,0
2019-12-30,0.2936979742671886,0,0
2019-12-31,7.19850586375,0,2
2020-01-01,-4.766711528015625,0,0
2020-01-02,-0.39198757156093755,0,0
2020-01-03,17.73220175203281,0,0
2020-01-04,-7.260881035898439,0,0
2020-01-05,-3.007130897717187,0,0
2020-01-06,3.4399945537500005,0,0
2020-01-07,10.400106612203125,0,1
2020-01-08,2.734515867645312,0,1
2020-01-09,2.2981340701718755,0,0
