,JuliaLang/julia,rust-lang/rust,python/cpython
2015-12-03,18,23,5
2015-12-04,18,29,7
2015-12-05,19,24,25
2015-12-06,14,23,18
2015-12-07,31,16,11
2015-12-08,28,27,6
2015-12-09,14,33,7
2015-12-10,13,30,2
2015-12-11,17,26,13
2015-12-12,10,22,7
2015-12-13,12,32,17
2015-12-14,7,26,10
2015-12-15,6,23,8
2015-12-16,50,45,2
2015-12-17,18,39,27
2015-12-18,7,55,17
2015-12-19,7,30,5
2015-12-20,5,13,9
2015-12-21,5,26,10
2015-12-22,12,21,6
2015-12-23,3,41,0
2015-12-24,13,6,6
2015-12-25,1,22,4
2015-12-26,0,8,5
2015-12-27,2,11,10
2015-12-28,2,18,8
2015-12-29,7,21,16
2015-12-30,7,40,6
2015-12-31,11,22,0
2016-01-01,11,17,18
2016-01-02,16,29,9
2016-01-03,14,18,3
2016-01-04,14,40,3
2016-01-05,17,27,1
2016-01-06,8,58,15
2016-01-07,24,42,13
2016-01-08,12,16,8
2016-01-09,7,16,8
2016-01-10,7,11,5
2016-01-11,15,29,32
2016-01-12,9,48,9
2016-01-13,16,41,2
2016-01-14,45,81,11
2016-01-15,11,37,14
2016-01-16,11,38,27
2016-01-17,6,29,5
2016-01-18,18,33,14
2016-01-19,15,31,15
2016-01-20,12,34,16
2016-01-21,12,42,16
2016-01-22,22,38,23
2016-01-23,8,35,4
2016-01-24,13,16,3
2016-01-25,12,25,3
2016-01-26,18,55,6
2016-01-27,18,30,6
2016-01-28,60,30,22
2016-01-29,17,52,4
2016-01-30,9,31,15
2016-01-31,21,32,5
2016-02-01,34,44,6
2016-02-02,17,55,8
2016-02-03,11,52,4
2016-02-04,7,45,8
2016-02-05,4,33,2
2016-02-06,11,27,5
2016-02-07,8,26,5
2016-02-08,29,39,19
2016-02-09,17,48,3
2016-02-10,13,29,14
2016-02-11,11,82,9
2016-02-12,46,56,0
2016-02-13,8,62,5
2016-02-14,14,43,3
2016-02-15,16,45,5
2016-02-16,25,22,2
2016-02-17,19,38,0
2016-02-18,41,38,9
2016-02-19,18,33,8
2016-02-20,17,26,4
2016-02-21,13,23,11
2016-02-22,13,21,10
2016-02-23,24,22,3
2016-02-24,14,45,14
2016-02-25,9,25,9
2016-02-26,21,42,13
2016-02-27,7,44,4
2016-02-28,16,29,7
2016-02-29,12,23,1
2016-03-01,27,28,13
2016-03-02,28,47,22
2016-03-03,10,28,0
2016-03-04,11,51,6
2016-03-05,11,28,1
2016-03-06,16,27,15
2016-03-07,13,55,8
2016-03-08,12,49,22
2016-03-09,16,53,4
2016-03-10,12,45,1
2016-03-11,22,37,10
2016-03-12,10,46,9
2016-03-13,16,52,8
2016-03-14,17,70,21
2016-03-15,17,49,15
2016-03-16,9,25,9
2016-03-17,6,118,13
2016-03-18,15,55,17
2016-03-19,2,42,13
2016-03-20,2,23,10
2016-03-21,8,67,10
2016-03-22,12,33,28
2016-03-23,16,57,36
2016-03-24,17,45,19
2016-03-25,11,71,26
2016-03-26,11,70,4
2016-03-27,7,41,14
2016-03-28,20,44,3
2016-03-29,20,59,11
2016-03-30,14,55,13
2016-03-31,14,50,11
2016-04-01,14,35,10
2016-04-02,14,34,4
2016-04-03,4,22,8
2016-04-04,9,33,1
2016-04-05,14,41,8
2016-04-06,18,70,9
2016-04-07,10,49,0
2016-04-08,23,29,10
2016-04-09,8,16,14
2016-04-10,10,17,12
2016-04-11,7,52,19
2016-04-12,14,24,12
2016-04-13,8,35,10
2016-04-14,8,75,12
2016-04-15,44,51,24
2016-04-16,22,24,21
2016-04-17,18,36,9
2016-04-18,16,22,12
2016-04-19,22,37,23
2016-04-20,22,23,8
2016-04-21,26,30,1
2016-04-22,24,27,2
2016-04-23,9,18,15
2016-04-24,4,26,24
2016-04-25,11,27,13
2016-04-26,15,27,13
2016-04-27,22,23,3
2016-04-28,15,44,6
2016-04-29,19,21,11
2016-04-30,7,19,2
2016-05-01,21,20,14
2016-05-02,25,87,8
2016-05-03,14,60,2
2016-05-04,17,11,12
2016-05-05,35,24,4
2016-05-06,38,43,4
2016-05-07,23,45,15
2016-05-08,13,21,15
2016-05-09,16,74,2
2016-05-10,23,49,6
2016-05-11,14,85,9
2016-05-12,14,38,6
2016-05-13,21,35,19
2016-05-14,11,35,3
2016-05-15,9,40,16
2016-05-16,31,42,38
2016-05-17,16,26,22
2016-05-18,25,54,16
2016-05-19,21,31,7
2016-05-20,37,31,18
2016-05-21,25,26,6
2016-05-22,12,12,12
2016-05-23,9,46,2
2016-05-24,23,51,6
2016-05-25,27,34,4
2016-05-26,11,29,11
2016-05-27,35,52,12
2016-05-28,3,35,20
2016-05-29,14,17,10
2016-05-30,12,50,8
2016-05-31,19,55,0
2016-06-01,26,59,12
2016-06-02,17,37,32
2016-06-03,41,33,36
2016-06-04,33,19,54
2016-06-05,11,56,21
2016-06-06,14,28,11
2016-06-07,21,42,10
2016-06-08,31,42,31
2016-06-09,19,66,15
2016-06-10,26,48,17
2016-06-11,13,23,34
2016-06-12,57,25,57
2016-06-13,24,31,21
2016-06-14,22,27,52
2016-06-15,29,24,15
2016-06-16,19,66,4
2016-06-17,20,24,8
2016-06-18,11,16,20
2016-06-19,15,16,4
2016-06-20,11,33,11
2016-06-21,15,43,2
2016-06-22,11,30,14
2016-06-23,15,43,4
2016-06-24,9,29,19
2016-06-25,13,29,17
2016-06-26,14,14,6
2016-06-27,22,27,20
2016-06-28,17,44,6
2016-06-29,30,44,1
2016-06-30,26,21,8
2016-07-01,27,42,7
2016-07-02,31,33,0
2016-07-03,22,28,8
2016-07-04,10,22,0
2016-07-05,26,34,2
2016-07-06,23,46,14
2016-07-07,36,29,9
2016-07-08,30,60,7
2016-07-09,13,16,1
2016-07-10,4,27,22
2016-07-11,52,23,11
2016-07-12,58,35,5
2016-07-13,24,36,0
2016-07-14,31,41,13
2016-07-15,21,35,15
2016-07-16,25,26,11
2016-07-17,9,25,12
2016-07-18,25,20,12
2016-07-19,28,31,9
2016-07-20,20,14,0
2016-07-21,47,25,0
2016-07-22,28,35,8
2016-07-23,17,7,12
2016-07-24,12,17,2
2016-07-25,31,18,15
2016-07-26,43,27,7
2016-07-27,21,34,4
2016-07-28,22,36,12
2016-07-29,19,53,10
2016-07-30,10,29,9
2016-07-31,7,24,8
2016-08-01,36,38,0
2016-08-02,24,41,4
2016-08-03,35,26,11
2016-08-04,27,38,12
2016-08-05,30,73,9
2016-08-06,20,42,9
2016-08-07,11,82,3
2016-08-08,16,72,12
2016-08-09,28,76,16
2016-08-10,28,44,17
2016-08-11,27,76,2
2016-08-12,15,27,13
2016-08-13,12,84,6
2016-08-14,13,52,18
2016-08-15,16,25,16
