,apache/superset,metabase/metabase,getredash/redash
2016-02-24,9,27,10
2016-02-25,5,18,3
2016-02-26,3,12,2
2016-02-27,5,24,1
2016-02-28,4,2,4
2016-02-29,10,14,17
2016-03-01,13,33,5
2016-03-02,10,17,1
2016-03-03,0,6,0
2016-03-04,9,9,1
2016-03-05,4,7,0
2016-03-06,7,1,2
2016-03-07,2,7,6
2016-03-08,3,28,9
2016-03-09,1,19,4
2016-03-10,2,17,10
2016-03-11,3,10,4
2016-03-12,0,1,4
2016-03-13,0,0,12
2016-03-14,3,5,12
2016-03-15,1,17,10
2016-03-16,9,38,1
2016-03-17,10,25,8
2016-03-18,3,10,0
2016-03-19,5,0,0
2016-03-20,2,0,1
2016-03-21,4,34,5
2016-03-22,1,24,4
2016-03-23,8,17,35
2016-03-24,7,30,8
2016-03-25,5,21,1
2016-03-26,8,2,0
2016-03-27,9,0,3
2016-03-28,6,13,5
2016-03-29,13,24,7
2016-03-30,9,4,14
2016-03-31,15,11,1
2016-04-01,15,12,1
2016-04-02,0,2,0
2016-04-03,9,0,5
2016-04-04,11,19,2
2016-04-05,7,15,2
2016-04-06,7,6,7
2016-04-07,14,1,7
2016-04-08,2,3,1
2016-04-09,12,4,0
2016-04-10,5,4,3
2016-04-11,5,18,1
2016-04-12,5,33,1
2016-04-13,4,38,0
2016-04-14,10,32,5
2016-04-15,7,12,10
2016-04-16,1,0,0
2016-04-17,2,2,15
2016-04-18,3,21,10
2016-04-19,1,48,2
2016-04-20,4,41,83
2016-04-21,5,31,1
2016-04-22,1,18,1
2016-04-23,0,4,0
2016-04-24,0,0,0
2016-04-25,2,8,1
2016-04-26,5,29,0
2016-04-27,1,12,0
2016-04-28,3,27,1
2016-04-29,3,14,2
2016-04-30,1,7,0
2016-05-01,1,0,4
2016-05-02,4,20,1
2016-05-03,3,19,1
2016-05-04,2,16,11
2016-05-05,5,15,9
2016-05-06,1,23,0
2016-05-07,0,13,4
2016-05-08,0,0,6
2016-05-09,0,28,4
2016-05-10,7,51,0
2016-05-11,0,20,0
2016-05-12,6,13,0
2016-05-13,0,12,1
2016-05-14,0,0,0
2016-05-15,0,0,0
2016-05-16,2,9,0
2016-05-17,7,7,6
2016-05-18,0,8,11
2016-05-19,1,8,4
2016-05-20,8,8,2
2016-05-21,0,0,0
2016-05-22,0,0,4
2016-05-23,4,12,2
2016-05-24,2,22,3
2016-05-25,0,20,1
2016-05-26,0,9,7
2016-05-27,0,2,2
2016-05-28,0,0,0
2016-05-29,0,0,0
2016-05-30,0,0,5
2016-05-31,0,18,7
2016-06-01,4,8,7
2016-06-02,7,3,2
2016-06-03,6,2,1
2016-06-04,0,2,0
2016-06-05,0,0,1
2016-06-06,1,11,7
2016-06-07,2,24,4
2016-06-08,2,26,10
2016-06-09,5,10,8
2016-06-10,6,29,0
2016-06-11,4,2,0
2016-06-12,2,0,0
2016-06-13,4,27,5
2016-06-14,5,33,22
2016-06-15,10,19,9
2016-06-16,2,11,2
2016-06-17,5,11,11
2016-06-18,0,0,0
2016-06-19,0,0,5
2016-06-20,6,18,6
2016-06-21,8,2,4
2016-06-22,5,5,5
2016-06-23,4,5,3
2016-06-24,5,23,0
2016-06-25,1,0,0
2016-06-26,1,0,1
2016-06-27,0,23,1
2016-06-28,9,18,2
2016-06-29,1,11,0
2016-06-30,2,20,1
2016-07-01,8,16,1
2016-07-02,0,8,0
2016-07-03,0,1,8
2016-07-04,0,1,4
2016-07-05,0,13,6
2016-07-06,0,38,7
2016-07-07,0,18,0
2016-07-08,3,14,0
2016-07-09,0,7,0
2016-07-10,0,4,0
2016-07-11,4,13,11
2016-07-12,1,23,3
2016-07-13,6,33,0
2016-07-14,4,14,2
2016-07-15,3,10,1
2016-07-16,0,9,0
2016-07-17,0,4,0
2016-07-18,0,35,0
2016-07-19,2,54,1
2016-07-20,1,34,3
2016-07-21,2,27,3
2016-07-22,9,21,0
2016-07-23,0,6,0
2016-07-24,0,6,2
2016-07-25,0,18,4
2016-07-26,3,43,1
2016-07-27,1,55,4
2016-07-28,4,49,6
2016-07-29,0,15,0
2016-07-30,1,6,0
2016-07-31,0,0,7
2016-08-01,0,12,0
2016-08-02,6,10,0
2016-08-03,1,17,5
2016-08-04,1,39,2
2016-08-05,0,5,3
2016-08-06,0,1,1
2016-08-07,0,4,0
2016-08-08,2,1,0
2016-08-09,2,8,2
2016-08-10,7,13,6
2016-08-11,8,69,2
2016-08-12,1,22,0
2016-08-13,1,1,0
2016-08-14,3,0,0
2016-08-15,4,5,0
2016-08-16,5,17,4
2016-08-17,10,11,2
2016-08-18,1,15,1
2016-08-19,3,6,6
2016-08-20,1,2,0
2016-08-21,0,0,0
2016-08-22,1,17,4
2016-08-23,5,14,6
2016-08-24,0,29,2
2016-08-25,5,9,1
2016-08-26,3,5,1
2016-08-27,0,0,2
2016-08-28,0,0,3
2016-08-29,0,17,3
2016-08-30,4,3,5
2016-08-31,6,11,0
2016-09-01,4,11,1
2016-09-02,1,8,0
2016-09-03,1,2,1
2016-09-04,0,0,0
2016-09-05,0,0,0
2016-09-06,3,5,1
2016-09-07,1,17,5
2016-09-08,3,8,2
2016-09-09,1,12,0
2016-09-10,1,13,0
2016-09-11,1,0,4
2016-09-12,2,4,2
2016-09-13,2,8,0
2016-09-14,3,0,1
2016-09-15,2,3,0
2016-09-16,8,5,0
2016-09-17,2,0,1
2016-09-18,0,0,3
2016-09-19,5,10,1
2016-09-20,6,4,2
2016-09-21,4,0,0
2016-09-22,8,8,1
2016-09-23,10,5,1
2016-09-24,1,0,0
2016-09-25,1,0,0
2016-09-26,2,2,6
2016-09-27,2,13,4
2016-09-28,3,6,1
2016-09-29,1,13,0
2016-09-30,1,4,0
2016-10-01,0,4,0
2016-10-02,0,2,0
2016-10-03,4,7,0
2016-10-04,6,20,1
2016-10-05,11,32,31
2016-10-06,3,4,7
2016-10-07,8,15,1
2016-10-08,1,23,12
2016-10-09,0,1,11
2016-10-10,3,22,1
2016-10-11,4,20,0
2016-10-12,7,37,0
2016-10-13,4,5,4
2016-10-14,7,21,0
2016-10-15,4,10,0
2016-10-16,0,0,0
2016-10-17,0,19,0
2016-10-18,4,15,0
2016-10-19,2,16,1
2016-10-20,4,2,65
2016-10-21,8,2,6
2016-10-22,0,3,1
2016-10-23,0,0,1
2016-10-24,2,7,19
2016-10-25,5,18,3
2016-10-26,4,12,11
2016-10-27,3,8,6
2016-10-28,7,6,6
2016-10-29,3,1,0
2016-10-30,3,0,0
2016-10-31,2,5,0
2016-11-01,6,8,0
2016-11-02,7,5,4
2016-11-03,6,9,0
2016-11-04,8,9,1
2016-11-05,0,0,8
2016-11-06,1,9,0
2016-11-07,1,8,2
2016-11-08,5,9,1
2016-11-09,10,3,0
2016-11-10,7,1,3
2016-11-11,3,0,0
2016-11-12,3,0,0
2016-11-13,2,0,0
2016-11-14,2,10,0
2016-11-15,3,10,11
2016-11-16,5,13,3
2016-11-17,9,12,1
2016-11-18,10,5,3
2016-11-19,4,6,0
2016-11-20,2,0,11
2016-11-21,2,5,1
2016-11-22,6,9,4
2016-11-23,3,5,8
2016-11-24,0,3,5
2016-11-25,2,9,1
2016-11-26,0,0,83
2016-11-27,0,0,11
2016-11-28,2,4,8
2016-11-29,15,24,0
2016-11-30,2,28,0
2016-12-01,6,10,3
2016-12-02,7,9,4
2016-12-03,1,1,0
2016-12-04,3,2,2
2016-12-05,4,10,0
2016-12-06,4,10,7
2016-12-07,4,22,70
2016-12-08,2,18,7
2016-12-09,2,14,0
2016-12-10,1,16,1
2016-12-11,0,0,6
2016-12-12,4,18,2
2016-12-13,1,19,1
2016-12-14,7,28,0
2016-12-15,9,14,2
2016-12-16,3,6,0
2016-12-17,0,2,0
2016-12-18,0,1,0
2016-12-19,1,11,1
2016-12-20,2,12,17
2016-12-21,0,7,3
2016-12-22,0,10,1
2016-12-23,0,10,10
2016-12-24,0,4,0
2016-12-25,0,0,6
2016-12-26,0,4,0
2016-12-27,2,11,5
2016-12-28,2,12,0
2016-12-29,0,12,1
2016-12-30,1,17,6
2016-12-31,0,2,1
2017-01-01,0,2,5
2017-01-02,0,3,13
2017-01-03,1,9,1
2017-01-04,5,32,2
2017-01-05,3,23,6
2017-01-06,5,11,1
2017-01-07,3,0,1
2017-01-08,1,0,0
2017-01-09,2,9,5
2017-01-10,3,15,9
2017-01-11,10,6,5
2017-01-12,5,0,1
2017-01-13,5,2,2
2017-01-14,2,0,0
2017-01-15,1,0,14
2017-01-16,0,7,10
2017-01-17,2,4,2
2017-01-18,1,7,0
2017-01-19,3,2,12
2017-01-20,1,2,0
2017-01-21,0,1,1
2017-01-22,0,0,6
2017-01-23,2,4,1
2017-01-24,9,26,8
2017-01-25,7,9,8
2017-01-26,5,8,14
2017-01-27,5,8,1
2017-01-28,0,3,0
2017-01-29,0,0,0
2017-01-30,2,7,0
2017-01-31,4,4,5
2017-02-01,3,11,1
2017-02-02,4,11,3
2017-02-03,7,3,1
2017-02-04,8,0,0
2017-02-05,0,0,2
2017-02-06,1,1,1
2017-02-07,2,8,0
2017-02-08,2,9,0
2017-02-09,2,6,6
2017-02-10,5,7,2
2017-02-11,0,1,0
2017-02-12,0,0,0
2017-02-13,0,8,3
2017-02-14,5,5,3
2017-02-15,4,0,7
2017-02-16,1,0,10
2017-02-17,7,3,0
2017-02-18,1,1,14
2017-02-19,0,0,1
2017-02-20,0,0,3
2017-02-21,5,6,4
2017-02-22,7,12,13
2017-02-23,5,3,4
2017-02-24,7,3,1
2017-02-25,7,0,0
2017-02-26,7,0,0
2017-02-27,8,14,6
2017-02-28,7,8,9
2017-03-01,2,15,5
2017-03-02,0,1,2
2017-03-03,4,0,3
2017-03-04,4,0,1
2017-03-05,0,1,3
2017-03-06,4,2,4
2017-03-07,3,3,5
2017-03-08,0,3,2
2017-03-09,3,0,0
2017-03-10,3,1,2
2017-03-11,0,1,0
2017-03-12,0,0,0
2017-03-13,1,1,0
2017-03-14,9,12,0
2017-03-15,2,16,4
2017-03-16,7,4,5
2017-03-17,1,2,0
2017-03-18,0,2,0
2017-03-19,0,0,0
2017-03-20,2,9,4
2017-03-21,6,55,3
2017-03-22,3,14,2
2017-03-23,1,5,2
2017-03-24,3,5,0
2017-03-25,0,1,2
2017-03-26,2,0,4
2017-03-27,11,15,8
2017-03-28,9,4,0
2017-03-29,12,7,1
2017-03-30,2,19,2
2017-03-31,5,12,0
2017-04-01,1,2,2
2017-04-02,0,4,5
2017-04-03,4,25,10
2017-04-04,5,20,0
2017-04-05,15,31,4
2017-04-06,5,25,0
2017-04-07,2,23,1
2017-04-08,1,5,0
2017-04-09,0,0,0
2017-04-10,6,18,0
2017-04-11,6,29,3
2017-04-12,9,32,0
2017-04-13,11,19,0
2017-04-14,5,18,1
2017-04-15,1,16,0
2017-04-16,0,0,0
2017-04-17,8,9,0
2017-04-18,11,11,8
2017-04-19,3,23,3
2017-04-20,5,9,2
2017-04-21,2,23,0
2017-04-22,2,1,0
2017-04-23,0,0,2
2017-04-24,3,44,0
2017-04-25,5,30,1
2017-04-26,4,27,0
2017-04-27,2,34,1
2017-04-28,3,25,0
2017-04-29,4,0,2
2017-04-30,6,2,8
2017-05-01,4,18,0
2017-05-02,1,31,5
2017-05-03,1,46,3
2017-05-04,2,31,6
2017-05-05,3,31,2
2017-05-06,0,2,0
2017-05-07,3,0,3
2017-05-08,0,37,2
2017-05-09,8,25,5
2017-05-10,1,32,0
2017-05-11,5,18,1
2017-05-12,4,20,0
2017-05-13,2,0,0
2017-05-14,0,0,0
2017-05-15,0,6,15
2017-05-16,5,17,2
2017-05-17,5,4,7
2017-05-18,5,12,25
2017-05-19,1,18,0
2017-05-20,0,3,0
2017-05-21,0,0,0
2017-05-22,1,3,5
2017-05-23,2,8,4
2017-05-24,3,12,0
2017-05-25,3,14,0
2017-05-26,0,5,0
2017-05-27,0,3,0
2017-05-28,0,0,0
2017-05-29,0,0,2
2017-05-30,6,13,7
2017-05-31,5,14,0
2017-06-01,3,15,3
2017-06-02,5,10,2
2017-06-03,0,8,0
2017-06-04,0,1,1
2017-06-05,6,6,6
2017-06-06,4,6,1
2017-06-07,2,10,2
2017-06-08,9,19,1
2017-06-09,1,8,0
2017-06-10,0,0,0
2017-06-11,0,0,2
2017-06-12,4,27,7
2017-06-13,4,19,7
2017-06-14,3,15,4
2017-06-15,5,15,2
2017-06-16,2,24,0
2017-06-17,2,7,0
2017-06-18,0,16,4
2017-06-19,2,11,0
2017-06-20,8,12,14
2017-06-21,12,19,0
2017-06-22,3,24,2
2017-06-23,1,50,0
2017-06-24,0,5,1
2017-06-25,0,1,1
2017-06-26,2,11,0
2017-06-27,1,25,0
2017-06-28,1,20,20
2017-06-29,0,7,14
2017-06-30,1,15,1
2017-07-01,0,0,1
2017-07-02,0,1,1
2017-07-03,0,6,2
2017-07-04,0,0,0
2017-07-05,0,18,0
2017-07-06,0,19,1
2017-07-07,0,10,1
2017-07-08,0,11,0
2017-07-09,0,1,0
2017-07-10,0,20,0
2017-07-11,0,25,4
2017-07-12,0,16,1
2017-07-13,2,17,0
2017-07-14,1,43,0
2017-07-15,1,10,0
2017-07-16,1,7,0
2017-07-17,4,17,0
2017-07-18,0,32,1
2017-07-19,6,35,5
2017-07-20,0,24,0
2017-07-21,1,20,2
2017-07-22,0,0,1
2017-07-23,0,1,1
2017-07-24,0,21,1
2017-07-25,1,23,3
2017-07-26,12,5,0
2017-07-27,3,26,1
2017-07-28,5,6,1
2017-07-29,1,0,0
2017-07-30,0,0,0
2017-07-31,1,19,1
2017-08-01,6,33,0
2017-08-02,3,18,0
2017-08-03,3,33,1
2017-08-04,6,33,0
2017-08-05,0,4,0
2017-08-06,0,0,21
2017-08-07,2,8,0
2017-08-08,2,10,4
2017-08-09,6,25,3
2017-08-10,5,6,0
2017-08-11,12,12,0
2017-08-12,0,1,1
2017-08-13,0,0,0
2017-08-14,2,12,3
2017-08-15,4,21,2
2017-08-16,4,10,5
2017-08-17,7,11,3
2017-08-18,8,13,0
2017-08-19,2,2,0
2017-08-20,0,0,0
2017-08-21,1,16,0
2017-08-22,4,10,0
2017-08-23,4,31,0
2017-08-24,3,8,1
2017-08-25,2,18,0
2017-08-26,1,0,0
2017-08-27,1,0,0
2017-08-28,3,16,0
2017-08-29,0,13,0
2017-08-30,8,17,0
2017-08-31,2,16,0
2017-09-01,1,8,0
