,NativeScript/NativeScript,flutter/flutter,ionic-team/ionic-framework
2017-02-24,6,4.016774246439062,5
2017-02-25,0,-6.361240371826563,0
2017-02-26,0,-1.9649390398171862,0
2017-02-27,2,1.984882253839063,11
2017-02-28,5,9.580616311471875,4
2017-03-01,2,14.1343810836,1
2017-03-02,4,5.222610597225,39
2017-03-03,0,0.9622867928234378,28
2017-03-04,0,7.523078864803125,2
2017-03-05,0,-6.500809785559375,3
2017-03-06,8,7.095045571985938,18
2017-03-07,7,7.165841780956249,9
2017-03-08,9,10.076350815882812,16
2017-03-09,11,3.4552056976609364,5
2017-03-10,10,9.379502411874999,2
2017-03-11,1,-8.84227618115,1
2017-03-12,0,-4.187697265064061,0
2017-03-13,10,12.284080024225,2
2017-03-14,10,7.630147981095311,8
2017-03-15,15,10.762296882735937,22
