,ruby/ruby,php/php-src,python/cpython
2021-04-05,8,12,11
2021-04-06,5,18,18
2021-04-07,4,5,19
2021-04-08,17,18,9
2021-04-09,5,25,12
2021-04-10,15,2,8
2021-04-11,7,8,10
2021-04-12,3,24,16
2021-04-13,7,32,15
2021-04-14,2,4,18
2021-04-15,9,28,8
2021-04-16,5,11,12
2021-04-17,4,1,12
2021-04-18,2,1,3
2021-04-19,4,28,7
2021-04-20,11,19,8
2021-04-21,14,4,12
2021-04-22,22,6,9
2021-04-23,9,10,24
2021-04-24,1,1,8
2021-04-25,9,3,13
2021-04-26,17,32,18
2021-04-27,23,37,18
2021-04-28,18,26,17
2021-04-29,3,11,22
2021-04-30,5,7,28
2021-05-01,2,1,16
2021-05-02,2,0,18
2021-05-03,5,9,28
2021-05-04,17,11,18
2021-05-05,12,15,9
2021-05-06,33,16,7
2021-05-07,5,38,9
2021-05-08,7,10,11
2021-05-09,0,5,2
2021-05-10,24,12,4
2021-05-11,26,14,9
2021-05-12,40,17,15
2021-05-13,9,4,13
2021-05-14,7,23,13
2021-05-15,4,1,6
2021-05-16,4,5,7
2021-05-17,27,13,6
2021-05-18,26,222,4
2021-05-19,2,29,15
2021-05-20,7,16,5
2021-05-21,17,22,13
2021-05-22,4,6,5
2021-05-23,0,3,4
2021-05-24,8,5,4
2021-05-25,9,21,15
2021-05-26,11,29,9
2021-05-27,15,30,14
2021-05-28,14,18,12
2021-05-29,3,10,8
2021-05-30,0,1,2
2021-05-31,7,30,7
2021-06-01,19,3,5
2021-06-02,13,9,8
2021-06-03,13,8,16
2021-06-04,2,5,11
2021-06-05,3,3,2
2021-06-06,3,5,4
2021-06-07,15,13,9
2021-06-08,3,14,16
2021-06-09,6,33,9
2021-06-10,7,23,12
2021-06-11,0,20,9
2021-06-12,2,2,7
2021-06-13,6,15,3
2021-06-14,20,28,6
2021-06-15,6,10,8
2021-06-16,7,11,6
2021-06-17,9,25,5
2021-06-18,5,17,5
2021-06-19,1,11,5
2021-06-20,0,1,5
2021-06-21,40,6,11
2021-06-22,12,5,8
2021-06-23,23,4,11
2021-06-24,12,0,12
2021-06-25,14,3,1
2021-06-26,5,2,2
2021-06-27,5,0,7
2021-06-28,5,19,1
2021-06-29,11,20,8
2021-06-30,25,10,7
2021-07-01,5,14,7
2021-07-02,4,14,7
2021-07-03,8,2,6
2021-07-04,5,6,4
2021-07-05,15,8,8
2021-07-06,6,21,2
2021-07-07,11,3,8
2021-07-08,15,15,8
2021-07-09,2,19,1
2021-07-10,7,0,2
2021-07-11,5,1,1
2021-07-12,5,17,5
2021-07-13,25,21,10
2021-07-14,6,23,10
2021-07-15,19,30,15
2021-07-16,15,18,14
2021-07-17,6,4,7
2021-07-18,45,0,3
2021-07-19,8,35,14
2021-07-20,5,29,9
2021-07-21,8,29,3
2021-07-22,11,12,8
2021-07-23,7,14,8
2021-07-24,3,0,15
2021-07-25,4,3,5
2021-07-26,3,0,14
2021-07-27,46,21,8
2021-07-28,41,13,15
2021-07-29,42,14,19
2021-07-30,4,11,12
2021-07-31,5,1,8
2021-08-01,1,1,1
2021-08-02,8,12,12
2021-08-03,6,13,6
2021-08-04,12,12,12
2021-08-05,14,12,5
2021-08-06,7,7,11
2021-08-07,6,0,1
2021-08-08,8,10,3
2021-08-09,23,11,12
2021-08-10,7,24,7
2021-08-11,15,22,7
2021-08-12,7,13,7
2021-08-13,12,11,7
2021-08-14,17,1,0
2021-08-15,3,0,1
2021-08-16,7,12,8
2021-08-17,8,23,9
2021-08-18,4,15,6
2021-08-19,9,10,4
2021-08-20,6,15,3
2021-08-21,7,0,4
2021-08-22,6,0,10
2021-08-23,10,4,13
2021-08-24,19,28,5
2021-08-25,7,13,11
2021-08-26,11,23,9
2021-08-27,10,15,8
2021-08-28,5,0,2
2021-08-29,79,2,6
2021-08-30,25,48,11
2021-08-31,136,39,15
2021-09-01,34,28,1
2021-09-02,29,15,10
2021-09-03,17,16,7
2021-09-04,10,3,6
2021-09-05,26,0,7
2021-09-06,21,28,3
2021-09-07,17,18,20
2021-09-08,3,22,8
2021-09-09,14,10,8
2021-09-10,239,2,10
2021-09-11,35,0,4
2021-09-12,14,8,2
2021-09-13,14,37,8
2021-09-14,16,27,8
2021-09-15,13,28,21
2021-09-16,11,44,8
2021-09-17,5,36,23
2021-09-18,7,16,4
2021-09-19,12,9,8
2021-09-20,11,37,10
2021-09-21,5,70,13
2021-09-22,20,34,5
2021-09-23,23,29,7
2021-09-24,14,29,8
2021-09-25,4,0,4
2021-09-26,9,0,2
2021-09-27,14,31,7
2021-09-28,22,50,9
2021-09-29,4,57,11
2021-09-30,7,29,8
2021-10-01,16,14,14
2021-10-02,9,5,5
2021-10-03,31,0,4
2021-10-04,18,37,4
2021-10-05,28,54,16
2021-10-06,7,19,16
2021-10-07,17,42,12
2021-10-08,25,42,2
2021-10-09,14,0,12
2021-10-10,25,0,6
2021-10-11,32,21,19
2021-10-12,22,33,8
2021-10-13,25,12,22
2021-10-14,33,11,14
2021-10-15,16,11,14
2021-10-16,18,0,6
2021-10-17,6,0,3
2021-10-18,11,33,6
2021-10-19,13,15,19
2021-10-20,760,20,17
2021-10-21,31,25,18
2021-10-22,19,10,13
2021-10-23,33,7,2
2021-10-24,27,1,1
2021-10-25,43,29,7
2021-10-26,19,12,3
2021-10-27,16,2,7
2021-10-28,18,0,21
2021-10-29,26,0,9
2021-10-30,9,0,1
2021-10-31,6,0,7
2021-11-01,7,35,5
2021-11-02,13,13,11
2021-11-03,9,37,7
2021-11-04,16,25,6
2021-11-05,20,13,13
2021-11-06,3,3,8
2021-11-07,16,2,2
2021-11-08,17,23,9
2021-11-09,20,18,13
2021-11-10,16,26,7
2021-11-11,23,17,3
2021-11-12,7,11,5
2021-11-13,4,0,3
2021-11-14,0,4,5
2021-11-15,19,28,8
2021-11-16,29,26,8
2021-11-17,31,26,7
2021-11-18,22,15,12
2021-11-19,10,0,10
2021-11-20,5,8,18
2021-11-21,6,0,6
2021-11-22,7,5,19
2021-11-23,10,7,14
2021-11-24,18,15,13
2021-11-25,19,36,7
2021-11-26,14,9,13
2021-11-27,4,10,5
2021-11-28,2,4,3
2021-11-29,13,21,18
2021-11-30,19,22,7
2021-12-01,12,11,8
2021-12-02,26,24,7
2021-12-03,21,14,9
2021-12-04,11,5,6
2021-12-05,11,15,8
2021-12-06,14,16,9
2021-12-07,19,5,17
2021-12-08,10,0,20
2021-12-09,24,6,12
2021-12-10,17,9,15
2021-12-11,5,3,5
2021-12-12,2,21,7
2021-12-13,31,15,7
2021-12-14,26,6,10
2021-12-15,33,8,6
2021-12-16,17,4,11
2021-12-17,32,5,7
2021-12-18,23,0,8
2021-12-19,13,9,8
2021-12-20,74,22,3
2021-12-21,27,13,2
2021-12-22,10,3,2
2021-12-23,58,14,2
2021-12-24,72,4,3
2021-12-25,24,13,1
2021-12-26,14,33,8
2021-12-27,18,15,2
2021-12-28,16,13,3
2021-12-29,15,0,3
2021-12-30,12,17,6
2021-12-31,5,0,6
2022-01-01,13,2,2
2022-01-02,20,1,8
2022-01-03,5,0,9
2022-01-04,20,14,13
