,youzan/vant,ElemeFE/element,ant-design/ant-design
2017-07-12,-0.3492261713281253,0,11
2017-07-13,-0.8447888874140623,4,6
2017-07-14,-0.3906301502968749,0,21
2017-07-15,2.7390997603015625,7,5
2017-07-16,-1.0590435,0,7
2017-07-17,-0.4378436999999997,3,16
2017-07-18,0.7223900425,3,3
2017-07-19,-0.5029516408125002,1,9
2017-07-20,0.735628880303125,27,5
2017-07-21,0.5570739992671875,5,5
2017-07-22,-0.50203432125,0,10
2017-07-23,-0.24185040029687502,2,2
2017-07-24,-0.16369360219843754,4,10
2017-07-25,0.91115997625,1,10
2017-07-26,-0.36887782926562507,0,2
2017-07-27,1.8391784505171875,10,5
2017-07-28,3.3056660094843746,6,6
2017-07-29,-1.4796226299984376,4,7
2017-07-30,-0.5823036632328121,6,10
2017-07-31,8.6583941375,0,8
2017-08-01,-2.93904777375,4,9
2017-08-02,-1.1263194417656244,0,6
2017-08-03,-0.6801214107328123,6,7
2017-08-04,3.53095497146875,0,13
2017-08-05,-1.5581559435281254,22,2
2017-08-06,-0.6838614154312498,2,5
2017-08-07,0.5913845362500001,0,29
2017-08-08,7.396459549109375,1,10
2017-08-09,11.253868280904687,10,12
2017-08-10,-1.1926234500000001,0,10
2017-08-11,-0.2619915949999987,0,20
2017-08-12,-1.5675271170624994,0,5
2017-08-13,-1.7306515154312496,6,1
2017-08-14,-1.0654376737499998,0,10
2017-08-15,4.207664518234375,0,18
2017-08-16,7.871554320142186,1,15
2017-08-17,0.968666726918749,1,14
2017-08-18,15.818672663928126,13,11
2017-08-19,-6.141733576978126,5,4
2017-08-20,-3.1993532064640613,1,2
2017-08-21,11.136497274267189,2,8
2017-08-22,10.801216256250001,4,3
2017-08-23,-3.1552078838281252,3,14
2017-08-24,8.552972759929688,0,7
2017-08-25,-3.3927992799062503,6,9
2017-08-26,-0.9204952084609381,0,0
2017-08-27,-3.2012867806890624,0,16
2017-08-28,14.232984728017188,3,0
2017-08-29,4.9118121020468735,0,13
2017-08-30,1.0012596022234366,1,10
2017-08-31,9.1067106249625,0,7
2017-09-01,9.380454620365624,5,9
2017-09-02,-7.884897843573437,2,0
2017-09-03,-3.581934439995311,1,5
2017-09-04,6.677527142801563,0,8
2017-09-05,3.6157929829999986,4,13
2017-09-06,3.3288645126031247,5,24
2017-09-07,7.326049804579688,0,3
2017-09-08,21.101863192651564,2,25
2017-09-09,-9.868977503509377,0,2
2017-09-10,-4.834924374224998,0,6
2017-09-11,2.211925636250001,2,12
2017-09-12,-3.4813260408906253,4,7
2017-09-13,5.952097756779687,1,8
2017-09-14,1.1810281375124991,14,1
2017-09-15,3.6248723391999995,4,21
2017-09-16,-2.8602308352156265,7,11
2017-09-17,-2.1528331865515624,2,4
2017-09-18,-1.0684442819828122,8,12
2017-09-19,3.245130766171875,2,6
2017-09-20,6.215816181335937,3,6
2017-09-21,1.7655136096249997,3,14
2017-09-22,7.077967331559375,6,19
2017-09-23,-4.359661357273438,4,13
2017-09-24,4.1013583906046875,6,0
2017-09-25,0.05971863676718758,2,34
2017-09-26,8.657697755000001,10,4
2017-09-27,8.3992281304375,6,15
2017-09-28,-2.98341738080625,4,7
2017-09-29,16.404067372809376,7,8
2017-09-30,1.014182341179687,6,4
2017-10-01,-6.146955612328124,4,2
2017-10-02,-3.050072359343749,1,0
2017-10-03,-2.06822260344375,1,2
2017-10-04,-1.4875487703703132,4,0
2017-10-05,-1.1457861847640634,3,0
2017-10-06,0.18711224017656203,0,5
2017-10-07,-0.8289000387609385,0,2
2017-10-08,-0.5195587155468758,0,4
2017-10-09,6.818249280904688,3,21
2017-10-10,-0.14016250000000063,2,18
2017-10-11,10.63527975,1,16
2017-10-12,0.7502191375000002,6,13
2017-10-13,4.820905226250001,0,2
2017-10-14,-3.9432434667656246,1,4
2017-10-15,-1.8554399507328116,0,1
2017-10-16,4.78728185875,12,14
2017-10-17,-0.6983231648593753,4,17
2017-10-18,4.061509076339062,4,15
2017-10-19,-1.8657206964031254,8,14
2017-10-20,7.315982267378125,26,9
2017-10-21,-3.615577300289063,0,2
2017-10-22,-1.5532679808624996,2,5
2017-10-23,2.0857106325000005,4,12
2017-10-24,2.4359572269062495,13,15
2017-10-25,6.967239332071875,6,8
2017-10-26,6.350587836690625,10,16
2017-10-27,-2.5714801599125003,13,10
2017-10-28,-2.591784614123437,5,9
2017-10-29,-1.4774368065953123,1,2
2017-10-30,4.06189747875,6,2
2017-10-31,-2.2105145077968755,18,20
2017-11-01,-0.0921216955109374,12,13
2017-11-02,-0.030858566321875447,3,1
2017-11-03,1.075255065748437,10,8
2017-11-04,-1.0806888158593753,1,1
2017-11-05,-0.45323363896562485,2,0
2017-11-06,3.71633088125,2,10
2017-11-07,0.5872903036718746,2,8
2017-11-08,5.810404297585937,5,5
2017-11-09,0.3706042844843749,11,17
2017-11-10,1.0179753225015629,10,7
2017-11-11,4.123957153235938,5,1
2017-11-12,-2.754368276465625,8,6
2017-11-13,-0.25942006999999956,8,7
2017-11-14,-0.13103570206249993,7,3
2017-11-15,3.9762336597875,9,4
2017-11-16,4.892160247425,15,3
2017-11-17,2.936066460823437,7,15
2017-11-18,-3.1045067824953123,0,8
2017-11-19,-1.4363241527921873,6,13
2017-11-20,1.089522634353125,2,15
2017-11-21,0.7997449469843749,2,30
2017-11-22,0.7244659637515625,2,26
2017-11-23,3.7056469116890627,14,0
2017-11-24,8.797877273976562,5,4
2017-11-25,-3.274109693223438,1,0
2017-11-26,-2.020327704396874,4,2
2017-11-27,0.8957707275000004,3,14
2017-11-28,3.6338815439687497,0,11
2017-11-29,-0.29032436999687494,8,12
2017-11-30,4.316483633753125,3,6
2017-12-01,-2.7261862840437505,2,17
2017-12-02,-1.2707712243359377,0,4
2017-12-03,-0.7977822373265626,1,6
2017-12-04,6.531682226767187,3,30
2017-12-05,5.548576972718749,1,13
2017-12-06,1.58084986720625,0,6
2017-12-07,6.030085857804687,0,7
2017-12-08,3.895435372940625,0,8
2017-12-09,-4.253342229396875,0,0
2017-12-10,-0.9770405374999991,4,7
2017-12-11,7.39498843375,6,8
2017-12-12,6.227018230140624,12,1
2017-12-13,0.23132624199531193,4,9
2017-12-14,5.329424246559375,0,1
2017-12-15,2.426351542945312,3,9
2017-12-16,-4.284152565720313,1,10
2017-12-17,-2.105667342112499,4,6
2017-12-18,2.654135444484375,2,6
2017-12-19,5.788929335876562,6,5
2017-12-20,-2.613373768001563,3,3
2017-12-21,5.07320078259375,1,8
2017-12-22,1.8148415666953115,0,14
2017-12-23,-2.968068736454688,1,3
2017-12-24,-1.407631842629687,5,1
2017-12-25,5.129566255,0,3
2017-12-26,-0.4473001695625003,5,3
