,statsmodels/statsmodels,scikit-learn/scikit-learn,mlpack/mlpack
2018-06-26,2,5,-4.837921142578125
2018-06-27,5,2,6.0801239013671875
2018-06-28,5,8,-1.221038818359375
2018-06-29,13,3,0.16082763671875
2018-06-30,2,1,-1.6321868896484375
2018-07-01,0,1,5.5296478271484375
2018-07-02,1,6,3.891693115234375
2018-07-03,0,4,0.8253021240234375
2018-07-04,3,5,0.4220123291015625
2018-07-05,2,3,-0.055908203125
2018-07-06,8,0,-0.5029296875
2018-07-07,2,0,3.18817138671875
2018-07-08,0,1,3.87841796875
2018-07-09,3,5,-3.399505615234375
2018-07-10,0,5,-1.796417236328125
2018-07-11,0,1,1.2906341552734375
2018-07-12,0,5,-0.2979888916015625
2018-07-13,0,1,-1.82720947265625
2018-07-14,0,6,1.3105621337890625
2018-07-15,0,6,-0.365264892578125
2018-07-16,0,19,0.0523834228515625
2018-07-17,0,41,7.1896820068359375
2018-07-18,2,9,-0.2044219970703125
2018-07-19,2,9,-0.053192138671875
2018-07-20,5,8,3.519134521484375
2018-07-21,1,4,1.1460723876953125
2018-07-22,0,6,2.3101654052734375
2018-07-23,2,3,1.7438201904296875
2018-07-24,0,3,-3.428375244140625
2018-07-25,0,3,5.95947265625
2018-07-26,1,1,-0.9966583251953125
2018-07-27,2,6,3.4423980712890625
2018-07-28,2,1,3.167449951171875
2018-07-29,0,7,-4.6300201416015625
2018-07-30,1,1,-2.3773193359375
2018-07-31,1,8,5.8534698486328125
2018-08-01,5,2,-3.1704254150390625
2018-08-02,2,3,9.22900390625
2018-08-03,3,2,-0.3208770751953125
2018-08-04,2,0,4.1898345947265625
2018-08-05,0,1,-5.179718017578125
2018-08-06,8,4,-0.5154876708984375
2018-08-07,4,8,3.818603515625
2018-08-08,5,0,-2.9759979248046875
2018-08-09,15,4,-0.86444091796875
2018-08-10,4,2,-2.356170654296875
2018-08-11,5,1,2.844818115234375
2018-08-12,5,2,-2.6955718994140625
2018-08-13,14,2,-0.959991455078125
2018-08-14,1,4,0.48040771484375
2018-08-15,7,4,0.1461334228515625
2018-08-16,1,6,0.1308441162109375
2018-08-17,15,2,-0.817535400390625
2018-08-18,0,10,0.687164306640625
2018-08-19,1,4,-0.6812744140625
2018-08-20,26,3,-0.25555419921875
2018-08-21,6,5,1.87353515625
2018-08-22,5,8,-0.088775634765625
2018-08-23,27,2,1.1825408935546875
2018-08-24,26,0,1.7054901123046875
2018-08-25,9,3,1.0823516845703125
2018-08-26,21,1,-2.106842041015625
2018-08-27,8,2,-0.7198944091796875
2018-08-28,3,0,-0.412109375
2018-08-29,2,4,0.71746826171875
2018-08-30,14,7,-0.710693359375
2018-08-31,2,1,0.7280426025390625
2018-09-01,10,4,1.32806396484375
2018-09-02,6,3,-1.2360687255859375
2018-09-03,8,5,2.6274261474609375
2018-09-04,2,1,1.3154296875
2018-09-05,16,8,-1.99658203125
2018-09-06,3,5,1.349212646484375
2018-09-07,11,1,0.6272735595703125
2018-09-08,22,3,-1.494537353515625
2018-09-09,15,3,-0.5556488037109375
2018-09-10,13,0,-0.334808349609375
2018-09-11,5,1,-0.220428466796875
2018-09-12,21,3,-0.1677093505859375
2018-09-13,10,11,0.8940277099609375
2018-09-14,15,4,1.44158935546875
2018-09-15,14,0,-1.173004150390625
2018-09-16,20,4,5.665679931640625
2018-09-17,4,4,1.8359375
2018-09-18,3,1,-1.35546875
2018-09-19,6,1,-1.0751953125
2018-09-20,2,4,1.64599609375
2018-09-21,6,2,4.845306396484375
2018-09-22,1,3,-2.3124847412109375
2018-09-23,6,0,-0.377288818359375
2018-09-24,0,4,-1.03216552734375
2018-09-25,3,6,-0.41412353515625
2018-09-26,1,10,-1.1779022216796875
2018-09-27,2,5,-0.547119140625
2018-09-28,0,5,4.6397552490234375
2018-09-29,5,2,-2.7640228271484375
2018-09-30,0,3,-0.8076324462890625
2018-10-01,1,3,-0.397125244140625
2018-10-02,3,7,-0.246337890625
2018-10-03,3,5,-0.1607208251953125
2018-10-04,2,13,-0.1134490966796875
2018-10-05,1,9,-0.08056640625
2018-10-06,3,1,-0.065460205078125
2018-10-07,0,3,-0.0545501708984375
2018-10-08,0,2,0.0
2018-10-09,1,4,9.0
2018-10-10,0,5,-4.5
2018-10-11,0,4,2.875
2018-10-12,2,0,-2.5625
2018-10-13,1,3,-0.8515625
2018-10-14,8,5,2.50390625
2018-10-15,0,2,-0.8408203125
2018-10-16,4,2,1.87060546875
2018-10-17,10,1,2.987640380859375
2018-10-18,0,2,-0.2173309326171875
2018-10-19,1,2,-0.4859619140625
2018-10-20,0,0,1.06280517578125
2018-10-21,0,2,-1.28369140625
2018-10-22,0,4,4.629180908203125
2018-10-23,0,4,-0.6693572998046875
2018-10-24,1,3,0.3233489990234375
2018-10-25,0,1,14.441360473632812
2018-10-26,0,1,-3.5117950439453125
2018-10-27,1,2,-3.7215118408203125
2018-10-28,3,0,-3.21197509765625
2018-10-29,0,4,-0.5751190185546875
2018-10-30,0,3,0.4764556884765625
2018-10-31,0,4,8.131103515625
2018-11-01,0,0,-5.8361663818359375
2018-11-02,11,2,0.1929473876953125
2018-11-03,5,1,-0.0267181396484375
2018-11-04,3,1,-1.807464599609375
2018-11-05,0,3,3.272613525390625
2018-11-06,0,7,2.546478271484375
2018-11-07,0,6,-2.3310394287109375
2018-11-08,0,1,3.376556396484375
2018-11-09,0,0,1.723907470703125
2018-11-10,0,1,-2.55059814453125
2018-11-11,0,5,-1.743316650390625
2018-11-12,0,6,5.151031494140625
2018-11-13,0,4,-0.5479736328125
2018-11-14,3,6,3.346466064453125
2018-11-15,1,1,3.9719085693359375
2018-11-16,0,1,-4.3493194580078125
2018-11-17,1,1,3.7076263427734375
2018-11-18,1,2,-3.1320953369140625
2018-11-19,0,4,0.0418243408203125
2018-11-20,0,4,1.99224853515625
2018-11-21,0,4,-0.939697265625
2018-11-22,1,9,-2.0888214111328125
2018-11-23,0,2,-0.914825439453125
2018-11-24,0,3,-0.553497314453125
2018-11-25,0,2,-0.3340911865234375
2018-11-26,1,2,-0.24749755859375
2018-11-27,5,3,-0.1425628662109375
2018-11-28,6,2,3.893585205078125
2018-11-29,1,0,-2.06982421875
2018-11-30,0,3,0.478179931640625
2018-12-01,0,0,-0.75
2018-12-02,0,0,5.71875
2018-12-03,0,3,-0.171875
2018-12-04,0,1,2.62890625
2018-12-05,0,0,-0.341796875
2018-12-06,0,2,5.3802490234375
2018-12-07,0,2,-3.02850341796875
2018-12-08,0,1,-1.600982666015625
2018-12-09,0,3,2.3269805908203125
2018-12-10,0,3,0.12603759765625
2018-12-11,0,1,-2.606201171875
2018-12-12,2,0,-0.0293426513671875
2018-12-13,1,4,1.8651580810546875
2018-12-14,1,8,1.9582366943359375
2018-12-15,0,4,-2.73114013671875
2018-12-16,0,1,-0.887451171875
2018-12-17,0,2,2.4938507080078125
2018-12-18,2,5,0.158294677734375
2018-12-19,0,9,-1.5947418212890625
2018-12-20,0,4,-0.580963134765625
2018-12-21,0,1,-0.3568267822265625
2018-12-22,2,0,2.7547454833984375
2018-12-23,0,3,0.34014892578125
2018-12-24,0,0,-1.46435546875
2018-12-25,0,0,3.490997314453125
2018-12-26,0,0,3.6988983154296875
2018-12-27,4,2,8.318023681640625
2018-12-28,1,3,-4.1162109375
2018-12-29,0,1,-2.62060546875
2018-12-30,0,0,1.959747314453125
2018-12-31,0,1,-2.0862579345703125
2019-01-01,0,0,-1.717132568359375
2019-01-02,0,2,9.1087646484375
2019-01-03,0,4,0.3768310546875
2019-01-04,1,0,9.310150146484375
