,microsoft/vscode,nteract/nteract,nteract/hydrogen
2016-01-18,75,8,0.0
2016-01-19,40,0,0.0
2016-01-20,42,0,2.0
2016-01-21,55,2,-0.20000000000000018
2016-01-22,34,4,-0.09000000000000007
2016-01-23,16,0,-0.057000000000000044
2016-01-24,4,1,-0.04132499999999985
2016-01-25,90,6,-0.032233499999999894
2016-01-26,16,6,-0.02632402499999992
2016-01-27,50,0,-0.022187392499999934
2016-01-28,59,0,-0.01913662603124995
2016-01-29,18,4,-0.016797705071874957
2016-01-30,3,14,0.0
2016-01-31,1,1,0.0
2016-02-01,41,1,0.0
2016-02-02,33,2,0.0
2016-02-03,42,0,0.0
2016-02-04,54,0,0.0
2016-02-05,47,0,0.0
2016-02-06,2,4,0.0
2016-02-07,2,4,0.0
2016-02-08,33,20,0.0
2016-02-09,54,10,0.0
2016-02-10,19,28,0.0
2016-02-11,25,5,0.0
2016-02-12,54,14,4.0
2016-02-13,4,18,-0.40000000000000036
2016-02-14,7,11,-0.18000000000000013
2016-02-15,17,38,0.8859999999999999
2016-02-16,34,7,5.81735
2016-02-17,30,6,6.290533
2016-02-18,50,2,-1.0511480500000006
2016-02-19,79,7,-0.5510372850000002
2016-02-20,6,16,-0.3778650020624995
2016-02-21,15,5,-0.28809542264374904
2016-02-22,54,0,1.7971169787500005
2016-02-23,34,0,0.6317354219843754
2016-02-24,41,2,5.666535395620313
2016-02-25,48,0,5.180628693675
2016-02-26,23,5,0.001383032248437055
2016-02-27,0,0,-0.5938960000000002
2016-02-28,7,0,-0.38241577499999957
2016-02-29,33,3,-0.28452490499999916
2016-03-01,50,6,2.773434602718751
2016-03-02,20,7,-0.48801702058749974
2016-03-03,56,4,4.719467079370313
2016-03-04,46,6,-0.7043966895593752
2016-03-05,4,18,2.65305107176875
2016-03-06,2,16,4.500750897464062
2016-03-07,37,5,-0.7777985375
2016-03-08,53,0,-0.42436483874999986
2016-03-09,30,0,7.700997498453125
2016-03-10,35,4,4.967672211142188
2016-03-11,68,26,6.872088647421875
2016-03-12,4,24,-1.4390854139296883
2016-03-13,12,12,2.2195265797031256
2016-03-14,21,7,-0.8539471226859369
2016-03-15,64,6,20.455709137320312
2016-03-16,56,8,4.517844354999999
2016-03-17,45,0,-1.9553922816250005
2016-03-18,37,3,4.82479948161875
2016-03-19,3,5,2.6001618431593765
2016-03-20,1,3,3.7464388409625013
2016-03-21,3,1,4.731075548453125
2016-03-22,14,0,0.5867267336421882
2016-03-23,25,12,10.929559052921876
2016-03-24,55,3,-1.9511056693640625
2016-03-25,7,0,8.020439054748438
2016-03-26,0,22,6.45237977440625
2016-03-27,5,26,-1.7082904235281244
2016-03-28,1,9,7.015775822278126
2016-03-29,29,6,7.506501816726563
2016-03-30,38,0,2.2269951537531254
2016-03-31,61,2,-1.4120095737593747
2016-04-01,34,4,6.0922744033187515
2016-04-02,1,0,-1.303760887140624
2016-04-03,3,4,3.199866973051564
2016-04-04,35,7,1.0616344972125005
2016-04-05,36,0,-0.7536753203749992
2016-04-06,30,0,-0.5144976724281243
2016-04-07,47,0,-0.34564701238593665
2016-04-08,42,0,1.7829567161062507
2016-04-09,1,12,1.6481402588906253
2016-04-10,1,0,0.5805092222484376
2016-04-11,41,0,-0.30746064456250005
2016-04-12,20,0,-0.1960570361749998
2016-04-13,44,3,-0.11885620507187472
2016-04-14,36,9,1.9207799750000003
2016-04-15,19,0,0.7353718325
2016-04-16,7,6,1.75551396896875
2016-04-17,2,5,2.650971972646875
2016-04-18,45,12,0.5138089819124998
2016-04-19,65,27,2.6467051474640626
2016-04-20,45,18,0.48573422499999985
2016-04-21,92,38,-0.3930704049999998
2016-04-22,36,19,-0.2560670972812497
2016-04-23,10,28,-0.19464369808749948
2016-04-24,26,0,-0.14299132981718707
2016-04-25,50,14,-0.11219912786874968
2016-04-26,10,9,-0.08120797187343727
2016-04-27,28,12,1.9518025121671876
2016-04-28,29,4,-0.2347648706234376
2016-04-29,35,2,-0.09839885253593754
2016-04-30,17,2,-0.057000000000000044
2016-05-01,2,3,-0.04132499999999985
2016-05-02,51,8,-0.032233499999999894
2016-05-03,29,0,-0.02632402499999992
2016-05-04,63,0,-0.022187392499999934
2016-05-05,3,10,-0.01913662603124995
2016-05-06,49,0,-0.016797705071874957
2016-05-07,0,4,0.0
2016-05-08,1,2,0.0
2016-05-09,15,0,0.0
2016-05-10,45,3,0.0
2016-05-11,47,15,2.0
2016-05-12,40,3,0.7999999999999998
2016-05-13,51,0,0.8099999999999998
2016-05-14,6,14,2.798
2016-05-15,4,4,0.5851749999999998
2016-05-16,26,9,-0.316396
2016-05-17,40,23,-0.1936032749999999
2016-05-18,58,13,-0.14195365499999965
2016-05-19,61,19,0.8875949152187503
2016-05-20,60,13,-0.19306250183749982
2016-05-21,17,7,1.8905897331984376
2016-05-22,17,9,1.7233025121671874
2016-05-23,58,1,2.6545726293765624
2016-05-24,19,0,2.5284843974640623
2016-05-25,53,0,1.4535129875
2016-05-26,50,0,-0.5051521962500001
2016-05-27,37,0,-0.30561333801562474
2016-05-28,2,0,-0.224248020035937
2016-05-29,0,0,-0.17048530603124945
2016-05-30,40,2,-0.14093495735312458
2016-05-31,33,2,-0.10510775786874971
2016-06-01,57,0,-0.0760888891546873
2016-06-02,86,18,-0.044333183639062385
2016-06-03,54,3,-0.016797705071874957
2016-06-04,5,20,0.0
2016-06-05,4,0,0.0
2016-06-06,50,3,0.0
2016-06-07,51,0,0.0
2016-06-08,51,46,4.0
2016-06-09,52,0,-0.40000000000000036
2016-06-10,29,0,0.8199999999999998
2016-06-11,15,4,2.7859999999999996
2016-06-12,7,2,-0.42765
2016-06-13,43,0,1.772033
2016-06-14,85,17,3.64118945
2016-06-15,77,9,4.387520965
2016-06-16,71,0,0.16321448543749972
2016-06-17,43,39,-0.5645001438937499
2016-06-18,1,5,-0.3452329017656246
2016-06-19,9,0,-0.2597073165828117
2016-06-20,47,2,-0.20127825010781186
2016-06-21,47,0,4.85456177646875
2016-06-22,42,9,-0.6237014508843751
2016-06-23,57,0,1.6824693285281251
2016-06-24,69,2,-0.39406257569531267
2016-06-25,14,0,2.7982886474640627
2016-06-26,19,0,1.56241625
2016-06-27,63,0,4.5578649375
2016-06-28,19,2,-0.7632019812500004
2016-06-29,57,1,-0.4181530900781248
2016-06-30,51,9,-0.29635690517968716
2016-07-01,24,2,-0.19416866353124934
2016-07-02,10,0,-0.1569865688218745
2016-07-03,1,0,1.8832976059531252
2016-07-04,30,0,1.7001983351109375
2016-07-05,42,0,7.64536072985
2016-07-06,52,7,0.011005737320311848
2016-07-07,62,11,1.4416749999999998
2016-07-08,38,21,2.4534415
2016-07-09,1,0,9.357642475
2016-07-10,5,0,19.6098920825
2016-07-11,35,0,13.160438131468748
2016-07-12,47,0,-1.0620669136031267
2016-07-13,50,0,8.095762819553125
2016-07-14,49,0,-2.2795125633031237
2016-07-15,37,1,1.631511557682815
2016-07-16,8,2,0.6829651308812519
2016-07-17,0,0,-0.13829800901406042
2016-07-18,20,0,4.074586236312502
2016-07-19,23,2,8.852736070995313
2016-07-20,33,8,0.3923695208937499
2016-07-21,35,0,6.002637127271875
2016-07-22,29,0,-1.338022889109375
2016-07-23,0,2,1.276736905953126
2016-07-24,1,3,-0.7232294423890617
2016-07-25,49,19,3.5196743756625013
2016-07-26,25,8,6.2366813448859375
2016-07-27,29,1,-1.1733238728359374
2016-07-28,19,4,3.357985474859375
2016-07-29,3,0,-0.7922499211812499
2016-07-30,2,18,-0.4700838602515617
2016-07-31,0,7,-0.2986019260312495
2016-08-01,0,5,-0.23595657757187424
2016-08-02,20,2,13.8196038741875
2016-08-03,41,3,8.446778348746875
2016-08-04,34,0,0.2668332472484365
2016-08-05,16,0,5.9127267479375
2016-08-06,2,0,-1.3978704101437498
2016-08-07,0,0,2.195740500000001
2016-08-08,44,0,-0.8862606749999992
2016-08-09,59,4,2.4011971275000015
2016-08-10,12,2,2.2304653802812506
2016-08-11,7,6,-0.8245760456593743
2016-08-12,53,3,-0.4496312751406245
2016-08-13,0,7,0.7292505663187505
2016-08-14,2,0,-0.30241080650156194
2016-08-15,28,0,1.8384587734531253
2016-08-16,48,16,3.6735363161421875
2016-08-17,65,3,5.427351472203124
2016-08-18,56,14,1.092981753345312
2016-08-19,35,21,1.3363164298921872
2016-08-20,9,21,-0.5869771962499999
2016-08-21,4,4,-0.3713343380156244
2016-08-22,49,10,8.721740204964064
2016-08-23,92,9,-0.11604198603125004
2016-08-24,51,4,-0.6851906596343749
2016-08-25,55,1,-0.44101670573749985
2016-08-26,64,8,-0.30617963374687407
2016-08-27,6,24,-0.20164758110312436
2016-08-28,11,3,-0.15137256757187456
2016-08-29,86,5,6.886994721250001
2016-08-30,16,14,-0.7972085133906254
2016-08-31,75,0,0.5998420141609375
2016-09-01,47,16,1.6921011474640624
2016-09-02,19,8,3.6103625000000004
2016-09-03,12,6,3.36868275
2016-09-04,4,8,4.2502034124999994
2016-09-05,57,31,1.0709023762499998
2016-09-06,40,20,-0.7340237036093749
2016-09-07,60,7,-0.4758266890015619
2016-09-08,43,10,-0.3091832555156242
2016-09-09,36,23,-0.24646706356718673
2016-09-10,13,18,-0.19748930463437445
2016-09-11,18,41,-0.15366116845624958
2016-09-12,53,29,-0.10362436772187472
2016-09-13,43,14,-0.061130888710937345
2016-09-14,42,62,-0.016797705071874957
2016-09-15,54,27,2.0
2016-09-16,33,14,-0.20000000000000018
2016-09-17,3,20,-0.09000000000000007
2016-09-18,4,17,2.943
2016-09-19,35,13,-0.3413250000000001
2016-09-20,56,5,0.8327665
2016-09-21,71,11,0.7881759749999999
2016-09-22,58,15,0.7708251075000001
2016-09-23,74,4,6.75901312396875
2016-09-24,3,21,0.1495537574281245
2016-09-25,5,21,1.48643966125
2016-09-26,70,7,4.476853798453125
2016-09-27,41,10,-0.8287065163578123
2016-09-28,75,7,-0.44930377176562464
2016-09-29,48,14,-0.3211366993015621
2016-09-30,12,37,-0.2443310518015617
2016-10-01,3,8,0.806621485104688
2016-10-02,1,7,-0.2563577357671871
2016-10-03,28,16,-0.1280039598171873
2016-10-04,41,15,-0.09313927014999986
2016-10-05,38,30,0.9373432373203127
2016-10-06,35,46,1.88388325
2016-10-07,41,12,0.7418379874999999
2016-10-08,22,32,-0.22959369625000015
2016-10-09,3,21,-0.13223081301562498
2016-10-10,23,6,-0.09434060253593729
2016-10-11,18,32,0.9339419875000002
2016-10-12,14,9,3.84646552875
2016-10-13,44,20,0.5100822819843748
2016-10-14,55,43,-0.34712917481718764
2016-10-15,1,42,5.7939714819125
2016-10-16,7,12,-0.7356656025359377
2016-10-17,54,5,0.6317084875000001
2016-10-18,58,12,3.64914150375
2016-10-19,50,7,0.36391988948437526
2016-10-20,76,15,-0.46296630084843726
2016-10-21,150,9,-0.3017982981593747
2016-10-22,9,0,-0.20222778003593694
2016-10-23,17,5,1.8442986094062506
2016-10-24,91,7,-0.3302516114656248
2016-10-25,51,12,-0.15710511051562487
2016-10-26,61,20,-0.11476580084843739
2016-10-27,36,11,-0.08448872315937474
2016-10-28,43,5,-0.040632352535937374
2016-10-29,6,14,1.9736759750000001
2016-10-30,5,9,0.7778126074999999
2016-10-31,46,19,6.79086337396875
2016-11-01,60,31,-0.8187977050718757
2016-11-02,38,5,1.6151749999999998
2016-11-03,63,10,1.5476039999999998
2016-11-04,52,14,-0.4770782749999996
2016-11-05,5,2,-0.29516665499999967
2016-11-06,2,6,-0.22068940978124954
2016-11-07,53,6,3.8224196081625004
2016-11-08,50,18,-0.5339345686453125
2016-11-09,54,5,1.7126966147484377
2016-11-10,58,11,-0.3553240185312502
2016-11-11,60,11,4.791415668896875
2016-11-12,2,4,-0.6382647050718753
