,gabime/spdlog,google/glog,abumq/easyloggingpp
2014-09-11,0.0,0,0
2014-09-12,0.0,0,0
2014-09-13,0.0,0,0
2014-09-14,0.0,0,0
2014-09-15,0.0,0,0
2014-09-16,0.0,0,0
2014-09-17,0.0,0,0
2014-09-18,0.0,0,0
2014-09-19,0.0,0,0
2014-09-20,0.0,0,0
2014-09-21,0.0,0,0
2014-09-22,0.0,0,0
2014-09-23,0.0,0,0
2014-09-24,0.0,0,0
2014-09-25,0.0,0,0
2014-09-26,0.0,0,0
2014-09-27,0.0,0,0
2014-09-28,0.0,0,0
2014-09-29,0.0,0,0
2014-09-30,0.0,0,0
2014-10-01,0.0,0,0
2014-10-02,0.0,0,0
2014-10-03,0.0,0,0
2014-10-04,0.0,0,0
2014-10-05,0.0,0,0
2014-10-06,0.0,0,0
2014-10-07,0.0,0,0
2014-10-08,0.0,0,0
2014-10-09,3.0,0,0
2014-10-10,5.1,0,0
2014-10-11,-2.115,0,0
2014-10-12,2.1915000000000004,0,0
2014-10-13,-1.3774875,0,0
2014-10-14,11.35486425,0,0
2014-10-15,-4.0266640875,0,0
2014-10-16,-1.5770444962499992,0,0
2014-10-17,-0.9645345427968748,0,0
2014-10-18,5.312196872207812,0,0
2014-10-19,2.704984699353125,0,0
2014-10-20,-2.457000500296875,0,0
2014-10-21,0.8497624753015629,0,0
2014-10-22,-1.3289956011875006,0,0
2014-10-23,0.24786504120624997,0,0
2014-10-24,2.292713575,0,0
2014-10-25,0.6845270449999998,0,0
2014-10-26,-0.22398716934375007,0,0
2014-10-27,-0.9361082882250001,0,0
2014-10-28,0.5199606363359375,0,0
2014-10-29,0.41597995396875,0,0
2014-10-30,0.37943031228437496,0,0
2014-10-31,2.386469486984375,0,0
2014-11-01,8.772928526470313,0,0
2014-11-02,-3.535843696979688,0,0
2014-11-03,24.63529284426875,0,0
2014-11-04,-4.601029299482812,0,0
2014-11-05,4.5210993969843765,0,0
2014-11-06,-4.082462491248437,0,0
2014-11-07,10.153634423751562,0,0
2014-11-08,-4.724662801029687,0,0
2014-11-09,-3.0096633323546866,0,0
2014-11-10,0.09200855017187504,0,0
2014-11-11,1.0905157565937489,0,0
2014-11-12,0.8529023126343747,0,0
2014-11-13,0.11744715992812482,0,0
2014-11-14,-1.5816778571109376,0,0
2014-11-15,0.1926339950640622,0,0
2014-11-16,9.132328936207813,0,0
2014-11-17,-1.3958262982328127,0,0
2014-11-18,0.07259165771875042,0,6
2014-11-19,-1.6233930230125,0,0
2014-11-20,7.1133598125046875,0,10
2014-11-21,-0.9923120357296877,0,0
2014-11-22,18.141301774784374,0,0
2014-11-23,3.002548320734374,0,0
2014-11-24,12.202873146610937,0,0
2014-11-25,-8.163589113359375,0,0
2014-11-26,-3.5928576599968736,0,0
2014-11-27,-2.2924167414656242,0,0
2014-11-28,-1.6506730316250002,0,0
2014-11-29,8.71266066060625,0,0
2014-11-30,-2.9533294242781265,0,0
2014-12-01,5.8783336401875,0,0
2014-12-02,18.478384965890623,0,0
2014-12-03,-5.145626438190625,0,0
2014-12-04,-3.0233649999999983,0,0
2014-12-05,0.4921711250000005,0,0
2014-12-06,-2.5176906,0,0
2014-12-07,73.48719565859375,0,0
2014-12-08,-18.623371264093755,0,0
2014-12-09,-10.152707507357807,0,0
2014-12-10,-2.6147685084562484,0,0
2014-12-11,-4.64495260266875,0,0
2014-12-12,-2.8583300277140626,0,0
2014-12-13,-2.1343795010296875,0,0
2014-12-14,-1.699437583448438,0,0
2014-12-15,-1.3747008761718784,0,0
2014-12-16,1.8320178362109356,0,0
2014-12-17,-0.02478888741406271,0,0
2014-12-18,8.337369849703125,0,0
2014-12-19,3.9757497603015626,0,0
2014-12-20,20.7750125,0,0
2014-12-21,20.40017675,0,1
2014-12-22,-8.097525337499999,0,0
2014-12-23,-6.3017724337499965,0,2
2014-12-24,-1.5935569365468742,0,0
2014-12-25,-2.1062069577140625,0,0
2014-12-26,-2.3804527303734373,0,0
2014-12-27,-0.706388318954688,0,0
2014-12-28,0.4411655162453114,0,0
2014-12-29,-1.666858798790627,0,0
2014-12-30,-0.8032078258140632,0,0
2014-12-31,-0.27469156293125,0,7
2015-01-01,-0.16075595728125008,0,0
2015-01-02,-0.1257649057312501,0,0
2015-01-03,0.9208975880171875,0,0
2015-01-04,-0.3537912642656251,0,0
2015-01-05,0.8496631532359374,0,0
2015-01-06,-0.38666682646562506,0,23
2015-01-07,1.8548375000000001,0,6
2015-01-08,1.31077975,0,11
2015-01-09,-0.8734433625,0,0
2015-01-10,-0.3776775237499998,0,0
2015-01-11,-0.23848257926562497,0,0
2015-01-12,1.8276938130171874,0,0
2015-01-13,-0.7218789417656251,0,0
2015-01-14,5.691940314267187,0,0
2015-01-15,10.01133201896875,0,0
2015-01-16,-4.369245259996875,0,0
2015-01-17,-1.703607326465624,0,0
2015-01-18,0.9984632750000004,0,0
2015-01-19,-1.2981860475,0,1
2015-01-20,-0.7380816085312498,0,4
2015-01-21,-0.5392808189656249,0,0
2015-01-22,-0.40307258559375025,0,0
2015-01-23,-0.3314615805843757,0,0
2015-01-24,-0.2095626837937503,0,0
