,pytorch/vision,huggingface/transformers,tensorflow/models
2020-10-27,7,21,3.6081318891875
2020-10-28,1,11,4.4160273382406245
2020-10-29,0,21,-2.0057193525703125
2020-10-30,10,10,1.6139338149375
2020-10-31,0,0,-3.412638308132813
2020-11-01,0,2,13.260995046857813
2020-11-02,2,15,-3.630712503745313
2020-11-03,2,14,1.990200106910938
2020-11-04,2,13,-2.2408237544703127
2020-11-05,2,10,2.0287286094968744
2020-11-06,6,19,3.606704011857812
2020-11-07,0,2,4.990900238973437
2020-11-08,0,7,-1.8556016474140624
2020-11-09,7,19,0.620160138515625
2020-11-10,3,22,5.700572136726563
2020-11-11,0,11,0.44774736595624987
2020-11-12,2,9,2.164104947070313
2020-11-13,0,11,4.046991177204688
2020-11-14,0,0,-0.6212746185250007
2020-11-15,0,1,-2.6471833485218745
2020-11-16,6,10,3.5652670393562502
2020-11-17,0,14,3.5721826332374995
2020-11-18,4,26,2.9864733686765623
2020-11-19,4,19,1.753412670825
2020-11-20,3,6,1.9759267594906254
2020-11-21,0,0,-3.0075021547734373
2020-11-22,0,1,-1.5009148554265623
2020-11-23,0,17,2.0481442165515626
2020-11-24,0,10,2.4177738486718745
2020-11-25,0,5,2.943073428242187
2020-11-26,2,6,0.513548538759375
2020-11-27,5,12,-1.0391579319749997
2020-11-28,0,1,-1.3096113999921875
