,hyperledger/besu,NethermindEth/nethermind,ethereum/go-ethereum
2020-10-16,-1.5483260927999996,0,1
2020-10-17,-1.4912641024000002,1,0
2020-10-18,-0.7406902272000002,0,0
2020-10-19,4.53277952,1,0
2020-10-20,-2.349246976,1,4
2020-10-21,0.12406620160000004,3,3
2020-10-22,-0.9131052031999999,3,0
2020-10-23,1.5546121215999997,2,6
2020-10-24,-1.0801083392,0,0
2020-10-25,-0.40921415680000006,0,0
2020-10-26,1.7501952,1,1
2020-10-27,-0.9819417599999999,1,1
2020-10-28,0.617734656,0,2
2020-10-29,0.41091788800000006,0,1
2020-10-30,3.3472607232,2,1
2020-10-31,-1.8742154239999995,0,0
2020-11-01,-0.6571227136000001,0,0
2020-11-02,0.63570688,6,0
2020-11-03,1.3503733759999998,2,0
2020-11-04,1.8932619264000001,0,5
2020-11-05,2.370620928,1,2
2020-11-06,-1.2310361087999997,0,0
2020-11-07,-1.2585730048000001,1,0
2020-11-08,-0.6348598272000002,6,0
