,apache/groovy,scala/scala,jetbrains/kotlin
2013-08-05,3,0,0.5446555000000011
2013-08-06,6,6,1.534739431093751
2013-08-07,4,0,13.449603928093751
2013-08-08,7,21,8.293827799517187
2013-08-09,13,2,40.152066955665624
2013-08-10,2,5,-5.169911559670316
2013-08-11,4,1,-2.5432659226437506
2013-08-12,5,9,4.33332277875
2013-08-13,2,10,11.154983619484378
2013-08-14,2,12,10.438629148932815
2013-08-15,1,17,0.12950442520937555
2013-08-16,0,26,0.9413226918406266
2013-08-17,0,34,-1.656670672015623
2013-08-18,0,12,-0.13035413150937236
2013-08-19,2,9,10.305326410000001
2013-08-20,2,6,0.37192815815625035
2013-08-21,16,9,15.86966447683125
