,swiftlang/swift,golang/go,rust-lang/rust
2015-04-26,53,11,25
2015-04-27,63,24,51
2015-04-28,44,24,31
2015-04-29,53,32,97
2015-04-30,50,22,70
2015-05-01,41,21,44
2015-05-02,31,5,36
2015-05-03,10,6,23
2015-05-04,34,12,43
2015-05-05,47,20,52
2015-05-06,40,41,58
2015-05-07,69,21,56
2015-05-08,41,6,43
2015-05-09,36,3,37
2015-05-10,15,2,54
2015-05-11,39,28,54
2015-05-12,45,19,63
2015-05-13,41,16,66
2015-05-14,45,21,52
2015-05-15,57,29,53
2015-05-16,14,4,39
2015-05-17,20,3,40
2015-05-18,43,17,33
2015-05-19,58,16,84
2015-05-20,52,8,36
2015-05-21,31,11,35
2015-05-22,33,16,21
2015-05-23,37,3,34
2015-05-24,22,0,26
2015-05-25,9,2,34
2015-05-26,29,8,35
2015-05-27,40,13,30
2015-05-28,32,16,41
2015-05-29,30,8,41
2015-05-30,13,5,20
2015-05-31,18,2,22
2015-06-01,15,8,28
2015-06-02,37,15,34
2015-06-03,25,35,26
2015-06-04,21,22,30
2015-06-05,11,29,25
2015-06-06,10,5,30
2015-06-07,4,4,20
2015-06-08,12,7,44
2015-06-09,5,14,58
2015-06-10,6,7,40
2015-06-11,0,14,36
2015-06-12,6,14,35
2015-06-13,2,4,25
2015-06-14,3,15,18
2015-06-15,19,17,35
2015-06-16,16,18,19
2015-06-17,57,25,52
2015-06-18,26,25,51
2015-06-19,25,20,36
2015-06-20,10,2,37
2015-06-21,2,2,28
2015-06-22,19,13,28
2015-06-23,23,9,44
2015-06-24,63,13,40
2015-06-25,64,14,36
2015-06-26,33,34,25
2015-06-27,19,7,21
2015-06-28,8,2,9
2015-06-29,19,36,32
2015-06-30,25,18,57
2015-07-01,41,7,37
2015-07-02,35,9,28
2015-07-03,7,2,26
2015-07-04,3,0,28
2015-07-05,0,7,35
2015-07-06,12,2,35
2015-07-07,21,11,29
2015-07-08,49,1,46
2015-07-09,40,8,32
2015-07-10,48,9,27
2015-07-11,25,9,27
2015-07-12,8,9,32
2015-07-13,44,19,38
2015-07-14,22,13,39
2015-07-15,36,56,11
2015-07-16,48,15,47
2015-07-17,51,13,37
2015-07-18,28,9,33
2015-07-19,13,1,24
2015-07-20,27,12,52
2015-07-21,50,24,46
2015-07-22,41,27,63
2015-07-23,38,27,45
2015-07-24,40,9,60
2015-07-25,36,0,34
2015-07-26,30,4,35
2015-07-27,31,46,32
2015-07-28,31,34,52
2015-07-29,28,21,53
2015-07-30,39,31,32
2015-07-31,60,16,31
2015-08-01,31,0,16
2015-08-02,12,3,21
2015-08-03,25,10,20
2015-08-04,39,27,40
2015-08-05,16,23,37
2015-08-06,23,20,41
2015-08-07,17,5,23
2015-08-08,11,0,16
2015-08-09,1,0,21
2015-08-10,22,5,27
2015-08-11,19,12,66
2015-08-12,28,9,109
2015-08-13,40,6,78
2015-08-14,17,2,28
2015-08-15,3,4,36
2015-08-16,6,1,40
2015-08-17,17,6,81
2015-08-18,36,10,42
2015-08-19,30,10,39
2015-08-20,16,3,26
2015-08-21,25,19,29
2015-08-22,16,5,49
2015-08-23,6,2,25
2015-08-24,15,16,42
2015-08-25,19,17,67
2015-08-26,44,15,44
2015-08-27,35,11,44
2015-08-28,14,19,28
2015-08-29,11,13,23
2015-08-30,12,6,29
2015-08-31,3,16,37
2015-09-01,20,13,51
2015-09-02,30,8,41
2015-09-03,31,16,60
2015-09-04,21,21,66
2015-09-05,20,12,31
2015-09-06,11,5,49
2015-09-07,17,12,27
2015-09-08,37,18,30
2015-09-09,32,25,29
2015-09-10,39,25,43
2015-09-11,35,13,32
2015-09-12,11,7,19
2015-09-13,0,2,15
2015-09-14,21,12,40
2015-09-15,29,17,32
2015-09-16,34,16,25
2015-09-17,28,14,56
2015-09-18,34,17,25
2015-09-19,7,6,52
2015-09-20,10,5,44
2015-09-21,28,10,29
2015-09-22,29,7,30
2015-09-23,21,18,19
2015-09-24,21,8,47
2015-09-25,35,8,32
2015-09-26,11,0,44
2015-09-27,4,2,31
2015-09-28,22,7,15
2015-09-29,32,9,27
2015-09-30,25,10,62
2015-10-01,35,9,53
2015-10-02,18,14,54
2015-10-03,8,6,23
2015-10-04,8,3,11
2015-10-05,14,7,25
2015-10-06,25,16,37
2015-10-07,25,4,47
2015-10-08,32,11,60
2015-10-09,45,18,32
2015-10-10,17,4,19
2015-10-11,19,2,19
2015-10-12,17,4,29
2015-10-13,31,5,53
2015-10-14,22,10,41
2015-10-15,11,6,46
2015-10-16,18,9,31
2015-10-17,8,4,22
2015-10-18,4,9,25
2015-10-19,18,23,40
2015-10-20,20,24,31
2015-10-21,23,22,25
2015-10-22,12,16,31
2015-10-23,14,17,44
2015-10-24,22,0,26
2015-10-25,8,1,31
2015-10-26,12,14,32
2015-10-27,21,7,38
2015-10-28,27,20,49
2015-10-29,0,14,33
2015-10-30,0,18,15
2015-10-31,3,1,11
2015-11-01,0,4,19
2015-11-02,19,4,19
2015-11-03,39,16,58
2015-11-04,30,11,32
2015-11-05,42,23,47
2015-11-06,45,6,24
2015-11-07,29,5,17
2015-11-08,27,10,26
2015-11-09,15,6,30
2015-11-10,33,19,41
2015-11-11,29,19,51
2015-11-12,56,62,51
2015-11-13,45,24,32
2015-11-14,29,12,27
2015-11-15,18,7,23
2015-11-16,45,16,41
2015-11-17,64,18,54
2015-11-18,46,22,20
2015-11-19,42,22,58
2015-11-20,21,21,44
2015-11-21,9,5,16
2015-11-22,2,1,25
2015-11-23,23,9,31
2015-11-24,13,25,33
2015-11-25,3,18,40
2015-11-26,4,8,41
2015-11-27,5,2,15
2015-11-28,5,5,14
2015-11-29,10,3,13
2015-11-30,38,7,39
2015-12-01,18,15,26
2015-12-02,26,17,37
2015-12-03,207,21,23
2015-12-04,166,18,29
2015-12-05,96,19,24
2015-12-06,68,2,23
2015-12-07,87,15,16
2015-12-08,108,5,27
2015-12-09,65,17,33
2015-12-10,130,11,30
2015-12-11,100,14,26
2015-12-12,55,2,22
2015-12-13,214,0,32
2015-12-14,83,17,26
2015-12-15,70,20,23
2015-12-16,154,23,45
2015-12-17,81,50,39
2015-12-18,94,17,55
2015-12-19,86,3,30
2015-12-20,48,0,13
2015-12-21,101,2,26
2015-12-22,107,7,21
2015-12-23,104,0,41
2015-12-24,69,4,6
2015-12-25,22,0,22
2015-12-26,27,0,8
2015-12-27,20,0,11
2015-12-28,31,1,18
2015-12-29,31,11,21
2015-12-30,26,2,40
2015-12-31,43,2,22
2016-01-01,61,1,17
2016-01-02,27,1,29
2016-01-03,27,1,18
2016-01-04,46,8,40
2016-01-05,26,18,27
2016-01-06,59,40,58
2016-01-07,38,22,42
2016-01-08,56,36,16
2016-01-09,43,5,16
2016-01-10,23,5,11
2016-01-11,25,8,29
2016-01-12,62,7,48
2016-01-13,51,29,41
2016-01-14,55,15,81
2016-01-15,44,3,37
2016-01-16,38,3,38
2016-01-17,31,0,29
2016-01-18,26,6,33
2016-01-19,30,10,31
2016-01-20,78,6,34
2016-01-21,74,10,42
2016-01-22,90,6,38
2016-01-23,47,3,35
2016-01-24,43,15,16
2016-01-25,40,7,25
2016-01-26,57,17,55
2016-01-27,79,29,30
2016-01-28,50,4,30
2016-01-29,45,15,52
2016-01-30,34,1,31
2016-01-31,6,1,32
2016-02-01,32,4,44
2016-02-02,63,11,55
2016-02-03,52,6,52
2016-02-04,55,13,45
2016-02-05,39,6,33
2016-02-06,70,2,27
2016-02-07,28,2,26
2016-02-08,47,7,39
2016-02-09,59,9,48
2016-02-10,63,4,29
2016-02-11,45,3,82
2016-02-12,57,5,56
2016-02-13,29,2,62
2016-02-14,22,0,43
2016-02-15,37,0,45
2016-02-16,51,10,22
2016-02-17,36,7,38
2016-02-18,62,11,38
2016-02-19,47,22,33
2016-02-20,65,12,26
2016-02-21,10,23,23
2016-02-22,52,16,21
2016-02-23,68,21,22
2016-02-24,65,32,45
2016-02-25,104,30,25
2016-02-26,58,37,42
2016-02-27,35,12,44
2016-02-28,23,14,29
2016-02-29,36,22,23
2016-03-01,50,23,28
2016-03-02,66,25,47
2016-03-03,66,25,28
2016-03-04,40,27,51
2016-03-05,38,11,28
2016-03-06,8,9,27
2016-03-07,48,27,55
2016-03-08,100,32,49
2016-03-09,92,27,53
2016-03-10,103,29,45
2016-03-11,72,28,37
2016-03-12,61,13,46
2016-03-13,29,10,52
2016-03-14,49,25,70
2016-03-15,77,24,49
2016-03-16,67,43,25
2016-03-17,92,24,118
2016-03-18,79,25,55
2016-03-19,36,3,42
2016-03-20,16,13,23
2016-03-21,48,33,67
2016-03-22,85,18,33
2016-03-23,44,18,57
2016-03-24,97,20,45
2016-03-25,90,28,71
2016-03-26,48,8,70
2016-03-27,19,6,41
2016-03-28,80,17,44
2016-03-29,56,21,59
2016-03-30,54,32,55
2016-03-31,58,32,50
2016-04-01,84,22,35
2016-04-02,39,7,34
2016-04-03,20,12,22
2016-04-04,39,16,33
2016-04-05,41,29,41
2016-04-06,50,37,70
2016-04-07,48,23,49
2016-04-08,67,15,29
2016-04-09,36,8,16
2016-04-10,18,14,17
2016-04-11,32,25,52
2016-04-12,50,37,24
2016-04-13,65,28,35
2016-04-14,69,32,75
2016-04-15,61,18,51
2016-04-16,36,10,24
2016-04-17,30,6,36
2016-04-18,32,17,22
2016-04-19,47,20,37
2016-04-20,37,20,23
2016-04-21,52,28,30
2016-04-22,38,26,27
2016-04-23,34,5,18
2016-04-24,19,9,26
2016-04-25,65,13,27
2016-04-26,50,23,27
2016-04-27,34,40,23
2016-04-28,31,25,44
2016-04-29,69,29,21
2016-04-30,13,7,19
2016-05-01,14,19,20
2016-05-02,33,8,87
2016-05-03,34,9,60
2016-05-04,63,24,11
2016-05-05,59,21,24
2016-05-06,50,27,43
2016-05-07,35,4,45
2016-05-08,17,3,21
2016-05-09,36,11,74
2016-05-10,47,15,49
2016-05-11,51,17,85
2016-05-12,44,11,38
2016-05-13,25,5,35
2016-05-14,24,8,35
2016-05-15,14,6,40
2016-05-16,28,13,42
2016-05-17,34,6,26
2016-05-18,31,29,54
2016-05-19,24,19,31
2016-05-20,33,13,31
2016-05-21,27,3,26
2016-05-22,22,1,12
2016-05-23,33,3,46
2016-05-24,44,19,51
2016-05-25,67,19,34
2016-05-26,25,17,29
2016-05-27,54,26,52
2016-05-28,8,1,35
2016-05-29,22,4,17
2016-05-30,17,3,50
2016-05-31,49,18,55
2016-06-01,50,18,59
2016-06-02,50,22,37
2016-06-03,44,15,33
2016-06-04,49,0,19
2016-06-05,27,2,56
2016-06-06,34,4,28
2016-06-07,40,3,42
2016-06-08,44,8,42
2016-06-09,50,9,66
2016-06-10,29,5,48
2016-06-11,14,1,23
2016-06-12,12,2,25
2016-06-13,22,6,31
2016-06-14,15,8,27
2016-06-15,37,6,24
2016-06-16,21,8,66
2016-06-17,29,2,24
2016-06-18,13,0,16
2016-06-19,38,1,16
2016-06-20,45,6,33
2016-06-21,62,6,43
2016-06-22,64,5,30
2016-06-23,60,6,43
2016-06-24,44,9,29
2016-06-25,35,1,29
2016-06-26,8,2,14
2016-06-27,20,10,27
2016-06-28,55,13,44
2016-06-29,50,7,44
2016-06-30,43,9,21
2016-07-01,54,2,42
2016-07-02,53,2,33
2016-07-03,24,1,28
2016-07-04,9,4,22
2016-07-05,55,1,34
2016-07-06,44,6,46
2016-07-07,73,3,29
2016-07-08,45,7,60
2016-07-09,16,0,16
2016-07-10,13,0,27
2016-07-11,25,5,23
2016-07-12,68,4,35
2016-07-13,65,7,36
2016-07-14,37,1,41
2016-07-15,40,4,35
2016-07-16,42,3,26
