,minio/minio,seaweedfs/seaweedfs,ceph/ceph
2024-08-02,1.3942710687531257,8,8.0
2024-08-03,1.4126857205843757,0,2.0
2024-08-04,-0.5793422532312495,0,4.0
2024-08-05,2.659332907464063,3,27.0
2024-08-06,0.4463558656562503,1,34.0
2024-08-07,0.5578574147062505,3,77.0
2024-08-08,1.6387178900390627,2,21.0
2024-08-09,0.5896350644125001,3,14.0
2024-08-10,0.6627643789328127,2,1.0
2024-08-11,-0.31419961860312484,1,1.0
2024-08-12,3.805817443678125,5,31.0
2024-08-13,4.465643352203125,4,25.0
2024-08-14,1.2110381581265623,0,46.0
2024-08-15,7.391566679448437,1,22.0
2024-08-16,0.833058812682812,3,9.0
2024-08-17,1.1777607856625,0,4.0
2024-08-18,1.2894760344484377,1,9.0
2024-08-19,-0.6631172000359368,4,16.0
2024-08-20,2.5626752416875007,1,41.0
2024-08-21,2.3605210322781254,3,9.0
2024-08-22,3.3152370162890628,1,30.0
2024-08-23,1.205410873303125,0,30.0
2024-08-24,-0.6623263638187498,2,1.0
2024-08-25,0.6275405263968754,0,27.0
2024-08-26,2.6365793813968756,1,32.0
2024-08-27,0.45964316867812527,3,39.0
2024-08-28,2.5896324222031253,0,44.0
2024-08-29,1.4242371933453126,1,23.0
2024-08-30,0.4727385478296877,4,22.0
2024-08-31,1.589593201325,0,11.0
2024-09-01,0.5525183111781252,0,9.0
2024-09-02,1.6358133357343752,3,24.0
2024-09-03,1.5574204746671878,0,18.0
2024-09-04,1.5296882656265627,8,35.0
2024-09-05,2.5276508034171874,2,34.0
2024-09-06,5.413807345110937,2,26.0
2024-09-07,1.0727260769124998,2,2.0
2024-09-08,1.3059883001828125,0,6.0
2024-09-09,3.3699015644125003,5,39.0
2024-09-10,1.2046278539328128,6,33.0
2024-09-11,3.3273667388968753,2,19.0
2024-09-12,5.174254005146875,2,42.0
2024-09-13,-0.09027234661874983,3,11.0
2024-09-14,0.2790901467984379,2,7.0
2024-09-15,0.42475131625312557,1,9.0
2024-09-16,2.5314248588968757,1,22.0
2024-09-17,0.3792306003656254,4,30.0
2024-09-18,1.5236418538250005,1,36.0
2024-09-19,1.4979256028656251,3,28.0
2024-09-20,0.4881347530125003,0,11.0
2024-09-21,1.5997701130187503,0,3.0
2024-09-22,0.5720113506984377,0,8.0
2024-09-23,1.6435312331984377,1,17.0
2024-09-24,3.5705824871671874,1,31.0
2024-09-25,-0.6592180381234375,1,49.0
2024-09-26,1.6472191164328127,2,37.0
2024-09-27,1.5552061976468752,5,24.0
2024-09-28,0.5334010769125004,0,3.0
2024-09-29,0.6235798001828127,5,3.0
2024-09-30,-0.34452646058749975,2,20.0
2024-10-01,1.781031236432813,2,20.0
2024-10-02,3.6372090178656253,1,9.0
2024-10-03,0.39111392235624987,6,20.0
2024-10-04,2.59239721896875,1,26.0
2024-10-05,0.4394849601468749,0,1.0
2024-10-06,-0.4158432143374997,1,3.0
2024-10-07,-0.2599206905515622,1,32.0
2024-10-08,-0.189838545035937,0,15.0
2024-10-09,-0.14568617353124955,1,36.0
2024-10-10,3.8782325591156255,4,57.0
2024-10-11,0.5103931755906249,0,9.0
2024-10-12,-0.3281974878328126,0,5.0
2024-10-13,4.806235129376563,1,7.0
2024-10-14,0.3804511474640624,3,23.0
2024-10-15,-0.4101295,1,55.0
2024-10-16,-0.2562647999999999,1,29.0
2024-10-17,-0.18934929749999946,1,18.0
2024-10-18,0.8493868016875005,4,25.0
2024-10-19,-0.22509053565937473,0,21.0
2024-10-20,-0.12202934628593731,0,0.0
2024-10-21,-0.08743526132812486,0,23.0
2024-10-22,1.9277749243046878,6,18.0
2024-10-23,0.7754843974640624,1,20.0
2024-10-24,-0.2031620125000001,1,28.0
2024-10-25,0.88690630375,5,18.0
2024-10-26,1.8206066869843751,0,5.0
2024-10-27,-0.3062948525359375,0,3.0
2024-10-28,-0.16094077499999995,2,14.0
2024-10-29,0.8869880950000002,2,28.0
2024-10-30,0.8123279277187502,2,30.0
