,apple/swift,JetBrains/kotlin,rust-lang/rust
2021-09-23,78,23,29
2021-09-24,94,14,72
2021-09-25,20,1,59
2021-09-26,4,17,50
2021-09-27,32,53,49
2021-09-28,55,39,66
2021-09-29,53,66,41
2021-09-30,43,56,97
2021-10-01,61,56,97
2021-10-02,31,8,64
2021-10-03,4,2,75
2021-10-04,42,16,80
2021-10-05,56,36,81
2021-10-06,76,31,74
2021-10-07,30,30,86
2021-10-08,122,22,62
2021-10-09,31,4,113
2021-10-10,15,2,103
2021-10-11,24,20,79
2021-10-12,46,82,91
2021-10-13,57,9,89
2021-10-14,49,47,60
2021-10-15,37,32,80
2021-10-16,22,8,55
