,elastic/elasticsearch,blevesearch/bleve,apache/solr
2016-01-08,35,3,13
2016-01-09,2,0,3
2016-01-10,11,3,2
2016-01-11,35,1,14
2016-01-12,51,10,9
2016-01-13,39,7,5
2016-01-14,41,6,8
2016-01-15,37,2,10
2016-01-16,1,0,2
2016-01-17,5,1,4
2016-01-18,101,0,12
2016-01-19,73,1,12
2016-01-20,45,0,7
2016-01-21,36,4,9
2016-01-22,48,2,16
2016-01-23,1,0,5
2016-01-24,1,0,12
2016-01-25,21,1,5
2016-01-26,39,0,11
2016-01-27,71,1,10
2016-01-28,46,1,9
2016-01-29,45,2,11
2016-01-30,7,0,1
2016-01-31,4,0,4
2016-02-01,46,1,9
2016-02-02,63,1,10
2016-02-03,60,2,13
2016-02-04,51,0,14
2016-02-05,32,5,5
2016-02-06,3,0,14
2016-02-07,3,0,17
2016-02-08,28,1,12
2016-02-09,43,4,23
2016-02-10,56,0,9
2016-02-11,44,0,20
2016-02-12,42,0,4
2016-02-13,11,0,4
2016-02-14,14,0,2
2016-02-15,25,0,6
2016-02-16,1,0,6
2016-02-17,0,1,1
2016-02-18,1,1,9
2016-02-19,3,0,13
2016-02-20,6,3,5
2016-02-21,14,2,7
2016-02-22,24,3,12
2016-02-23,6,4,25
2016-02-24,29,1,16
2016-02-25,21,0,8
2016-02-26,19,2,7
2016-02-27,16,0,11
2016-02-28,10,0,0
2016-02-29,42,0,13
2016-03-01,40,2,14
2016-03-02,40,4,21
2016-03-03,38,2,17
2016-03-04,36,1,12
2016-03-05,11,2,10
2016-03-06,10,0,1
2016-03-07,36,4,10
2016-03-08,39,1,25
2016-03-09,46,4,13
2016-03-10,56,1,9
2016-03-11,41,3,11
2016-03-12,1,0,7
2016-03-13,12,3,9
2016-03-14,41,4,8
2016-03-15,47,0,10
2016-03-16,36,2,8
2016-03-17,38,0,8
2016-03-18,21,0,0
2016-03-19,5,0,4
2016-03-20,3,2,11
2016-03-21,29,0,9
2016-03-22,49,2,11
2016-03-23,59,0,15
2016-03-24,75,1,7
2016-03-25,45,0,12
2016-03-26,4,0,3
2016-03-27,1,0,4
2016-03-28,21,1,12
2016-03-29,64,0,3
2016-03-30,92,0,6
2016-03-31,51,2,6
2016-04-01,22,0,10
2016-04-02,12,0,4
2016-04-03,3,9,3
2016-04-04,25,0,11
2016-04-05,23,0,8
2016-04-06,48,0,9
2016-04-07,28,1,16
2016-04-08,17,6,12
2016-04-09,1,0,6
2016-04-10,0,0,4
2016-04-11,20,0,13
2016-04-12,33,0,8
2016-04-13,61,0,17
2016-04-14,56,0,11
2016-04-15,47,2,21
2016-04-16,0,0,8
2016-04-17,1,1,6
2016-04-18,45,1,19
2016-04-19,48,0,16
2016-04-20,16,2,12
2016-04-21,20,0,8
2016-04-22,41,1,9
2016-04-23,3,1,2
2016-04-24,0,0,6
2016-04-25,20,0,11
2016-04-26,31,1,14
2016-04-27,28,0,8
2016-04-28,43,1,17
2016-04-29,30,2,17
2016-04-30,0,0,2
2016-05-01,0,0,4
2016-05-02,18,0,6
2016-05-03,15,0,20
2016-05-04,39,0,17
2016-05-05,24,0,20
2016-05-06,41,0,11
2016-05-07,5,0,6
2016-05-08,0,0,7
2016-05-09,25,0,4
2016-05-10,47,0,6
2016-05-11,34,0,4
2016-05-12,33,0,7
2016-05-13,55,0,14
2016-05-14,21,0,3
2016-05-15,7,0,0
2016-05-16,37,0,7
2016-05-17,43,1,7
2016-05-18,46,1,11
2016-05-19,44,0,10
2016-05-20,55,0,9
2016-05-21,12,0,0
2016-05-22,12,0,3
2016-05-23,30,0,8
2016-05-24,39,0,20
2016-05-25,37,0,9
2016-05-26,25,5,10
2016-05-27,29,0,5
2016-05-28,3,0,4
2016-05-29,3,0,0
2016-05-30,8,0,5
2016-05-31,35,0,2
2016-06-01,45,6,14
2016-06-02,21,0,6
2016-06-03,95,1,3
2016-06-04,0,0,3
2016-06-05,1,0,1
2016-06-06,37,1,7
2016-06-07,45,0,8
2016-06-08,29,3,5
2016-06-09,32,3,11
2016-06-10,37,7,9
2016-06-11,16,0,3
2016-06-12,3,0,6
2016-06-13,28,0,12
2016-06-14,43,2,11
2016-06-15,56,1,1
2016-06-16,50,1,3
2016-06-17,37,0,6
2016-06-18,10,0,3
2016-06-19,4,0,4
2016-06-20,39,0,11
2016-06-21,48,1,12
2016-06-22,45,1,3
2016-06-23,30,0,3
2016-06-24,16,0,3
2016-06-25,3,0,4
2016-06-26,3,3,1
2016-06-27,33,0,4
2016-06-28,35,0,10
2016-06-29,44,0,6
2016-06-30,70,0,5
2016-07-01,66,1,8
2016-07-02,7,0,3
2016-07-03,0,0,0
2016-07-04,26,0,6
2016-07-05,33,0,8
2016-07-06,28,1,19
2016-07-07,41,0,8
2016-07-08,24,0,4
2016-07-09,5,0,1
2016-07-10,4,0,0
2016-07-11,62,1,9
2016-07-12,41,0,8
2016-07-13,39,0,5
2016-07-14,25,0,2
2016-07-15,39,1,3
2016-07-16,3,0,4
2016-07-17,2,2,4
2016-07-18,37,0,5
2016-07-19,52,1,9
2016-07-20,18,1,4
2016-07-21,24,11,3
2016-07-22,44,2,5
2016-07-23,5,1,0
2016-07-24,3,0,0
2016-07-25,20,0,8
2016-07-26,55,0,5
2016-07-27,41,0,1
2016-07-28,36,0,9
2016-07-29,36,2,5
2016-07-30,4,2,1
2016-07-31,3,1,1
2016-08-01,30,5,0
2016-08-02,39,1,9
2016-08-03,50,3,6
2016-08-04,34,0,3
2016-08-05,47,1,3
2016-08-06,1,1,1
2016-08-07,1,0,0
2016-08-08,33,0,3
2016-08-09,36,3,6
2016-08-10,46,6,6
2016-08-11,32,1,2
2016-08-12,27,3,8
2016-08-13,1,0,5
2016-08-14,0,0,0
2016-08-15,10,0,8
2016-08-16,28,0,3
2016-08-17,33,3,6
2016-08-18,18,1,5
2016-08-19,31,1,7
2016-08-20,4,1,5
2016-08-21,0,0,3
2016-08-22,15,0,8
2016-08-23,23,0,6
2016-08-24,27,4,3
2016-08-25,25,2,9
2016-08-26,24,7,7
2016-08-27,7,1,7
2016-08-28,0,0,0
2016-08-29,18,0,4
2016-08-30,41,0,2
2016-08-31,43,6,4
2016-09-01,49,7,2
2016-09-02,52,0,4
2016-09-03,6,0,4
2016-09-04,1,0,0
2016-09-05,8,0,0
2016-09-06,39,0,6
2016-09-07,66,0,4
2016-09-08,38,1,0
2016-09-09,39,1,6
2016-09-10,2,0,1
2016-09-11,0,4,4
2016-09-12,39,18,8
2016-09-13,38,3,6
2016-09-14,33,2,1
2016-09-15,21,1,5
2016-09-16,24,0,5
2016-09-17,3,0,1
2016-09-18,0,6,0
2016-09-19,37,0,3
2016-09-20,29,7,4
2016-09-21,21,15,11
2016-09-22,6,2,19
2016-09-23,9,8,8
2016-09-24,0,0,3
2016-09-25,4,0,0
2016-09-26,4,4,14
2016-09-27,7,2,8
2016-09-28,12,6,4
2016-09-29,15,9,8
2016-09-30,9,10,9
2016-10-01,4,4,2
2016-10-02,0,18,4
2016-10-03,18,0,13
2016-10-04,27,2,13
2016-10-05,41,0,7
2016-10-06,28,0,6
2016-10-07,36,0,4
2016-10-08,4,0,1
2016-10-09,1,0,2
2016-10-10,18,2,7
2016-10-11,35,7,10
2016-10-12,31,17,7
2016-10-13,27,2,1
2016-10-14,22,0,4
2016-10-15,5,0,1
2016-10-16,3,0,1
2016-10-17,26,2,4
2016-10-18,20,1,18
2016-10-19,24,3,11
2016-10-20,25,0,7
2016-10-21,21,0,8
2016-10-22,0,3,3
2016-10-23,0,0,0
2016-10-24,19,3,11
2016-10-25,20,3,12
2016-10-26,19,2,16
2016-10-27,16,1,18
2016-10-28,18,0,11
2016-10-29,1,0,2
2016-10-30,2,0,3
2016-10-31,20,1,10
2016-11-01,24,0,8
2016-11-02,43,0,6
2016-11-03,27,3,8
2016-11-04,22,3,7
2016-11-05,5,0,2
2016-11-06,0,0,2
2016-11-07,33,0,4
2016-11-08,30,4,13
2016-11-09,21,0,2
2016-11-10,27,0,6
2016-11-11,34,0,5
2016-11-12,5,0,6
2016-11-13,2,0,6
2016-11-14,35,2,9
2016-11-15,50,1,13
2016-11-16,27,1,12
2016-11-17,32,0,5
2016-11-18,20,0,8
2016-11-19,5,0,1
2016-11-20,1,2,2
2016-11-21,36,0,6
2016-11-22,53,2,7
2016-11-23,41,1,3
2016-11-24,34,0,9
2016-11-25,14,0,8
2016-11-26,3,0,5
2016-11-27,2,0,2
2016-11-28,31,2,4
2016-11-29,28,0,6
2016-11-30,41,0,4
2016-12-01,34,0,0
2016-12-02,42,0,4
2016-12-03,8,0,1
2016-12-04,5,0,1
2016-12-05,15,2,2
2016-12-06,23,0,3
2016-12-07,32,0,7
2016-12-08,33,1,4
2016-12-09,38,0,4
2016-12-10,10,0,1
2016-12-11,3,0,1
2016-12-12,27,0,3
2016-12-13,25,0,2
2016-12-14,35,0,9
2016-12-15,22,0,6
2016-12-16,28,0,5
2016-12-17,5,0,0
2016-12-18,3,0,2
2016-12-19,51,0,7
2016-12-20,29,0,10
2016-12-21,48,0,11
2016-12-22,25,0,6
2016-12-23,24,0,5
2016-12-24,0,0,0
2016-12-25,0,0,2
2016-12-26,7,0,2
2016-12-27,8,0,4
2016-12-28,3,0,6
2016-12-29,6,0,22
2016-12-30,17,0,6
2016-12-31,3,0,3
2017-01-01,0,0,1
2017-01-02,6,0,1
2017-01-03,48,0,18
2017-01-04,21,0,10
2017-01-05,53,0,7
2017-01-06,34,2,9
2017-01-07,3,2,9
2017-01-08,3,2,10
2017-01-09,46,6,9
2017-01-10,57,3,4
2017-01-11,37,0,4
2017-01-12,32,0,6
2017-01-13,37,0,8
2017-01-14,1,2,6
2017-01-15,5,0,2
2017-01-16,33,0,10
2017-01-17,34,0,9
2017-01-18,29,2,10
2017-01-19,41,0,11
2017-01-20,32,0,4
2017-01-21,5,0,4
2017-01-22,0,0,1
2017-01-23,25,0,9
2017-01-24,26,2,1
2017-01-25,19,0,5
2017-01-26,25,0,4
2017-01-27,25,0,2
2017-01-28,3,0,3
2017-01-29,1,0,4
2017-01-30,17,0,8
2017-01-31,26,5,14
2017-02-01,16,1,8
2017-02-02,17,5,7
2017-02-03,52,2,4
2017-02-04,10,2,4
2017-02-05,1,0,2
2017-02-06,30,1,8
2017-02-07,28,0,9
2017-02-08,39,0,7
2017-02-09,31,6,5
2017-02-10,30,8,9
2017-02-11,3,2,6
2017-02-12,2,0,4
2017-02-13,18,0,7
2017-02-14,25,2,4
2017-02-15,34,2,21
2017-02-16,35,1,9
2017-02-17,27,0,4
2017-02-18,4,0,6
2017-02-19,0,0,19
2017-02-20,25,1,11
2017-02-21,28,1,6
2017-02-22,33,1,24
2017-02-23,37,2,8
2017-02-24,27,6,7
2017-02-25,3,0,4
2017-02-26,3,0,0
2017-02-27,31,0,3
2017-02-28,31,0,14
2017-03-01,33,3,7
2017-03-02,24,2,6
2017-03-03,16,0,6
2017-03-04,1,2,5
2017-03-05,1,0,3
2017-03-06,2,0,2
2017-03-07,1,6,11
2017-03-08,2,0,4
2017-03-09,6,0,3
2017-03-10,0,0,3
2017-03-11,2,0,3
2017-03-12,13,0,3
2017-03-13,7,0,9
2017-03-14,6,0,13
2017-03-15,10,0,9
2017-03-16,11,4,28
2017-03-17,17,0,7
2017-03-18,4,0,3
2017-03-19,4,0,0
2017-03-20,22,0,9
2017-03-21,25,0,3
2017-03-22,27,0,3
2017-03-23,25,0,39
2017-03-24,26,2,6
2017-03-25,0,1,6
2017-03-26,0,0,0
2017-03-27,20,0,16
2017-03-28,26,2,13
2017-03-29,16,5,7
2017-03-30,27,4,30
2017-03-31,35,6,9
2017-04-01,8,3,12
2017-04-02,4,0,3
2017-04-03,29,0,13
2017-04-04,36,2,23
2017-04-05,30,0,7
2017-04-06,16,2,6
2017-04-07,43,0,13
2017-04-08,11,0,0
2017-04-09,5,0,1
2017-04-10,44,0,7
2017-04-11,42,1,11
2017-04-12,21,0,19
2017-04-13,39,0,6
2017-04-14,14,0,3
2017-04-15,4,0,0
2017-04-16,0,0,0
2017-04-17,15,0,12
2017-04-18,40,1,16
2017-04-19,44,2,6
2017-04-20,34,0,8
2017-04-21,29,0,2
2017-04-22,11,0,5
2017-04-23,2,0,0
2017-04-24,36,0,5
2017-04-25,25,1,5
2017-04-26,46,0,15
2017-04-27,31,4,20
2017-04-28,32,0,14
2017-04-29,4,5,3
2017-04-30,4,0,0
2017-05-01,17,0,5
2017-05-02,27,0,15
2017-05-03,31,0,9
2017-05-04,39,0,11
2017-05-05,28,0,14
2017-05-06,2,2,5
2017-05-07,1,0,3
2017-05-08,21,0,11
2017-05-09,30,0,11
2017-05-10,44,0,6
2017-05-11,45,0,9
2017-05-12,30,0,10
2017-05-13,0,0,2
2017-05-14,0,0,2
2017-05-15,28,0,16
2017-05-16,33,0,6
2017-05-17,39,0,2
2017-05-18,42,3,21
2017-05-19,26,3,12
2017-05-20,5,0,1
2017-05-21,1,0,1
2017-05-22,21,2,8
2017-05-23,29,0,19
2017-05-24,29,0,20
2017-05-25,23,6,22
2017-05-26,25,1,21
2017-05-27,4,0,1
2017-05-28,1,0,3
2017-05-29,12,0,8
2017-05-30,28,0,13
2017-05-31,21,2,17
2017-06-01,30,0,16
2017-06-02,34,0,19
2017-06-03,4,0,3
2017-06-04,0,0,0
2017-06-05,12,3,13
2017-06-06,35,2,14
2017-06-07,26,0,14
2017-06-08,34,0,17
2017-06-09,42,0,18
2017-06-10,5,0,2
2017-06-11,5,0,3
2017-06-12,18,1,11
2017-06-13,24,0,12
2017-06-14,32,1,3
2017-06-15,34,0,7
2017-06-16,24,0,20
2017-06-17,4,0,2
2017-06-18,3,0,8
2017-06-19,35,0,3
2017-06-20,17,0,13
2017-06-21,25,0,11
2017-06-22,29,2,11
